id,dbr,isit,find,category,record
xtagUArmor097,xpack\item\equipmentarmor\greaves\us_e_004.dbr,True,"@level05$: @act04$, @level06$: @act04$",greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\us_e_004.dbr'
xtagUArmor121,xpack\item\equipmentarmor\helm\us_e_004.dbr,True,"@level05$: @act04$, @level06$: @act04$",helm,b'records\\xpack\\item\\equipmentarmor\\helm\\us_e_004.dbr'
xtagUArmor043,xpack\item\equipmentarmor\torso\us_e_004.dbr,True,"@level05$: @act04$, @level06$: @act04$",torso,b'records\\xpack\\item\\equipmentarmor\\torso\\us_e_004.dbr'
xtagUWeapon097,xpack\item\equipmentweapons\sword\us_e_004.dbr,True,"@level05$: @act04$, @level06$: @act04$",sword,b'records\\xpack\\item\\equipmentweapons\\sword\\us_e_004.dbr'
xtagUArmor072,xpack\item\equipmentarmor\armband\us_e_005.dbr,True,"@level05$: @act04$, @level06$: @act04$",armband,b'records\\xpack\\item\\equipmentarmor\\armband\\us_e_005.dbr'
xtagUArmor010,xpack\item\equipmentarmor\ring\us_e_005.dbr,True,"@level05$: @act04$, @level06$: @act04$",ring,b'records\\xpack\\item\\equipmentarmor\\ring\\us_e_005.dbr'
xtagUWeapon039,xpack\item\equipmentweapons\bow\us_e_005.dbr,True,"@level05$: @act04$, @level06$: @act04$",bow,b'records\\xpack\\item\\equipmentweapons\\bow\\us_e_005.dbr'
xtagUArmor132,xpack\item\equipmentarmor\helm\z_cowboy01.dbr,True,@act05$,helm,b'records\\xpack\\item\\equipmentarmor\\helm\\z_cowboy01.dbr'
xtagUArmor107,xpack\item\equipmentarmor\greaves\z_cowboy01.dbr,True,@act05$,greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\z_cowboy01.dbr'
xtagUArmor075,xpack\item\equipmentarmor\armband\usm_n_001.dbr,True,@level04$: @act04$,armband,b'records\\xpack\\item\\equipmentarmor\\armband\\usm_n_001.dbr'
xtagUArmor103,xpack\item\equipmentarmor\greaves\usm_n_001.dbr,True,@level04$: @act04$,greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\usm_n_001.dbr'
xtagUArmor128,xpack\item\equipmentarmor\helm\usm_n_001.dbr,True,@level04$: @act04$,helm,b'records\\xpack\\item\\equipmentarmor\\helm\\usm_n_001.dbr'
xtagUArmor050,xpack\item\equipmentarmor\torso\usm_n_001.dbr,True,@level04$: @act04$,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\usm_n_001.dbr'
xtagUWeapon083,xpack\item\equipmentweapons\staff\usm_n_001.dbr,True,@level04$: @act04$,staff,b'records\\xpack\\item\\equipmentweapons\\staff\\usm_n_001.dbr'
tagUArmor122,item\equipmentarmband\us_l_abyssalarmor.dbr,False,@level06$: @amount07$,armband,b'records\\item\\equipmentarmband\\us_l_abyssalarmor.dbr'
tagUArmor377,item\equipmentarmor\us_l_abyssalarmor.dbr,False,@level06$: @amount07$,armor,b'records\\item\\equipmentarmor\\us_l_abyssalarmor.dbr'
tagUArmor164,item\equipmentgreaves\us_l_abyssalarmor.dbr,False,@level06$: @amount07$,greaves,b'records\\item\\equipmentgreaves\\us_l_abyssalarmor.dbr'
tagUWeapon065,item\equipmentshield\us_l_abyssalarmor.dbr,False,@level06$: @amount07$,shield,b'records\\item\\equipmentshield\\us_l_abyssalarmor.dbr'
tagUArmor108,item\equipmentarmband\us_l_alexander'spanoply.dbr,False,@level06$: @amount07$,armband,"b""records\\item\\equipmentarmband\\us_l_alexander'spanoply.dbr"""
tagUArmor362,item\equipmentarmor\us_l_alexander'spanoply.dbr,False,@level06$: @amount07$,armor,"b""records\\item\\equipmentarmor\\us_l_alexander'spanoply.dbr"""
tagUArmor151,item\equipmentgreaves\us_l_alexander'spanoply.dbr,False,@level06$: @amount07$,greaves,"b""records\\item\\equipmentgreaves\\us_l_alexander'spanoply.dbr"""
tagUArmor216,item\equipmenthelm\us_l_alexander'spanoply.dbr,False,@level06$: @amount07$,helm,"b""records\\item\\equipmenthelm\\us_l_alexander'spanoply.dbr"""
tagUWeapon061,item\equipmentshield\us_l_alexander'spanoply.dbr,False,@level06$: @amount07$,shield,"b""records\\item\\equipmentshield\\us_l_alexander'spanoply.dbr"""
tagUWeapon236,item\equipmentweapon\spear\us_l_alexander'spanoply.dbr,False,@level06$: @amount07$,spear,"b""records\\item\\equipmentweapon\\spear\\us_l_alexander'spanoply.dbr"""
tagUArmor067,item\equipmentarmband\usm_l_archmage'sregalia.dbr,False,@level06$: @amount07$,armband,"b""records\\item\\equipmentarmband\\usm_l_archmage'sregalia.dbr"""
tagUArmor400,item\equipmentarmor\usm_l_archmage'sregalia.dbr,False,@level06$: @amount07$,armor,"b""records\\item\\equipmentarmor\\usm_l_archmage'sregalia.dbr"""
tagUArmor184,item\equipmentgreaves\usm_l_archmage'sregalia.dbr,False,@level06$: @amount07$,greaves,"b""records\\item\\equipmentgreaves\\usm_l_archmage'sregalia.dbr"""
tagUArmor252,item\equipmenthelm\usm_l_archmage'sregalia.dbr,False,@level06$: @amount07$,helm,"b""records\\item\\equipmenthelm\\usm_l_archmage'sregalia.dbr"""
tagUArmor124,item\equipmentarmband\us_l_assassin'scover.dbr,False,@level06$: @amount07$,armband,"b""records\\item\\equipmentarmband\\us_l_assassin'scover.dbr"""
tagUArmor379,item\equipmentarmor\us_l_assassin'scover.dbr,False,@level06$: @amount07$,armor,"b""records\\item\\equipmentarmor\\us_l_assassin'scover.dbr"""
tagUArmor166,item\equipmentgreaves\us_l_assassin'scover.dbr,False,@level06$: @amount07$,greaves,"b""records\\item\\equipmentgreaves\\us_l_assassin'scover.dbr"""
tagUArmor231,item\equipmenthelm\us_l_assassin'scover.dbr,False,@level06$: @amount07$,helm,"b""records\\item\\equipmenthelm\\us_l_assassin'scover.dbr"""
tagUWeapon107,item\equipmentweapon\axe\us_l_baneofmessia01.dbr,False,@level06$: @amount07$,axe,b'records\\item\\equipmentweapon\\axe\\us_l_baneofmessia01.dbr'
tagUWeapon108,item\equipmentweapon\axe\us_l_baneofmessia02.dbr,False,@level06$: @amount07$,axe,b'records\\item\\equipmentweapon\\axe\\us_l_baneofmessia02.dbr'
tagUArmor112,item\equipmentarmband\us_e_bonearmor.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",armband,b'records\\item\\equipmentarmband\\us_e_bonearmor.dbr'
tagUArmor367,item\equipmentarmor\us_e_bonearmor.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",armor,b'records\\item\\equipmentarmor\\us_e_bonearmor.dbr'
tagUArmor155,item\equipmentgreaves\us_e_bonearmor.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",greaves,b'records\\item\\equipmentgreaves\\us_e_bonearmor.dbr'
tagUArmor220,item\equipmenthelm\us_e_bonearmor.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",helm,b'records\\item\\equipmenthelm\\us_e_bonearmor.dbr'
tagUArmor125,item\equipmentarmband\us_l_childrenofares.dbr,False,@level06$: @amount07$,armband,b'records\\item\\equipmentarmband\\us_l_childrenofares.dbr'
tagUWeapon066,item\equipmentshield\us_l_childrenofares.dbr,False,@level06$: @amount07$,shield,b'records\\item\\equipmentshield\\us_l_childrenofares.dbr'
tagUWeapon321,item\equipmentweapon\sword\us_l_childrenofares.dbr,False,@level06$: @amount07$,sword,b'records\\item\\equipmentweapon\\sword\\us_l_childrenofares.dbr'
tagUArmor126,item\equipmentarmband\us_l_conqueror'spanoply.dbr,False,@level06$: @amount07$,armband,"b""records\\item\\equipmentarmband\\us_l_conqueror'spanoply.dbr"""
tagUArmor380,item\equipmentarmor\us_l_conqueror'spanoply.dbr,False,@level06$: @amount07$,armor,"b""records\\item\\equipmentarmor\\us_l_conqueror'spanoply.dbr"""
tagUArmor167,item\equipmentgreaves\us_l_conqueror'spanoply.dbr,False,@level06$: @amount07$,greaves,"b""records\\item\\equipmentgreaves\\us_l_conqueror'spanoply.dbr"""
tagUArmor232,item\equipmenthelm\us_l_conqueror'spanoply.dbr,False,@level06$: @amount07$,helm,"b""records\\item\\equipmenthelm\\us_l_conqueror'spanoply.dbr"""
tagUArmor113,item\equipmentarmband\us_e_crystallinearray.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",armband,b'records\\item\\equipmentarmband\\us_e_crystallinearray.dbr'
tagUArmor368,item\equipmentarmor\us_e_crystallinearray.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",armor,b'records\\item\\equipmentarmor\\us_e_crystallinearray.dbr'
tagUArmor156,item\equipmentgreaves\us_e_crystallinearray.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",greaves,b'records\\item\\equipmentgreaves\\us_e_crystallinearray.dbr'
tagUArmor221,item\equipmenthelm\us_e_crystallinearray.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",helm,b'records\\item\\equipmenthelm\\us_e_crystallinearray.dbr'
tagUWeapon319,item\equipmentweapon\sword\us_e_crystallinearray.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",sword,b'records\\item\\equipmentweapon\\sword\\us_e_crystallinearray.dbr'
tagUArmor409,item\equipmentarmband\us_l_eternalwardoftartarus.dbr,False,@level06$: @amount07$,armband,b'records\\item\\equipmentarmband\\us_l_eternalwardoftartarus.dbr'
tagUArmor407,item\equipmentarmor\us_l_eternalwardoftartarus.dbr,False,@level06$: @amount07$,armor,b'records\\item\\equipmentarmor\\us_l_eternalwardoftartarus.dbr'
tagUArmor410,item\equipmentgreaves\us_l_eternalwardoftartarus.dbr,False,@level06$: @amount07$,greaves,b'records\\item\\equipmentgreaves\\us_l_eternalwardoftartarus.dbr'
tagUArmor408,item\equipmenthelm\us_l_eternalwardoftartarus.dbr,False,@level06$: @amount07$,helm,b'records\\item\\equipmenthelm\\us_l_eternalwardoftartarus.dbr'
tagUArmor032,item\equipmentring\us_e_gladiator'screed01.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",ring,"b""records\\item\\equipmentring\\us_e_gladiator'screed01.dbr"""
tagUArmor033,item\equipmentring\us_e_gladiator'screed02.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",ring,"b""records\\item\\equipmentring\\us_e_gladiator'screed02.dbr"""
tagUArmor127,item\equipmentarmband\us_l_huoqubing'srelics.dbr,False,@level06$: @act03$,armband,"b""records\\item\\equipmentarmband\\us_l_huoqubing'srelics.dbr"""
tagUArmor381,item\equipmentarmor\us_l_huoqubing'srelics.dbr,False,@level06$: @act03$,armor,"b""records\\item\\equipmentarmor\\us_l_huoqubing'srelics.dbr"""
tagUArmor168,item\equipmentgreaves\us_l_huoqubing'srelics.dbr,False,@level06$: @act03$,greaves,"b""records\\item\\equipmentgreaves\\us_l_huoqubing'srelics.dbr"""
tagUArmor233,item\equipmenthelm\us_l_huoqubing'srelics.dbr,False,@level06$: @act03$,helm,"b""records\\item\\equipmenthelm\\us_l_huoqubing'srelics.dbr"""
tagUWeapon322,item\equipmentweapon\sword\us_l_huoqubing'srelics.dbr,False,@level06$: @act03$,sword,"b""records\\item\\equipmentweapon\\sword\\us_l_huoqubing'srelics.dbr"""
tagUArmor128,item\equipmentarmband\us_l_nemeanlionhide.dbr,False,@level06$: @amount07$,armband,b'records\\item\\equipmentarmband\\us_l_nemeanlionhide.dbr'
tagUArmor383,item\equipmentarmor\us_l_nemeanlionhide.dbr,False,@level06$: @amount07$,armor,b'records\\item\\equipmentarmor\\us_l_nemeanlionhide.dbr'
tagUArmor170,item\equipmentgreaves\us_l_neameanlionhide.dbr,False,@level06$: @amount07$,greaves,b'records\\item\\equipmentgreaves\\us_l_neameanlionhide.dbr'
tagUArmor235,item\equipmenthelm\us_l_nemeanlionhide.dbr,False,@level06$: @amount07$,helm,b'records\\item\\equipmenthelm\\us_l_nemeanlionhide.dbr'
tagUArmor129,item\equipmentarmband\us_l_tracker'sarmor.dbr,False,@level06$: @amount07$,armband,"b""records\\item\\equipmentarmband\\us_l_tracker'sarmor.dbr"""
tagUArmor384,item\equipmentarmor\us_l_tracker'sarmor.dbr,False,@level06$: @amount07$,armor,"b""records\\item\\equipmentarmor\\us_l_tracker'sarmor.dbr"""
tagUArmor171,item\equipmentgreaves\us_l_tracker'sarmor.dbr,False,@level06$: @amount07$,greaves,"b""records\\item\\equipmentgreaves\\us_l_tracker'sarmor.dbr"""
tagUArmor236,item\equipmenthelm\us_l_tracker'sarmor.dbr,False,@level06$: @amount07$,helm,"b""records\\item\\equipmenthelm\\us_l_tracker'sarmor.dbr"""
tagUArmor119,item\equipmentarmband\usm_e_vestmentsofthebattlemage.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",armband,b'records\\item\\equipmentarmband\\usm_e_vestmentsofthebattlemage.dbr'
tagUArmor399,item\equipmentarmor\usm_e_vestmentsofthebattlemage.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",armor,b'records\\item\\equipmentarmor\\usm_e_vestmentsofthebattlemage.dbr'
tagUArmor183,item\equipmentgreaves\usm_e_vestmentsofthebattlemage.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",greaves,b'records\\item\\equipmentgreaves\\usm_e_vestmentsofthebattlemage.dbr'
tagUArmor251,item\equipmenthelm\usm_e_vestmentsofthebattlemage.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",helm,b'records\\item\\equipmenthelm\\usm_e_vestmentsofthebattlemage.dbr'
xtagUWeapon010,xpack\item\equipmentweapons\shield\z_france01.dbr,True,via Unlock Code,shield,b'records\\xpack\\item\\equipmentweapons\\shield\\z_france01.dbr'
xtagUWeapon024,xpack\item\equipmentweapons\axe\z_france01.dbr,True,via Unlock Code,axe,b'records\\xpack\\item\\equipmentweapons\\axe\\z_france01.dbr'
xtagUWeapon055,xpack\item\equipmentweapons\club\z_germany01.dbr,True,via Unlock Code,club,b'records\\xpack\\item\\equipmentweapons\\club\\z_germany01.dbr'
xtagUWeapon009,xpack\item\equipmentweapons\shield\z_germany01.dbr,True,via Unlock Code,shield,b'records\\xpack\\item\\equipmentweapons\\shield\\z_germany01.dbr'
xtagUArmor100,xpack\item\equipmentarmor\greaves\us_l_002.dbr,True,@level06$: @act04$,greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\us_l_002.dbr'
xtagUArmor125,xpack\item\equipmentarmor\helm\us_l_002.dbr,True,@level06$: @act04$,helm,b'records\\xpack\\item\\equipmentarmor\\helm\\us_l_002.dbr'
xtagUArmor047,xpack\item\equipmentarmor\torso\us_l_002.dbr,True,@level06$: @act04$,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\us_l_002.dbr'
xtagUWeapon068,xpack\item\equipmentweapons\spear\us_l_002.dbr,True,@level06$: @act04$,spear,b'records\\xpack\\item\\equipmentweapons\\spear\\us_l_002.dbr'
xtagUArmor068,xpack\item\equipmentarmor\armband\us_l_001.dbr,True,@level06$: @act04$,armband,b'records\\xpack\\item\\equipmentarmor\\armband\\us_l_001.dbr'
xtagUArmor096,xpack\item\equipmentarmor\greaves\us_l_001.dbr,True,@level06$: @act04$,greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\us_l_001.dbr'
xtagUArmor120,xpack\item\equipmentarmor\helm\us_l_001.dbr,True,@level06$: @act04$,helm,b'records\\xpack\\item\\equipmentarmor\\helm\\us_l_001.dbr'
xtagUArmor042,xpack\item\equipmentarmor\torso\us_l_001.dbr,True,@level06$: @act04$,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\us_l_001.dbr'
xtagUWeapon052,xpack\item\equipmentweapons\club\us_l_001.dbr,True,@level06$: @act04$,club,b'records\\xpack\\item\\equipmentweapons\\club\\us_l_001.dbr'
xtagUWeapon006,xpack\item\equipmentweapons\shield\us_l_001.dbr,True,@level06$: @act04$,shield,b'records\\xpack\\item\\equipmentweapons\\shield\\us_l_001.dbr'
xtagUWeapon008,xpack\item\equipmentweapons\shield\us_e_003.dbr,True,"@level05$: @act04$, @level06$: @act04$",shield,b'records\\xpack\\item\\equipmentweapons\\shield\\us_e_003.dbr'
xtagUWeapon098,xpack\item\equipmentweapons\sword\us_e_003.dbr,True,"@level05$: @act04$, @level06$: @act04$",sword,b'records\\xpack\\item\\equipmentweapons\\sword\\us_e_003.dbr'
xtagUWeapon057,xpack\item\equipmentweapons\club\z_us01.dbr,True,via Unlock Code,club,b'records\\xpack\\item\\equipmentweapons\\club\\z_us01.dbr'
xtagUArmor079,xpack\item\equipmentarmor\armband\z_us01.dbr,True,via Unlock Code,armband,b'records\\xpack\\item\\equipmentarmor\\armband\\z_us01.dbr'
xtagUArmor054,xpack\item\equipmentarmor\torso\z_us01.dbr,True,via Unlock Code,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\z_us01.dbr'
xtagUArmor073,xpack\item\equipmentarmor\armband\usm_l_001.dbr,True,@level06$: @act04$,armband,b'records\\xpack\\item\\equipmentarmor\\armband\\usm_l_001.dbr'
xtagUArmor101,xpack\item\equipmentarmor\greaves\usm_l_001.dbr,True,@level06$: @act04$,greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\usm_l_001.dbr'
xtagUArmor048,xpack\item\equipmentarmor\torso\usm_l_001.dbr,True,@level06$: @act04$,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\usm_l_001.dbr'
xtagUArmor126,xpack\item\equipmentarmor\helm\usm_l_001.dbr,True,@level06$: @act04$,helm,b'records\\xpack\\item\\equipmentarmor\\helm\\usm_l_001.dbr'
xtagUArmor025,xpack\item\equipmentarmor\amulet\usm_l_001.dbr,True,@level06$: @act04$,amulet,b'records\\xpack\\item\\equipmentarmor\\amulet\\usm_l_001.dbr'
xtagUArmor076,xpack\item\equipmentarmor\armband\usm_l_002.dbr,True,@level06$: @act04$,armband,b'records\\xpack\\item\\equipmentarmor\\armband\\usm_l_002.dbr'
xtagUArmor129,xpack\item\equipmentarmor\helm\usm_l_002.dbr,True,@level06$: @act04$,helm,b'records\\xpack\\item\\equipmentarmor\\helm\\usm_l_002.dbr'
xtagUArmor051,xpack\item\equipmentarmor\torso\usm_l_002.dbr,True,@level06$: @act04$,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\usm_l_002.dbr'
xtagUArmor104,xpack\item\equipmentarmor\greaves\usm_l_002.dbr,True,@level06$: @act04$,greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\usm_l_002.dbr'
xtagUWeapon084,xpack\item\equipmentweapons\staff\usm_l_002.dbr,True,@level06$: @act04$,staff,b'records\\xpack\\item\\equipmentweapons\\staff\\usm_l_002.dbr'
xtagUArmor077,xpack\item\equipmentarmor\armband\z_asia01.dbr,True,via Unlock Code,armband,b'records\\xpack\\item\\equipmentarmor\\armband\\z_asia01.dbr'
xtagUArmor052,xpack\item\equipmentarmor\torso\z_asia01.dbr,True,via Unlock Code,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\z_asia01.dbr'
xtagUArmor105,xpack\item\equipmentarmor\greaves\z_asia01.dbr,True,via Unlock Code,greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\z_asia01.dbr'
xtagUArmor130,xpack\item\equipmentarmor\helm\z_asia01.dbr,True,via Unlock Code,helm,b'records\\xpack\\item\\equipmentarmor\\helm\\z_asia01.dbr'
xtagUWeapon101,xpack\item\equipmentweapons\sword\z_asia01a.dbr,True,via Unlock Code,sword,b'records\\xpack\\item\\equipmentweapons\\sword\\z_asia01a.dbr'
xtagUWeapon102,xpack\item\equipmentweapons\sword\z_asia01b.dbr,True,via Unlock Code,sword,b'records\\xpack\\item\\equipmentweapons\\sword\\z_asia01b.dbr'
tagUArmor072,item\equipmentamulet\u_e_amaranthine.dbr,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",amulet,b'records\\item\\equipmentamulet\\u_e_amaranthine.dbr'
tagUArmor075,item\equipmentamulet\u_e_crystaltotem.dbr,False,@level05$: @act02$,amulet,b'records\\item\\equipmentamulet\\u_e_crystaltotem.dbr'
tagUArmor096,item\equipmentamulet\u_n_electrumcharm.dbr,False,@level04$: @act02$,amulet,b'records\\item\\equipmentamulet\\u_n_electrumcharm.dbr'
tagUArmor097,item\equipmentamulet\u_n_frostmoon.dbr,False,@level04$: @act01$,amulet,b'records\\item\\equipmentamulet\\u_n_frostmoon.dbr'
tagUArmor077,item\equipmentamulet\u_e_frostshieldtalisman.dbr,False,"@level05$: @act03$, @level06$: @act03$",amulet,b'records\\item\\equipmentamulet\\u_e_frostshieldtalisman.dbr'
tagUArmor098,item\equipmentamulet\u_n_jadetotem.dbr,False,@level04$: @act03$,amulet,b'records\\item\\equipmentamulet\\u_n_jadetotem.dbr'
tagUArmor099,item\equipmentamulet\u_n_ladyy-ab'sscarab.dbr,False,@level04$: @act02$,amulet,"b""records\\item\\equipmentamulet\\u_n_ladyy-ab'sscarab.dbr"""
tagUArmor078,item\equipmentamulet\u_e_lodestone.dbr,False,"@level05$: @act01$, @level06$: @act01$",amulet,b'records\\item\\equipmentamulet\\u_e_lodestone.dbr'
tagUArmor100,item\equipmentamulet\u_n_lotusblossom.dbr,False,@level04$: @act03$,amulet,b'records\\item\\equipmentamulet\\u_n_lotusblossom.dbr'
tagUArmor101,item\equipmentamulet\u_n_moonclaw.dbr,False,@level04$: @act01$,amulet,b'records\\item\\equipmentamulet\\u_n_moonclaw.dbr'
tagUArmor102,item\equipmentamulet\u_n_paean.dbr,False,@level04$: @act01$,amulet,b'records\\item\\equipmentamulet\\u_n_paean.dbr'
tagUArmor080,item\equipmentamulet\u_e_prokopios.dbr,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",amulet,b'records\\item\\equipmentamulet\\u_e_prokopios.dbr'
tagUArmor081,item\equipmentamulet\u_e_ptolemy'sinsight.dbr,False,"@level05$: @act02$, @level06$: @act02$",amulet,"b""records\\item\\equipmentamulet\\u_e_ptolemy'sinsight.dbr"""
tagUArmor082,item\equipmentamulet\u_e_pythagorianmedallion.dbr,False,"@level05$: @act01$, @level06$: @act01$",amulet,b'records\\item\\equipmentamulet\\u_e_pythagorianmedallion.dbr'
tagUArmor083,item\equipmentamulet\u_e_serenity.dbr,False,"@level05$: @act03$, @level06$: @act03$",amulet,b'records\\item\\equipmentamulet\\u_e_serenity.dbr'
tagUArmor103,item\equipmentamulet\u_n_shardoftheelements.dbr,False,"@level04$: @act03$, @act04$",amulet,b'records\\item\\equipmentamulet\\u_n_shardoftheelements.dbr'
tagUArmor084,item\equipmentamulet\u_e_shiftingbeads.dbr,False,"@level05$: @act01$, @level06$: @act01$",amulet,b'records\\item\\equipmentamulet\\u_e_shiftingbeads.dbr'
tagUArmor085,item\equipmentamulet\u_e_songofthesiren.dbr,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",amulet,b'records\\item\\equipmentamulet\\u_e_songofthesiren.dbr'
tagUArmor086,item\equipmentamulet\u_e_tibetannecklace.dbr,False,"@level05$: @act03$, @level06$: @act03$",amulet,b'records\\item\\equipmentamulet\\u_e_tibetannecklace.dbr'
tagUArmor087,item\equipmentamulet\u_e_tundritecharm.dbr,False,"@level05$: @act03$, @level06$: @act03$",amulet,b'records\\item\\equipmentamulet\\u_e_tundritecharm.dbr'
tagUArmor088,item\equipmentamulet\u_e_tyrvidar'smight.dbr,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",amulet,"b""records\\item\\equipmentamulet\\u_e_tyrvidar'smight.dbr"""
tagUArmor104,item\equipmentamulet\u_n_venomheart.dbr,False,"@level04$: @act02$, @act03$, @act04$",amulet,b'records\\item\\equipmentamulet\\u_n_venomheart.dbr'
tagUArmor105,item\equipmentamulet\u_n_wellspring.dbr,False,@level04$: @act01$,amulet,b'records\\item\\equipmentamulet\\u_n_wellspring.dbr'
xtagUArmor016,xpack\item\equipmentarmor\amulet\u_n_001.dbr,True,@level04$: @act04$,amulet,b'records\\xpack\\item\\equipmentarmor\\amulet\\u_n_001.dbr'
xtagUArmor017,xpack\item\equipmentarmor\amulet\u_n_002.dbr,True,@level04$: @act04$,amulet,b'records\\xpack\\item\\equipmentarmor\\amulet\\u_n_002.dbr'
xtagUArmor018,xpack\item\equipmentarmor\amulet\u_n_003.dbr,True,@level04$: @act04$,amulet,b'records\\xpack\\item\\equipmentarmor\\amulet\\u_n_003.dbr'
tagUArmor356,item\equipmentarmor\um_n_archon'schiton.dbr,False,@level04$: @act01$,armor,"b""records\\item\\equipmentarmor\\um_n_archon'schiton.dbr"""
tagUArmor280,item\equipmentarmor\u_e_armorofkhephuris.dbr,False,"@level05$: @act02$, @level06$: @act02$",armor,b'records\\item\\equipmentarmor\\u_e_armorofkhephuris.dbr'
tagUArmor255,item\equipmentarmor\u_e_armoroftheburningblade.dbr,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",armor,b'records\\item\\equipmentarmor\\u_e_armoroftheburningblade.dbr'
tagUArmor308,item\equipmentarmor\um_n_augur'sdrape.dbr,False,@level04$: @act01$,armor,"b""records\\item\\equipmentarmor\\um_n_augur'sdrape.dbr"""
tagUArmor309,item\equipmentarmor\u_n_bandedplateofvereite.dbr,False,@level04$: @act02$,armor,b'records\\item\\equipmentarmor\\u_n_bandedplateofvereite.dbr'
tagUArmor357,item\equipmentarmor\um_n_ben'haamon'skilt.dbr,False,@level04$: @act02$,armor,"b""records\\item\\equipmentarmor\\um_n_ben'haamon'skilt.dbr"""
tagUArmor256,item\equipmentarmor\u_e_blackguard.dbr,False,"@level05$: @act01$, @level06$: @act01$",armor,b'records\\item\\equipmentarmor\\u_e_blackguard.dbr'
tagUArmor310,item\equipmentarmor\u_n_bladeflinger'sarmor.dbr,False,@level04$: @act01$,armor,"b""records\\item\\equipmentarmor\\u_n_bladeflinger'sarmor.dbr"""
tagUArmor311,item\equipmentarmor\u_n_bramblesheathvest.dbr,False,@level04$: @act01$,armor,b'records\\item\\equipmentarmor\\u_n_bramblesheathvest.dbr'
tagUArmor257,item\equipmentarmor\u_e_breastplateofxanthus.dbr,False,"@level05$: @act01$, @level06$: @act01$",armor,b'records\\item\\equipmentarmor\\u_e_breastplateofxanthus.dbr'
tagUArmor258,item\equipmentarmor\u_e_brinne'sredemption.dbr,False,"@level05$: @act02$, @level06$: @act02$",armor,"b""records\\item\\equipmentarmor\\u_e_brinne'sredemption.dbr"""
tagUArmor312,item\equipmentarmor\u_n_charioteer'squiver.dbr,False,@level04$: @act02$,armor,"b""records\\item\\equipmentarmor\\u_n_charioteer'squiver.dbr"""
tagUArmor260,item\equipmentarmor\u_e_chu'squiver.dbr,False,"@level05$: @act03$, @level06$: @act03$",armor,"b""records\\item\\equipmentarmor\\u_e_chu'squiver.dbr"""
tagUArmor314,item\equipmentarmor\u_n_coverofnight.dbr,False,"@level04$: @act03$, @act04$",armor,b'records\\item\\equipmentarmor\\u_n_coverofnight.dbr'
tagUArmor284,item\equipmentarmor\u_e_cuirassofretribution.dbr,False,"@level05$: @act01$, @level06$: @act01$",armor,b'records\\item\\equipmentarmor\\u_e_cuirassofretribution.dbr'
tagUArmor315,item\equipmentarmor\u_n_daevos'cuirass.dbr,False,@level04$: @act01$,armor,"b""records\\item\\equipmentarmor\\u_n_daevos'cuirass.dbr"""
tagUArmor262,item\equipmentarmor\u_e_do-maru.dbr,False,"@level05$: @act03$, @level06$: @act03$",armor,b'records\\item\\equipmentarmor\\u_e_do-maru.dbr'
tagUArmor342,item\equipmentarmor\um_n_ephor's garb.dbr,False,@level04$: @act01$,armor,"b""records\\item\\equipmentarmor\\um_n_ephor's garb.dbr"""
tagUArmor317,item\equipmentarmor\um_n_fireblossom.dbr,False,@level04$: @act03$,armor,b'records\\item\\equipmentarmor\\um_n_fireblossom.dbr'
tagUArmor316,item\equipmentarmor\u_n_flameskin.dbr,False,@level04$: @act03$,armor,b'records\\item\\equipmentarmor\\u_n_flameskin.dbr'
