record,_id,isit,isr,isatl,find,category,class,pack,_Name,Name,Quality,id
records\xpack\item\artifacts\e_ga_effigyofskyfire.dbr,xtagArtifactDescription046,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,e_ga_effigyofskyfire_Artifact_xpack,Effigy of Skyfire,,Effigy_of_Skyfire
records\xpack\item\artifacts\l_ga_elementalrage.dbr,xtagArtifactDescription056,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,l_ga_elementalrage_Artifact_xpack,Elemental Rage,,Elemental_Rage
records\xpack\item\artifacts\n_ga_eyeoftheheavens.dbr,xtagArtifactDescription042,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,n_ga_eyeoftheheavens_Artifact_xpack,Eye of the Heavens,,Eye_of_the_Heavens
records\xpack\item\artifacts\e_ga_finalbreath.dbr,xtagArtifactDescription049,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,e_ga_finalbreath_Artifact_xpack,Final Breath,,Final_Breath
records\xpack\item\artifacts\n_ga_furyoftheages.dbr,xtagArtifactDescription041,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,n_ga_furyoftheages_Artifact_xpack,Fury of the Ages,,Fury_of_the_Ages
records\xpack\item\artifacts\l_ga_doxakalo.dbr,xtagArtifactDescription055,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,l_ga_doxakalo_Artifact_xpack,Glorybringer,,Glorybringer
records\xpack\item\artifacts\e_ga_handofgaea.dbr,xtagArtifactDescription051,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,e_ga_handofgaea_Artifact_xpack,Hand of Gaia,,Hand_of_Gaia
records\xpack\item\artifacts\e_ga_heartofearth.dbr,xtagArtifactDescription052,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,e_ga_heartofearth_Artifact_xpack,Heart of Earth,,Heart_of_Earth
records\xpack\item\artifacts\e_ga_sandofkronos.dbr,xtagArtifactDescription044,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,e_ga_sandofkronos_Artifact_xpack,Kingslayer,,Kingslayer
records\xpack\item\artifacts\e_ga_lionheart.dbr,xtagArtifactDescription045,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,e_ga_lionheart_Artifact_xpack,Lionheart,,Lionheart
records\xpack\item\artifacts\n_ga_shadowveil.dbr,xtagArtifactDescription040,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,n_ga_shadowveil_Artifact_xpack,Shadow Veil,,Shadow_Veil
records\xpack\item\artifacts\n_ga_soulprism.dbr,xtagArtifactDescription038,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,n_ga_soulprism_Artifact_xpack,Soul Prism,,Soul_Prism
records\xpack\item\artifacts\e_ga_sphereofeternity.dbr,xtagArtifactDescription047,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,e_ga_sphereofeternity_Artifact_xpack,Sphere of Eternity,,Sphere_of_Eternity
records\xpack\item\artifacts\l_ga_totemofthepolymath.dbr,xtagArtifactDescription057,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,l_ga_totemofthepolymath_Artifact_xpack,Symbol of the Polymath,,Symbol_of_the_Polymath
records\xpack\item\artifacts\l_ga_tyrantsfist.dbr,xtagArtifactDescription054,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,l_ga_tyrantsfist_Artifact_xpack,Tyrant's Fist,,Tyrants_Fist
records\xpack2\item\artifacts\e_ga_gjallarhorn.dbr,x2tagArtifactDescription004,True,True,False,see corresponding formula,Artifact,ItemArtifact,xpack2,e_ga_gjallarhorn_Artifact_xpack2,Gjallarhorn,,Gjallarhorn
records\xpack2\item\artifacts\l_ga_gambanteinn.dbr,x2tagArtifactDescription003,True,True,False,see corresponding formula,Artifact,ItemArtifact,xpack2,l_ga_gambanteinn_Artifact_xpack2,Gambanteinn,,Gambanteinn
records\xpack2\item\artifacts\n_ga_dvalinsimulacrum.dbr,x2tagArtifactDescription005,True,True,False,see corresponding formula,Artifact,ItemArtifact,xpack2,n_ga_dvalinsimulacrum_Artifact_xpack2,Dvalinn's Simulacrum,,Dvalinns_Simulacrum
records\xpack\item\artifacts\e_da_bloodofares.dbr,xtagArtifactDescription063,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,e_da_bloodofares_Artifact_xpack,Blood of Ares,,Blood_of_Ares
records\xpack\item\artifacts\e_da_crescentmoonofartemis.dbr,xtagArtifactDescription059,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,e_da_crescentmoonofartemis_Artifact_xpack,Crescent Moon of Artemis,,Crescent_Moon_of_Artemis
records\xpack\item\artifacts\e_da_crosierofosiris.dbr,xtagArtifactDescription064,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,e_da_crosierofosiris_Artifact_xpack,Crosier of Osiris,,Crosier_of_Osiris
records\xpack\item\artifacts\e_da_demetersbounty.dbr,xtagArtifactDescription061,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,e_da_demetersbounty_Artifact_xpack,Demeter's Bounty,,Demeters_Bounty
records\xpack\item\artifacts\l_da_eyeofra.dbr,xtagArtifactDescription071,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,l_da_eyeofra_Artifact_xpack,Eye of Ra,,Eye_of_Ra
records\xpack\item\artifacts\l_da_goldeneyeofsunwukong.dbr,xtagArtifactDescription066,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,l_da_goldeneyeofsunwukong_Artifact_xpack,Golden Eye of Sun Wukong,,Golden_Eye_of_Sun_Wukong
records\xpack\item\artifacts\l_da_ikonofzeus.dbr,xtagArtifactDescription073,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,l_da_ikonofzeus_Artifact_xpack,Ikon of Zeus,,Ikon_of_Zeus
records\xpack\item\artifacts\e_da_knotofisis.dbr,xtagArtifactDescription065,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,e_da_knotofisis_Artifact_xpack,Knot of Isis,,Knot_of_Isis
records\xpack\item\artifacts\l_da_lyreofapollo.dbr,xtagArtifactDescription074,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,l_da_lyreofapollo_Artifact_xpack,Lyre of Apollo,,Lyre_of_Apollo
records\xpack\item\artifacts\l_da_mardukstabletofdestiny.dbr,xtagArtifactDescription070,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,l_da_mardukstabletofdestiny_Artifact_xpack,Marduk's Tablet of Destiny,,Marduks_Tablet_of_Destiny
records\xpack\item\artifacts\e_da_mightofhephaestus.dbr,xtagArtifactDescription062,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,e_da_mightofhephaestus_Artifact_xpack,Might of Hephaestus,,Might_of_Hephaestus
records\xpack\item\artifacts\l_da_morpheusdreamweb.dbr,xtagArtifactDescription068,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,l_da_morpheusdreamweb_Artifact_xpack,Morpheus' Dreamweb,,Morpheus_Dreamweb
records\xpack\item\artifacts\e_da_poseidonsnet.dbr,xtagArtifactDescription060,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,e_da_poseidonsnet_Artifact_xpack,Poseidon's Net,,Poseidons_Net
records\xpack\item\artifacts\l_da_totemofbast.dbr,xtagArtifactDescription069,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,l_da_totemofbast_Artifact_xpack,Sigil of Bast,,Sigil_of_Bast
records\xpack\item\artifacts\l_da_starofishtar.dbr,xtagArtifactDescription075,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,l_da_starofishtar_Artifact_xpack,Star of Ishtar,,Star_of_Ishtar
records\xpack\item\artifacts\l_da_talismanofthejadeemperor.dbr,xtagArtifactDescription067,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,l_da_talismanofthejadeemperor_Artifact_xpack,Talisman of the Jade Emperor,,Talisman_of_the_Jade_Emperor
records\xpack\item\artifacts\l_da_thothsglory.dbr,xtagArtifactDescription072,True,False,False,see corresponding formula,Artifact,ItemArtifact,xpack,l_da_thothsglory_Artifact_xpack,Thoth's Glory,,Thoths_Glory
records\xpack2\item\artifacts\e_da_wheeloftaranis.dbr,x2tagArtifactDescription002,True,True,False,see corresponding formula,Artifact,ItemArtifact,xpack2,e_da_wheeloftaranis_Artifact_xpack2,Wheel of Taranis,,Wheel_of_Taranis
records\xpack2\item\artifacts\l_da_applesofidun.dbr,x2tagArtifactDescription001,True,True,False,see corresponding formula,Artifact,ItemArtifact,xpack2,l_da_applesofidun_Artifact_xpack2,Apples of Idun,,Apples_of_Idun
records\xpack\item\parchments\parchment04.dbr,xtagParchmentTitle04,True,False,False,"Machae heroes (non-quest), @act04$",Parchment,ItemEquipment,xpack,parchment04_Parchment_xpack,An Entreaty,,An_Entreaty
records\xpack\item\parchments\parchment13.dbr,xtagParchmentTitle13,True,False,False,"Maenad heroes, @act01$",Parchment,ItemEquipment,xpack,parchment13_Parchment_xpack,Diary of a Teenage Maenad,,Diary_of_a_Teenage_Maenad
records\xpack\item\parchments\parchment05.dbr,xtagParchmentTitle05,True,False,False,"Keres heroes, @act04$",Parchment,ItemEquipment,xpack,parchment05_Parchment_xpack,Form W-900,,Form_W_900
records\xpack\item\parchments\parchment03.dbr,xtagParchmentTitle03,True,False,False,"Troglodyte heroes other than Orok, @act04$",Parchment,ItemEquipment,xpack,parchment03_Parchment_xpack,Gronk's Apology,,Gronks_Apology
records\xpack\item\parchments\parchment02.dbr,xtagParchmentTitle02,True,False,False,"Formicid heroes, @act04$",Parchment,ItemEquipment,xpack,parchment02_Parchment_xpack,Kar'tak's Journal,,Kartaks_Journal
records\xpack\item\parchments\parchment08.dbr,xtagParchmentTitle08,True,False,False,"Lamia heroes, @act04$",Parchment,ItemEquipment,xpack,parchment08_Parchment_xpack,Lamia Grocery List,,Lamia_Grocery_List
records\xpack\item\parchments\parchment01.dbr,xtagParchmentTitle01,True,False,False,"Beastman Archer #783, Satyr Hero, Satyrcamps, @act01$",Parchment,ItemEquipment,xpack,parchment01_Parchment_xpack,Letter from Beastman Archer #783,,Letter_from_Beastman_Archer_#783
records\xpack\item\parchments\parchment11.dbr,xtagParchmentTitle11,True,False,False,"Skeleton heroes, @act04$",Parchment,ItemEquipment,xpack,parchment11_Parchment_xpack,Letter From Troy,,Letter_From_Troy
records\xpack\item\parchments\parchment07.dbr,xtagParchmentTitle07,True,False,False,"Ascacophus heroes, @act04$",Parchment,ItemEquipment,xpack,parchment07_Parchment_xpack,Letter to Cleo,,Letter_to_Cleo
records\xpack\item\parchments\parchment16.dbr,xtagParchmentTitle16,True,False,False,"Hanif the cruel, mummy hero, @act02$",Parchment,ItemEquipment,xpack,parchment16_Parchment_xpack,Letter to Mummy,,Letter_to_Mummy
records\xpack\item\parchments\parchment17.dbr,xtagParchmentTitle17,True,False,False,"Minkah, melee nightstalker hero, @act04$",Parchment,ItemEquipment,xpack,parchment17_Parchment_xpack,Ode to the Night,,Ode_to_the_Night
records\xpack\item\parchments\parchment12.dbr,xtagParchmentTitle12,True,False,False,"Karkinos heroes other than Pubos, @act04$",Parchment,ItemEquipment,xpack,parchment12_Parchment_xpack,Recipe for Karkinos Bisque,,Recipe_for_Karkinos_Bisque
records\xpack\item\parchments\parchment14.dbr,xtagParchmentTitle14,True,False,False,"Melinoe heroes (non-quest), @act04$",Parchment,ItemEquipment,xpack,parchment14_Parchment_xpack,Report from the Front,,Report_from_the_Front
records\xpack\item\parchments\parchment15.dbr,xtagParchmentTitle15,True,False,False,"Yeti champion, ice caverns and Silkroad, @act03$",Parchment,ItemEquipment,xpack,parchment15_Parchment_xpack,The Amazing Artius,,The_Amazing_Artius
records\xpack\item\parchments\parchment06.dbr,xtagParchmentTitle06,True,False,False,"Anouran heroes, @act04$",Parchment,ItemEquipment,xpack,parchment06_Parchment_xpack,The Diary of Sorius,,The_Diary_of_Sorius
records\xpack\item\parchments\parchment09.dbr,xtagParchmentTitle09,True,False,False,"Lostsoul heroes (non-quest), @act04$",Parchment,ItemEquipment,xpack,parchment09_Parchment_xpack,Welcome to Undeath!,,Welcome_to_Undeath!
records\xpack2\item\miscellaneous\parchments\parchment_x2a.dbr,x2tagParchmentTitle01,True,True,False,,Parchment,ItemEquipment,Extra,parchment_x2a_Parchment_Extra,parchment_x2a_Parchment_Extra,,parchment_x2a_Parchment_Extra
records\xpack2\item\miscellaneous\parchments\parchment_x2b.dbr,x2tagParchmentTitle02,True,True,False,Secret quest,Parchment,ItemEquipment,Extra,parchment_x2b_Parchment_Extra,parchment_x2b_Parchment_Extra,,parchment_x2b_Parchment_Extra
records\xpack2\item\miscellaneous\parchments\parchment_x2c.dbr,x2tagParchmentTitle03,True,True,False,Secret quest,Parchment,ItemEquipment,Extra,parchment_x2c_Parchment_Extra,parchment_x2c_Parchment_Extra,,parchment_x2c_Parchment_Extra
records\item\equipmentarmband\usm_e_adept'sregalia.dbr,tagUArmor062,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armbands,ArmorProtective_Forearm,Original,usm_e_adeptsregalia_Armbands_Original,Adept's Clasp,,Adepts_Clasp
records\item\equipmentarmor\usm_e_adept'sregalia.dbr,tagUArmor394,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armor,ArmorProtective_UpperBody,Original,usm_e_adeptsregalia_Armor_Original,Adept's Mantle,,Adepts_Mantle
records\item\equipmentgreaves\usm_e_adept'sregalia.dbr,tagUArmor182,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Greaves,ArmorProtective_LowerBody,Original,usm_e_adeptsregalia_Greaves_Original,Adept's Leggings,,Adepts_Leggings
records\item\equipmenthelm\usm_e_adept'sregalia.dbr,tagUArmor246,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Helm,ArmorProtective_Head,Original,usm_e_adeptsregalia_Helm_Original,Adept's Diadem,,Adepts_Diadem
records\item\equipmentarmband\us_e_armoroftheimmortalguard.dbr,tagUArmor123,False,False,False,"@level05$: @act01$, @level06$: @act01$",Armbands,ArmorProtective_Forearm,Original,us_e_armoroftheimmortalguard_Armbands_Original,Apple Bearer's Bracer,,Apple_Bearers_Bracer
records\item\equipmentarmor\us_e_armoroftheimmortalguard.dbr,tagUArmor378,False,False,False,"@level05$: @act01$, @level06$: @act01$",Armor,ArmorProtective_UpperBody,Original,us_e_armoroftheimmortalguard_Armor_Original,Apple Bearer's Mail,,Apple_Bearers_Mail
records\item\equipmentgreaves\us_e_armoroftheimmortalguard.dbr,tagUArmor165,False,False,False,"@level05$: @act01$, @level06$: @act01$",Greaves,ArmorProtective_LowerBody,Original,us_e_armoroftheimmortalguard_Greaves_Original,Apple Bearer's Greaves,,Apple_Bearers_Greaves
records\item\equipmenthelm\us_e_armoroftheimmortalguard.dbr,tagUArmor230,False,False,False,"@level05$: @act01$, @level06$: @act01$",Helm,ArmorProtective_Head,Original,us_e_armoroftheimmortalguard_Helm_Original,Apple Bearer's Cap,,Apple_Bearers_Cap
records\item\equipmentweapon\spear\us_e_armoroftheimmortalguard.dbr,tagUWeapon237,False,False,False,"@level05$: @act01$, @level06$: @act01$",Spear,WeaponHunting_Spear,Original,us_e_armoroftheimmortalguard_Spear_Original,Apple Bearer's Spear,,Apple_Bearers_Spear
records\item\equipmentarmband\us_e_armoroftroy.dbr,tagUArmor110,False,False,False,"@level05$: @act01$, @level06$: @act01$",Armbands,ArmorProtective_Forearm,Original,us_e_armoroftroy_Armbands_Original,Bracers of Troy,,Bracers_of_Troy
records\item\equipmentarmor\us_e_armoroftroy.dbr,tagUArmor365,False,False,False,"@level05$: @act01$, @level06$: @act01$",Armor,ArmorProtective_UpperBody,Original,us_e_armoroftroy_Armor_Original,Trojan Cuirass,,Trojan_Cuirass
records\item\equipmentgreaves\us_e_armoroftroy.dbr,tagUArmor153,False,False,False,"@level05$: @act01$, @level06$: @act01$",Greaves,ArmorProtective_LowerBody,Original,us_e_armoroftroy_Greaves_Original,Greaves of Troy,,Greaves_of_Troy
records\item\equipmenthelm\us_e_armoroftroy.dbr,tagUArmor218,False,False,False,"@level05$: @act01$, @level06$: @act01$",Helm,ArmorProtective_Head,Original,us_e_armoroftroy_Helm_Original,Trojan Helm,,Trojan_Helm
records\item\equipmentarmband\us_e_aspectofthewild.dbr,tagUArmor111,False,False,False,"@level05$: @act03$, @act04$, @level06$: @act03$, @act04$",Armbands,ArmorProtective_Forearm,Original,us_e_aspectofthewild_Armbands_Original,Strength of the Wild,,Strength_of_the_Wild
records\item\equipmentarmor\us_e_aspectofthewild.dbr,tagUArmor366,False,False,False,"@level05$: @act03$, @act04$, @level06$: @act03$, @act04$",Armor,ArmorProtective_UpperBody,Original,us_e_aspectofthewild_Armor_Original,Resilience of the Wild,,Resilience_of_the_Wild
records\item\equipmentgreaves\us_e_aspectofthewild.dbr,tagUArmor154,False,False,False,"@level05$: @act03$, @act04$, @level06$: @act03$, @act04$",Greaves,ArmorProtective_LowerBody,Original,us_e_aspectofthewild_Greaves_Original,Speed of the Wild,,Speed_of_the_Wild
records\item\equipmenthelm\us_e_aspectofthewild.dbr,tagUArmor219,False,False,False,"@level05$: @act03$, @act04$, @level06$: @act03$, @act04$",Helm,ArmorProtective_Head,Original,us_e_aspectofthewild_Helm_Original,Call of the Wild,,Call_of_the_Wild
records\item\equipmentarmor\us_n_babylonianraiment.dbr,tagUArmor385,False,False,False,"@level04$: @act02$, @act03$",Armor,ArmorProtective_UpperBody,Original,us_n_babylonianraiment_Armor_Original,Babylonian Armor,,Babylonian_Armor
records\item\equipmentgreaves\us_n_babylonianraiment.dbr,tagUArmor172,False,False,False,"@level04$: @act02$, @act03$",Greaves,ArmorProtective_LowerBody,Original,us_n_babylonianraiment_Greaves_Original,Babylonian Greaves,,Babylonian_Greaves
records\item\equipmenthelm\us_n_babylonianraiment.dbr,tagUArmor237,False,False,False,"@level04$: @act02$, @act03$",Helm,ArmorProtective_Head,Original,us_n_babylonianraiment_Helm_Original,Babylonian Helm,,Babylonian_Helm
records\item\equipmentshield\us_n_babylonianraiment.dbr,tagUWeapon067,False,False,False,"@level04$: @act02$, @act03$",Shield,WeaponArmor_Shield,Original,us_n_babylonianraiment_Shield_Original,Babylonian Shield,,Babylonian_Shield
records\item\equipmentweapon\spear\us_n_babylonianraiment.dbr,tagUWeapon238,False,False,False,"@level04$: @act02$, @act03$",Spear,WeaponHunting_Spear,Original,us_n_babylonianraiment_Spear_Original,Babylonian Spear,,Babylonian_Spear
records\item\equipmentarmband\us_e_firewalker'ssuit.dbr,tagUArmor114,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Armbands,ArmorProtective_Forearm,Original,us_e_firewalkerssuit_Armbands_Original,Bracers of the Firewalker,,Bracers_of_the_Firewalker
records\item\equipmentarmor\us_e_firewalker'ssuit.dbr,tagUArmor369,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Armor,ArmorProtective_UpperBody,Original,us_e_firewalkerssuit_Armor_Original,Breastplate of the Firewalker,,Breastplate_of_the_Firewalker
records\item\equipmentgreaves\us_e_firewalker'ssuit.dbr,tagUArmor157,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Greaves,ArmorProtective_LowerBody,Original,us_e_firewalkerssuit_Greaves_Original,Greaves of the Firewalker,,Greaves_of_the_Firewalker
records\item\equipmenthelm\us_e_firewalker'ssuit.dbr,tagUArmor222,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Helm,ArmorProtective_Head,Original,us_e_firewalkerssuit_Helm_Original,Helm of the Firewalker,,Helm_of_the_Firewalker
records\item\equipmentarmband\us_n_gebeltjauti.dbr,tagUArmor404,False,False,False,@level04$: @act02$,Armbands,ArmorProtective_Forearm,Original,us_n_gebeltjauti_Armbands_Original,Chaosbane,,Chaosbane
records\item\equipmentarmor\us_n_gebeltjauti.dbr,tagUArmor403,False,False,False,@level04$: @act02$,Armor,ArmorProtective_UpperBody,Original,us_n_gebeltjauti_Armor_Original,Garb of the Scorpion King,,Garb_of_the_Scorpion_King
records\item\equipmentgreaves\us_n_gebeltjauti.dbr,tagUArmor405,False,False,False,@level04$: @act02$,Greaves,ArmorProtective_LowerBody,Original,us_n_gebeltjauti_Greaves_Original,Silent Runners,,Silent_Runners
records\item\equipmenthelm\us_n_gebeltjauti.dbr,tagUArmor406,False,False,False,@level04$: @act02$,Helm,ArmorProtective_Head,Original,us_n_gebeltjauti_Helm_Original,Shroud of the Night,,Shroud_of_the_Night
records\item\equipmentarmband\usm_e_habilimentsofthedruid.dbr,tagUArmor063,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Armbands,ArmorProtective_Forearm,Original,usm_e_habilimentsofthedruid_Armbands_Original,Druid's Bracelet,,Druids_Bracelet
records\item\equipmentarmor\usm_e_habilimentsofthedruid.dbr,tagUArmor395,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Armor,ArmorProtective_UpperBody,Original,usm_e_habilimentsofthedruid_Armor_Original,Druid's Vestment,,Druids_Vestment
records\item\equipmenthelm\usm_e_habilimentsofthedruid.dbr,tagUArmor247,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Helm,ArmorProtective_Head,Original,usm_e_habilimentsofthedruid_Helm_Original,Druid's Wreath,,Druids_Wreath
records\item\equipmentweapon\staff\us_e_habilimentsofthedruid.dbr,tagUWeapon280,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Staff,WeaponMagical_Staff,Original,us_e_habilimentsofthedruid_Staff_Original,Druid's Staff,,Druids_Staff
records\item\equipmentarmband\us_e_hunter'sarmor.dbr,tagUArmor115,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armbands,ArmorProtective_Forearm,Original,us_e_huntersarmor_Armbands_Original,Hunter's Armguard,,Hunters_Armguard
records\item\equipmentarmor\us_e_hunter'sarmor.dbr,tagUArmor370,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armor,ArmorProtective_UpperBody,Original,us_e_huntersarmor_Armor_Original,Hunter's Armor,,Hunters_Armor
records\item\equipmentgreaves\us_e_hunter'sarmor.dbr,tagUArmor158,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Greaves,ArmorProtective_LowerBody,Original,us_e_huntersarmor_Greaves_Original,Hunter's Greaves,,Hunters_Greaves
records\item\equipmenthelm\us_e_hunter'sarmor.dbr,tagUArmor223,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Helm,ArmorProtective_Head,Original,us_e_huntersarmor_Helm_Original,Hunter's Helm,,Hunters_Helm
records\item\equipmentarmband\us_n_imperialraiment.dbr,tagUArmor131,False,False,False,@level04$: @act03$,Armbands,ArmorProtective_Forearm,Original,us_n_imperialraiment_Armbands_Original,Imperial Bracers,,Imperial_Bracers
records\item\equipmentarmor\us_n_imperialraiment.dbr,tagUArmor386,False,False,False,@level04$: @act03$,Armor,ArmorProtective_UpperBody,Original,us_n_imperialraiment_Armor_Original,Imperial Armor,,Imperial_Armor
records\item\equipmentgreaves\us_n_imperialraiment.dbr,tagUArmor173,False,False,False,@level04$: @act03$,Greaves,ArmorProtective_LowerBody,Original,us_n_imperialraiment_Greaves_Original,Imperial Greaves,,Imperial_Greaves
records\item\equipmenthelm\us_n_imperialraiment.dbr,tagUArmor238,False,False,False,@level04$: @act03$,Helm,ArmorProtective_Head,Original,us_n_imperialraiment_Helm_Original,Imperial Helm,,Imperial_Helm
records\item\equipmentweapon\sword\us_n_imperialraiment01.dbr,tagUWeapon323,False,False,False,@level04$: @act03$,Sword,WeaponMelee_Sword,Original,us_n_imperialraiment01_Sword_Original,Yin,,Yin
records\item\equipmentweapon\sword\us_n_imperialraiment02.dbr,tagUWeapon324,False,False,False,@level04$: @act03$,Sword,WeaponMelee_Sword,Original,us_n_imperialraiment02_Sword_Original,Yang,,Yang
records\item\equipmentarmband\us_n_labyrinthinearmor.dbr,tagUArmor130,False,False,False,@level04$: @act01$,Armbands,ArmorProtective_Forearm,Original,us_n_labyrinthinearmor_Armbands_Original,Labyrinthine Bracers,,Labyrinthine_Bracers
records\item\equipmentarmor\us_n_labyrinthinearmor.dbr,tagUArmor387,False,False,False,@level04$: @act01$,Armor,ArmorProtective_UpperBody,Original,us_n_labyrinthinearmor_Armor_Original,Labyrinthine Cuirass,,Labyrinthine_Cuirass
records\item\equipmentgreaves\us_n_labyrinthinearmor.dbr,tagUArmor174,False,False,False,@level04$: @act01$,Greaves,ArmorProtective_LowerBody,Original,us_n_labyrinthinearmor_Greaves_Original,Labyrinthine Greaves,,Labyrinthine_Greaves
records\item\equipmenthelm\us_n_labyrinthinearmor.dbr,tagUArmor239,False,False,False,@level04$: @act01$,Helm,ArmorProtective_Head,Original,us_n_labyrinthinearmor_Helm_Original,Labyrinthine Helmet,,Labyrinthine_Helmet
records\item\equipmentshield\us_n_labyrinthinearmor.dbr,tagUWeapon068,False,False,False,@level04$: @act01$,Shield,WeaponArmor_Shield,Original,us_n_labyrinthinearmor_Shield_Original,Labyrinthine Shield,,Labyrinthine_Shield
records\item\equipmentarmband\us_n_lazarusarmor.dbr,tagUArmor132,False,False,False,"@level04$: @act03$, @act04$",Armbands,ArmorProtective_Forearm,Original,us_n_lazarusarmor_Armbands_Original,Lazarus Bracers,,Lazarus_Bracers
records\item\equipmentarmor\us_n_lazarusarmor.dbr,tagUArmor388,False,False,False,"@level04$: @act03$, @act04$",Armor,ArmorProtective_UpperBody,Original,us_n_lazarusarmor_Armor_Original,Lazarus Platemail,,Lazarus_Platemail
records\item\equipmentgreaves\us_n_lazarusarmor.dbr,tagUArmor175,False,False,False,"@level04$: @act03$, @act04$",Greaves,ArmorProtective_LowerBody,Original,us_n_lazarusarmor_Greaves_Original,Lazarus Plate Greaves,,Lazarus_Plate_Greaves
records\item\equipmenthelm\us_n_lazarusarmor.dbr,tagUArmor240,False,False,False,"@level04$: @act03$, @act04$",Helm,ArmorProtective_Head,Original,us_n_lazarusarmor_Helm_Original,Lazarus Helm,,Lazarus_Helm
records\item\equipmentarmband\us_e_legendoffuxi.dbr,tagUArmor133,False,False,False,"@level05$: @act03$, @level06$: @act03$",Armbands,ArmorProtective_Forearm,Original,us_e_legendoffuxi_Armbands_Original,Fu Xi's Shackle,,Fu_Xis_Shackle
records\item\equipmentarmor\us_e_legendoffuxi.dbr,tagUArmor389,False,False,False,"@level05$: @act03$, @level06$: @act03$",Armor,ArmorProtective_UpperBody,Original,us_e_legendoffuxi_Armor_Original,Fu Xi's Armored Chest,,Fu_Xis_Armored_Chest
records\item\equipmentgreaves\us_e_legendoffuxi.dbr,tagUArmor176,False,False,False,"@level05$: @act03$, @level06$: @act03$",Greaves,ArmorProtective_LowerBody,Original,us_e_legendoffuxi_Greaves_Original,Fu Xi's Bindings,,Fu_Xis_Bindings
records\item\equipmenthelm\us_e_legendoffuxi.dbr,tagUArmor241,False,False,False,"@level05$: @act03$, @level06$: @act03$",Helm,ArmorProtective_Head,Original,us_e_legendoffuxi_Helm_Original,Fu Xi's Skullplate,,Fu_Xis_Skullplate
records\item\equipmentweapon\sword\us_e_legendoffuxi.dbr,tagUWeapon325,False,False,False,"@level05$: @act03$, @level06$: @act03$",Sword,WeaponMelee_Sword,Original,us_e_legendoffuxi_Sword_Original,Fu Xi's Tail,,Fu_Xis_Tail
records\item\equipmentarmor\us_e_memnon'sraiment.dbr,tagUArmor371,False,False,False,"@level05$: @act01$, @level06$: @act01$",Armor,ArmorProtective_UpperBody,Original,us_e_memnonsraiment_Armor_Original,Memnon's Aegis,,Memnons_Aegis
