Name,Classification,Item Level,Type,Set Name,From,"Item
DB Record",record,dbr,pack,id
Marbod's Mask,Epic,38.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_n_02.dbr,records\xpack2\item\equipmentarmor\helm\u_n_02.dbr,u_n_02.dbr,xpack2,Marbods_Mask_0
Revenant Greaves,MonsterInfrequent Normal,17.0,ArmorProtective_LowerBody,,TQ,mi_n_goldenskeleton.dbr,records\item\equipmentgreaves\mi_n_goldenskeleton.dbr,mi_n_goldenskeleton.dbr,Original,Revenant_Greaves_2
The Owl,Epic,37.0,WeaponMelee_Axe,,TQ Ragnarok,xpack2/u_n_03.dbr,records\xpack2\item\equipmentweapons\axe\u_n_03.dbr,u_n_03.dbr,xpack2,The_Owl_0
Hector's Shimmering Shield,Legendary,59.0,WeaponArmor_Shield,Hector's Bronze Armor,TQ,u_l_hectorsshimmeringshield.dbr,records\item\equipmentshield\u_l_hectorsshimmeringshield.dbr,u_l_hectorsshimmeringshield.dbr,Original,Hectors_Shimmering_Shield_0
Ch'kra's Vestment,MonsterInfrequent Legendary,68.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_l_formicidmage02.dbr,records\xpack\item\equipmentarmor\torso\mi_l_formicidmage02.dbr,mi_l_formicidmage02.dbr,xpack,Chkras_Vestment_2
Shifting Beads,Epic,36.0,ArmorJewelry_Amulet,,TQ,u_e_shiftingbeads.dbr,records\item\equipmentamulet\u_e_shiftingbeads.dbr,u_e_shiftingbeads.dbr,Original,Shifting_Beads_0
Drakaina,Legendary,75.0,WeaponMelee_Sword,,TQ Immortal Throne,xpack/u_l_001.dbr,records\xpack\item\equipmentweapons\sword\u_l_001.dbr,u_l_001.dbr,xpack,Drakaina_0
Sentinel's Helm,MonsterInfrequent Normal,12.0,ArmorProtective_Head,,TQ,mi_n_gorgonmelee.dbr,records\item\equipmenthelm\mi_n_gorgonmelee.dbr,mi_n_gorgonmelee.dbr,Original,Sentinels_Helm_1
Maiden's Kiss,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_la_maidenskiss.dbr,records\xpack\item\artifacts\l_la_maidenskiss.dbr,l_la_maidenskiss.dbr,xpack,Maidens_Kiss_0
Abyssal Shield,Legendary,59.0,WeaponArmor_Shield,Abyssal Armor,TQ,us_l_abyssalarmor.dbr,records\item\equipmentshield\us_l_abyssalarmor.dbr,us_l_abyssalarmor.dbr,Original,Abyssal_Shield_0
Bonebreaker Greaves,MonsterInfrequent Legendary,76.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_troll.dbr,records\xpack2\item\equipmentarmor\greaves\mi_l_troll.dbr,mi_l_troll.dbr,xpack2,Bonebreaker_Greaves_0
Shroud of Eternal Night,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_shroudofeternalnight.dbr,records\xpack\item\artifacts\n_la_shroudofeternalnight.dbr,n_la_shroudofeternalnight.dbr,xpack,Shroud_of_Eternal_Night_0
Will of Horus,Epic,16.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_n_04.dbr,records\xpack2\item\equipmentweapons\1hranged\u_n_04.dbr,u_n_04.dbr,xpack2,Will_of_Horus_0
Legendary Eitr,Common,,ItemCharm,,TQ Ragnarok,xpack2/03_act5_eitr.dbr,records\xpack2\item\charms\03_act5_eitr.dbr,03_act5_eitr.dbr,xpack2,Legendary_Eitr_0
Babeizi Gi,Legendary,65.0,ArmorProtective_UpperBody,,TQ,u_l_babeizigi.dbr,records\item\equipmentarmor\u_l_babeizigi.dbr,u_l_babeizigi.dbr,Original,Babeizi_Gi_0
Essence of Styx,Legendary,64.0,ArmorJewelry_Amulet,,TQ,u_l_essenceofstyx.dbr,records\item\equipmentamulet\u_l_essenceofstyx.dbr,u_l_essenceofstyx.dbr,Original,Essence_of_Styx_0
Shadowrath,Epic,33.0,WeaponHunting_Bow,,TQ Immortal Throne,xpack/u_n_003.dbr,records\xpack\item\equipmentweapons\bow\u_n_003.dbr,u_n_003.dbr,xpack,Shadowrath_0
Storm Strike,Epic,12.0,WeaponHunting_Bow,,TQ,u_n_stormstrike.dbr,records\item\equipmentweapon\bow\u_n_stormstrike.dbr,u_n_stormstrike.dbr,Original,Storm_Strike_0
Icescale Armor,MonsterInfrequent Legendary,77.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_l_fjordmelee.dbr,records\xpack2\item\equipmentarmor\torso\mi_l_fjordmelee.dbr,mi_l_fjordmelee.dbr,xpack2,Icescale_Armor_1
Thump,Epic,39.0,WeaponMelee_Mace,,TQ,u_e_thump.dbr,records\item\equipmentweapon\club\u_e_thump.dbr,u_e_thump.dbr,Original,Thump_0
Legendary Primal Magma,Common,,ItemCharm,,TQ Ragnarok,xpack2/03_act5_primalmagma.dbr,records\xpack2\item\charms\03_act5_primalmagma.dbr,03_act5_primalmagma.dbr,xpack2,Legendary_Primal_Magma_0
Meriones' Bow,Epic,49.0,WeaponHunting_Bow,,TQ,u_e_meriones'bow.dbr,records\item\equipmentweapon\bow\u_e_meriones'bow.dbr,u_e_meriones'bow.dbr,Original,Meriones_Bow_0
Plissken,Legendary,59.0,WeaponMelee_Sword,,TQ Immortal Throne,xpack/u_e_001.dbr,records\xpack\item\equipmentweapons\sword\u_e_001.dbr,u_e_001.dbr,xpack,Plissken_0
Boar Hunter's Shield,Epic,8.0,WeaponArmor_Shield,,TQ,u_n_boarhunter'sshield.dbr,records\item\equipmentshield\u_n_boarhunter'sshield.dbr,u_n_boarhunter'sshield.dbr,Original,Boar_Hunters_Shield_0
Babylonian Armor,Epic,24.0,ArmorProtective_UpperBody,Babylonian Raiment,TQ,us_n_babylonianraiment.dbr,records\item\equipmentarmor\us_n_babylonianraiment.dbr,us_n_babylonianraiment.dbr,Original,Babylonian_Armor_0
Porphyrion's Helm,MonsterInfrequent Legendary,71.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_l_gigantesmelee01.dbr,records\xpack\item\equipmentarmor\helm\mi_l_gigantesmelee01.dbr,mi_l_gigantesmelee01.dbr,xpack,Porphyrions_Helm_2
Bear Rider's Garb,MonsterInfrequent Normal,37.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_yerren.dbr,records\xpack2\item\equipmentarmor\torso\mi_n_yerren.dbr,mi_n_yerren.dbr,xpack2,Bear_Riders_Garb_1
Incarnation of Archimedes' Mirror,Common,,ItemRelic,,TQ,03_act1_archimedesmirror.dbr,records\item\relics\03_act1_archimedesmirror.dbr,03_act1_archimedesmirror.dbr,Original,Incarnation_of_Archimedes_Mirror_0
Arcane Formula ~ Poseidon's Net,Divine,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_da_poseidonsnet_formula.dbr,records\xpack\item\artifacts\arcaneformulae\e_da_poseidonsnet_formula.dbr,e_da_poseidonsnet_formula.dbr,xpack,Arcane_Formula_~_Poseidons_Net_0
Artemis' Silver Bow,Legendary,68.0,WeaponHunting_Bow,,TQ,u_l_artemis'silverbow.dbr,records\item\equipmentweapon\bow\u_l_artemis'silverbow.dbr,u_l_artemis'silverbow.dbr,Original,Artemis_Silver_Bow_0
Anendjib's Spear,Epic,45.0,WeaponHunting_Spear,,TQ,u_e_anendjib'sspear.dbr,records\item\equipmentweapon\spear\u_e_anendjib'sspear.dbr,u_e_anendjib'sspear.dbr,Original,Anendjibs_Spear_0
Bow of Artio,Epic,61.0,WeaponHunting_Bow,,TQ Ragnarok,xpack2/u_e_01.dbr,records\xpack2\item\equipmentweapons\bow\u_e_01.dbr,u_e_01.dbr,xpack2,Bow_of_Artio_0
Raiment of Logos,Legendary,55.0,ArmorProtective_UpperBody,,TQ,um_e_raimentoflogos.dbr,records\item\equipmentarmor\um_e_raimentoflogos.dbr,um_e_raimentoflogos.dbr,Original,Raiment_of_Logos_0
Embodiment of the Ankh of Isis,Common,,ItemRelic,,TQ,02_act2_ankhofisis.dbr,records\item\relics\02_act2_ankhofisis.dbr,02_act2_ankhofisis.dbr,Original,Embodiment_of_the_Ankh_of_Isis_0
The Rat's Pack,MonsterInfrequent Normal,24.0,ArmorProtective_UpperBody,,TQ,mi_n_ratmanchampion.dbr,records\item\equipmentarmor\mi_n_ratmanchampion.dbr,mi_n_ratmanchampion.dbr,Original,The_Rats_Pack_0
Wraps of the Chosen,MonsterInfrequent Legendary,76.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_nerthusshaman.dbr,records\xpack2\item\equipmentarmor\greaves\mi_l_nerthusshaman.dbr,mi_l_nerthusshaman.dbr,xpack2,Wraps_of_the_Chosen_0
Bone Crusher,Legendary,77.0,WeaponMelee_Mace,,TQ Ragnarok,xpack2/u_l_03.dbr,records\xpack2\item\equipmentweapons\club\u_l_03.dbr,u_l_03.dbr,xpack2,Bone_Crusher_0
Bandit's Hood,Epic,12.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/furhood.dbr,records\xpack2\item\equipmentarmor\helm\furhood.dbr,furhood.dbr,xpack2,Bandits_Hood_0
Havoc,Epic,28.0,WeaponMelee_Axe,,TQ,u_n_havoc.dbr,records\item\equipmentweapon\axe\u_n_havoc.dbr,u_n_havoc.dbr,Original,Havoc_0
Umbral Cuffs,Epic,47.0,ArmorProtective_Forearm,Umbral Raiment,TQ,usm_e_umbralraiment.dbr,records\item\equipmentarmband\usm_e_umbralraiment.dbr,usm_e_umbralraiment.dbr,Original,Umbral_Cuffs_0
Ochetos Staff,Epic,16.0,WeaponMagical_Staff,,TQ,u_n_ochetosstaff.dbr,records\item\equipmentweapon\staff\u_n_ochetosstaff.dbr,u_n_ochetosstaff.dbr,Original,Ochetos_Staff_0
Qa'a,Epic,45.0,WeaponMagical_Staff,,TQ,u_e_qa'a.dbr,records\item\equipmentweapon\staff\u_e_qa'a.dbr,u_e_qa'a.dbr,Original,Qaa_0
Embodiment of Guan-Yu's Grace,Common,,ItemRelic,,TQ,02_act3_guanyusgrace.dbr,records\item\relics\02_act3_guanyusgrace.dbr,02_act3_guanyusgrace.dbr,Original,Embodiment_of_Guan_Yus_Grace_0
The Bulwark,Epic,36.0,WeaponArmor_Shield,The Acropolis,TQ,us_e_theacropolis.dbr,records\item\equipmentshield\us_e_theacropolis.dbr,us_e_theacropolis.dbr,Original,The_Bulwark_0
Dvergr Runestones,MonsterInfrequent Epic,59.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_e_dvergr.dbr,records\xpack2\item\equipmentweapons\1hranged\mi_e_dvergr.dbr,mi_e_dvergr.dbr,xpack2,Dvergr_Runestones_2
Sword of the Zhou,Epic,49.0,WeaponMelee_Sword,,TQ,u_e_swordofthezhou.dbr,records\item\equipmentweapon\sword\u_e_swordofthezhou.dbr,u_e_swordofthezhou.dbr,Original,Sword_of_the_Zhou_0
Darkseer,Epic,33.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/um_n_003.dbr,records\xpack\item\equipmentarmor\torso\um_n_003.dbr,um_n_003.dbr,xpack,Darkseer_0
Touch of the Fool,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_touchofthefool.dbr,records\xpack\item\artifacts\n_la_touchofthefool.dbr,n_la_touchofthefool.dbr,xpack,Touch_of_the_Fool_0
Fu Xi's Bindings,Epic,49.0,ArmorProtective_LowerBody,Legend of Fu Xi,TQ,us_e_legendoffuxi.dbr,records\item\equipmentgreaves\us_e_legendoffuxi.dbr,us_e_legendoffuxi.dbr,Original,Fu_Xis_Bindings_0
Embodiment of the Cunning of Odysseus,Common,,ItemRelic,,TQ Immortal Throne,xpack/02_act4_cunningofoddyseus.dbr,records\xpack\item\relics\02_act4_cunningofoddyseus.dbr,02_act4_cunningofoddyseus.dbr,xpack,Embodiment_of_the_Cunning_of_Odysseus_0
The Rat's Hat,MonsterInfrequent Legendary,69.0,ArmorProtective_Head,,TQ,mi_l_ratmanchampion.dbr,records\item\equipmenthelm\mi_l_ratmanchampion.dbr,mi_l_ratmanchampion.dbr,Original,The_Rats_Hat_1
Stonebinder's Sash,MonsterInfrequent Legendary,61.0,ArmorProtective_UpperBody,,TQ,mi_l_gorgonarcher.dbr,records\item\equipmentarmor\mi_l_gorgonarcher.dbr,mi_l_gorgonarcher.dbr,Original,Stonebinders_Sash_1
Arcane Formula ~ Tome of Transfiguration,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_la_tomeoftransfiguration_formula.dbr,records\xpack\item\artifacts\arcaneformulae\e_la_tomeoftransfiguration_formula.dbr,e_la_tomeoftransfiguration_formula.dbr,xpack,Arcane_Formula_~_Tome_of_Transfiguration_0
Stheno's Wisdom,MonsterInfrequent Epic,46.0,ArmorProtective_Head,,TQ,mi_e_gorgon.dbr,records\item\equipmenthelm\mi_e_gorgon.dbr,mi_e_gorgon.dbr,Original,Sthenos_Wisdom_2
Guards of the Restless King,MonsterInfrequent Legendary,77.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_draugr.dbr,records\xpack2\item\equipmentarmor\greaves\mi_l_draugr.dbr,mi_l_draugr.dbr,xpack2,Guards_of_the_Restless_King_0
Razorback Harness,MonsterInfrequent Epic,49.0,ArmorProtective_UpperBody,,TQ,mi_e_dragonian.dbr,records\item\equipmentarmor\mi_e_dragonian.dbr,mi_e_dragonian.dbr,Original,Razorback_Harness_1
Charm of the Magi,MonsterInfrequent Normal,5.0,ArmorProtective_Forearm,,TQ,mi_n_satyrmage.dbr,records\item\equipmentarmband\mi_n_satyrmage.dbr,mi_n_satyrmage.dbr,Original,Charm_of_the_Magi_0
Arcane Formula ~ Demeter's Bounty,Divine,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_da_demetersbounty_formula.dbr,records\xpack\item\artifacts\arcaneformulae\e_da_demetersbounty_formula.dbr,e_da_demetersbounty_formula.dbr,xpack,Arcane_Formula_~_Demeters_Bounty_0
Hood of the Chosen,MonsterInfrequent Normal,35.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_n_nerthusshaman.dbr,records\xpack2\item\equipmentarmor\helm\mi_n_nerthusshaman.dbr,mi_n_nerthusshaman.dbr,xpack2,Hood_of_the_Chosen_1
Phonoi,MonsterInfrequent Normal,32.0,WeaponMelee_Axe,,TQ Immortal Throne,xpack/mi_n_machae.dbr,records\xpack\item\equipmentweapons\axe\mi_n_machae.dbr,mi_n_machae.dbr,xpack,Phonoi_0
Fury of the Three Amazons,Legendary,68.0,WeaponHunting_Spear,,TQ,u_l_furyofthethreeamazons.dbr,records\item\equipmentweapon\spear\u_l_furyofthethreeamazons.dbr,u_l_furyofthethreeamazons.dbr,Original,Fury_of_the_Three_Amazons_0
Zhanlu,Legendary,68.0,WeaponMelee_Sword,,TQ,u_l_zhanlu.dbr,records\item\equipmentweapon\sword\u_l_zhanlu.dbr,u_l_zhanlu.dbr,Original,Zhanlu_0
Wellspring,Epic,8.0,ArmorJewelry_Amulet,,TQ,u_n_wellspring.dbr,records\item\equipmentamulet\u_n_wellspring.dbr,u_n_wellspring.dbr,Original,Wellspring_0
Leafsong,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_leafsong.dbr,records\xpack\item\artifacts\n_la_leafsong.dbr,n_la_leafsong.dbr,xpack,Leafsong_0
Incarnation of Cernunnos' Majesty,Common,,ItemRelic,,TQ Ragnarok,xpack2/03_act5_cernunnosmajesty.dbr,records\xpack2\item\relics\03_act5_cernunnosmajesty.dbr,03_act5_cernunnosmajesty.dbr,xpack2,Incarnation_of_Cernunnos_Majesty_0
Arcane Formula ~ Pale Moon,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/n_la_palemoon_formula.dbr,records\xpack\item\artifacts\arcaneformulae\n_la_palemoon_formula.dbr,n_la_palemoon_formula.dbr,xpack,Arcane_Formula_~_Pale_Moon_0
Thracian Ring,Epic,37.0,ArmorJewelry_Ring,,TQ Ragnarok,xpack2/u_n_003.dbr,records\xpack2\item\equipmentarmor\ring\u_n_003.dbr,u_n_003.dbr,xpack2,Thracian_Ring_0
Blessing of the Gods,Legendary,50.0,ArmorJewelry_Amulet,,TQ,u_e_blessingofthegods.dbr,records\item\equipmentamulet\u_e_blessingofthegods.dbr,u_e_blessingofthegods.dbr,Original,Blessing_of_the_Gods_0
Peak of Leucutius,Epic,61.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_e_06.dbr,records\xpack2\item\equipmentarmor\helm\u_e_06.dbr,u_e_06.dbr,xpack2,Peak_of_Leucutius_0
Abyssal Bracers,Legendary,65.0,ArmorProtective_Forearm,Abyssal Armor,TQ,us_l_abyssalarmor.dbr,records\item\equipmentarmband\us_l_abyssalarmor.dbr,us_l_abyssalarmor.dbr,Original,Abyssal_Bracers_0
Icescale Bracers,MonsterInfrequent Legendary,77.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_l_fjordmelee.dbr,records\xpack2\item\equipmentarmor\armband\mi_l_fjordmelee.dbr,mi_l_fjordmelee.dbr,xpack2,Icescale_Bracers_2
Fleshreaver,Epic,42.0,WeaponMelee_Axe,,TQ,u_e_fleshreaver.dbr,records\item\equipmentweapon\axe\u_e_fleshreaver.dbr,u_e_fleshreaver.dbr,Original,Fleshreaver_0
Bear Rider's Bracers,MonsterInfrequent Legendary,78.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_l_yerren.dbr,records\xpack2\item\equipmentarmor\armband\mi_l_yerren.dbr,mi_l_yerren.dbr,xpack2,Bear_Riders_Bracers_2
Armor of Achilles,Legendary,68.0,ArmorProtective_UpperBody,Patroclus' Disguise,TQ,u_l_armorofachilles.dbr,records\item\equipmentarmor\u_l_armorofachilles.dbr,u_l_armorofachilles.dbr,Original,Armor_of_Achilles_0
Theogenes' Onslaught,Legendary,53.0,WeaponMelee_Axe,,TQ,u_e_theogenes'onslaught.dbr,records\item\equipmentweapon\axe\u_e_theogenes'onslaught.dbr,u_e_theogenes'onslaught.dbr,Original,Theogenes_Onslaught_0
Glorybringer,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_ga_doxakalo.dbr,records\xpack\item\artifacts\l_ga_doxakalo.dbr,l_ga_doxakalo.dbr,xpack,Glorybringer_0
Essence of Hermes' Sandal,Common,,ItemRelic,,TQ,01_act1_hermessandal.dbr,records\item\relics\01_act1_hermessandal.dbr,01_act1_hermessandal.dbr,Original,Essence_of_Hermes_Sandal_0
Nomad's Hunting Bow,Epic,20.0,WeaponHunting_Bow,,TQ,u_n_nomad'shuntingbow.dbr,records\item\equipmentweapon\bow\u_n_nomad'shuntingbow.dbr,u_n_nomad'shuntingbow.dbr,Original,Nomads_Hunting_Bow_0
Turtle Shell,Common,,ItemCharm,,TQ,01_act1_turtleshell.dbr,records\item\animalrelics\01_act1_turtleshell.dbr,01_act1_turtleshell.dbr,Original,Turtle_Shell_0
Prowler's Legguards,MonsterInfrequent Epic,52.0,ArmorProtective_LowerBody,,TQ,mi_e_tigermanmelee.dbr,records\item\equipmentgreaves\mi_e_tigermanmelee.dbr,mi_e_tigermanmelee.dbr,Original,Prowlers_Legguards_2
Bandari's Helm,MonsterInfrequent Legendary,71.0,ArmorProtective_Head,,TQ,mi_l_bandari.dbr,records\item\equipmenthelm\mi_l_bandari.dbr,mi_l_bandari.dbr,Original,Bandaris_Helm_1
Santa's Cane,Epic,50.0,WeaponMelee_Mace,Santa's Garb,TQ Immortal Throne,xpack/z_santa01.dbr,records\xpack\item\equipmentweapons\club\z_santa01.dbr,z_santa01.dbr,xpack,Santas_Cane_0
Trunks of Mogon,Legendary,63.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/u_e_01.dbr,records\xpack2\item\equipmentarmor\greaves\u_e_01.dbr,u_e_01.dbr,xpack2,Trunks_of_Mogon_0
Torc of Lochar Moss,Epic,37.0,ArmorJewelry_Amulet,,TQ Ragnarok,xpack2/u_n_003.dbr,records\xpack2\item\equipmentarmor\amulet\u_n_003.dbr,u_n_003.dbr,xpack2,Torc_of_Lochar_Moss_0
Inexorable Grip of Tartarus,Legendary,65.0,ArmorProtective_Forearm,Eternal Ward of Tartarus,TQ,us_l_eternalwardoftartarus.dbr,records\item\equipmentarmband\us_l_eternalwardoftartarus.dbr,us_l_eternalwardoftartarus.dbr,Original,Inexorable_Grip_of_Tartarus_0
Elemental Deflector,Epic,39.0,WeaponArmor_Shield,,TQ,u_e_elementaldeflector.dbr,records\item\equipmentshield\u_e_elementaldeflector.dbr,u_e_elementaldeflector.dbr,Original,Elemental_Deflector_0
Nathus' Bane,Epic,47.0,ArmorProtective_Forearm,,TQ,um_e_nathus'bane.dbr,records\item\equipmentarmband\um_e_nathus'bane.dbr,um_e_nathus'bane.dbr,Original,Nathus_Bane_0
Bonebreaker Mail,MonsterInfrequent Normal,35.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_troll.dbr,records\xpack2\item\equipmentarmor\torso\mi_n_troll.dbr,mi_n_troll.dbr,xpack2,Bonebreaker_Mail_2
Soldier's Chitin,MonsterInfrequent Epic,56.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_e_formicidmelee01.dbr,records\xpack\item\equipmentarmor\torso\mi_e_formicidmelee01.dbr,mi_e_formicidmelee01.dbr,xpack,Soldiers_Chitin_0
Marduk's Tablet of Destiny,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_da_mardukstabletofdestiny.dbr,records\xpack\item\artifacts\l_da_mardukstabletofdestiny.dbr,l_da_mardukstabletofdestiny.dbr,xpack,Marduks_Tablet_of_Destiny_0
Tylderon's Breastplate,Epic,39.0,ArmorProtective_UpperBody,,TQ,u_e_tylderonsbreastplate.dbr,records\item\equipmentarmor\u_e_tylderonsbreastplate.dbr,u_e_tylderonsbreastplate.dbr,Original,Tylderons_Breastplate_0
Tear of Ymir,Epic,38.0,WeaponMelee_Mace,,TQ Ragnarok,xpack2/u_n_02.dbr,records\xpack2\item\equipmentweapons\club\u_n_02.dbr,u_n_02.dbr,xpack2,Tear_of_Ymir_0
Lar,MonsterInfrequent Epic,57.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_e_troglodytemelee.dbr,records\xpack\item\equipmentarmor\armband\mi_e_troglodytemelee.dbr,mi_e_troglodytemelee.dbr,xpack,Lar_1
Seidhmadr Wraps,Epic,37.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/u_n_02.dbr,records\xpack2\item\equipmentarmor\greaves\u_n_02.dbr,u_n_02.dbr,xpack2,Seidhmadr_Wraps_0
Incarnation of Hermes' Sandal,Common,,ItemRelic,,TQ,03_act1_hermessandal.dbr,records\item\relics\03_act1_hermessandal.dbr,03_act1_hermessandal.dbr,Original,Incarnation_of_Hermes_Sandal_0
Gloves of the Allfather,Legendary,79.0,ArmorProtective_Forearm,Raiments of Wodan,TQ Ragnarok,xpack2/usm_l_allfather.dbr,records\xpack2\item\equipmentarmor\armband\usm_l_allfather.dbr,usm_l_allfather.dbr,xpack2,Gloves_of_the_Allfather_0
Spear of the Dryads,Legendary,75.0,WeaponHunting_Spear,,TQ Immortal Throne,xpack/u_l_001.dbr,records\xpack\item\equipmentweapons\spear\u_l_001.dbr,u_l_001.dbr,xpack,Spear_of_the_Dryads_0
Priest's Hood,Epic,48.0,ArmorProtective_Head,,TQ,um_e_priest'shood.dbr,records\item\equipmenthelm\um_e_priest'shood.dbr,um_e_priest'shood.dbr,Original,Priests_Hood_0
Triton Armor,MonsterInfrequent Epic,56.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_e_merfolk.dbr,records\xpack2\item\equipmentarmor\torso\mi_e_merfolk.dbr,mi_e_merfolk.dbr,xpack2,Triton_Armor_2
Bai Hu's Mantle,MonsterInfrequent Normal,25.0,ArmorProtective_UpperBody,,TQ,mi_n_tigermanmage.dbr,records\item\equipmentarmor\mi_n_tigermanmage.dbr,mi_n_tigermanmage.dbr,Original,Bai_Hus_Mantle_2
Huo Qubing's Armguards,Legendary,65.0,ArmorProtective_Forearm,Huo Qubing's Relics,TQ,us_l_huoqubing'srelics.dbr,records\item\equipmentarmband\us_l_huoqubing'srelics.dbr,us_l_huoqubing'srelics.dbr,Original,Huo_Qubings_Armguards_0
Emberseal,Epic,39.0,WeaponMagical_Staff,,TQ,u_e_emberseal.dbr,records\item\equipmentweapon\staff\u_e_emberseal.dbr,u_e_emberseal.dbr,Original,Emberseal_0
Sentinel's Armbands,MonsterInfrequent Legendary,61.0,ArmorProtective_Forearm,,TQ,mi_l_gorgonmelee.dbr,records\item\equipmentarmband\mi_l_gorgonmelee.dbr,mi_l_gorgonmelee.dbr,Original,Sentinels_Armbands_1
Shieldmaiden's Belt,Epic,38.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/u_n_04.dbr,records\xpack2\item\equipmentarmor\torso\u_n_04.dbr,u_n_04.dbr,xpack2,Shieldmaidens_Belt_0
Vestment of Thom the Mad,Legendary,53.0,ArmorProtective_UpperBody,,TQ,u_e_vestmentofthomthemad.dbr,records\item\equipmentarmor\u_e_vestmentofthomthemad.dbr,u_e_vestmentofthomthemad.dbr,Original,Vestment_of_Thom_the_Mad_0
Bandari's Corselet,MonsterInfrequent Legendary,68.0,ArmorProtective_UpperBody,,TQ,mi_l_bandari.dbr,records\item\equipmentarmor\mi_l_bandari.dbr,mi_l_bandari.dbr,Original,Bandaris_Corselet_1
Nebuchadnezzar's Greaves,Epic,47.0,ArmorProtective_LowerBody,,TQ,u_e_nebuchadnezzar'sgreaves.dbr,records\item\equipmentgreaves\u_e_nebuchadnezzar'sgreaves.dbr,u_e_nebuchadnezzar'sgreaves.dbr,Original,Nebuchadnezzars_Greaves_0
Jaguar Claws,MonsterInfrequent Legendary,2.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_l_maenad.dbr,records\xpack2\item\equipmentweapons\1hranged\mi_l_maenad.dbr,mi_l_maenad.dbr,xpack2,Jaguar_Claws_1
Alcyoneus’ Legplates,MonsterInfrequent Epic,59.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_e_gigantesmelee02.dbr,records\xpack\item\equipmentarmor\greaves\mi_e_gigantesmelee02.dbr,mi_e_gigantesmelee02.dbr,xpack,Alcyoneus’_Legplates_0
Incarnation of the Aegis of Athena,Common,,ItemRelic,,TQ,03_act1_aegisofathena.dbr,records\item\relics\03_act1_aegisofathena.dbr,03_act1_aegisofathena.dbr,Original,Incarnation_of_the_Aegis_of_Athena_0
Spectral Warbow,Epic,42.0,WeaponHunting_Bow,,TQ,u_e_spectralwarbow.dbr,records\item\equipmentweapon\bow\u_e_spectralwarbow.dbr,u_e_spectralwarbow.dbr,Original,Spectral_Warbow_0
Menelaus' Grip,Epic,59.0,ArmorProtective_Forearm,Atreidae,TQ Immortal Throne,xpack/us_e_001.dbr,records\xpack\item\equipmentarmor\armband\us_e_001.dbr,us_e_001.dbr,xpack,Menelaus_Grip_0
Fist of the Fiery Legion,Legendary,75.0,WeaponMelee_Mace,Armament of the Fiery Legion,TQ Immortal Throne,xpack/us_l_001.dbr,records\xpack\item\equipmentweapons\club\us_l_001.dbr,us_l_001.dbr,xpack,Fist_of_the_Fiery_Legion_0
Witch Doctor's Bracelet,MonsterInfrequent Epic,55.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_e_anouranmage.dbr,records\xpack\item\equipmentarmor\armband\mi_e_anouranmage.dbr,mi_e_anouranmage.dbr,xpack,Witch_Doctors_Bracelet_1
Robes of Sidiros Loros,Legendary,65.0,ArmorProtective_UpperBody,,TQ,um_l_robesofsidirosloros.dbr,records\item\equipmentarmor\um_l_robesofsidirosloros.dbr,um_l_robesofsidirosloros.dbr,Original,Robes_of_Sidiros_Loros_0
