dbr,id,isit,isr,isatl,find
item\animalrelics\01_act1_turtleshell.dbr,tagAnimalPart012,false,false,false,
item\animalrelics\01_multacts_venomsac.dbr,tagAnimalPart005,false,false,false,
item\animalrelics\01_act2_vileichor.dbr,tagAnimalPart008,false,false,false,
item\animalrelics\01_act3_vinygrowth.dbr,tagAnimalPart004,false,false,false,
item\animalrelics\01_act3_yetifur.dbr,tagAnimalPart001,false,false,false,
xpack\item\charms\01_act4_erebancrystal.dbr,xtagAnimalPart016,true,false,false,
xpack\item\charms\01_act4_frozenchitin.dbr,xtagAnimalPart013,true,false,false,
xpack\item\charms\01_act4_furysheartblood.dbr,xtagAnimalPart003,true,false,false,
xpack\item\charms\01_act4_hydradonhide.dbr,xtagAnimalPart002,true,false,false,
xpack\item\charms\01_act4_spinyshell.dbr,xtagAnimalPart001,true,false,false,
xpack\item\charms\01_act4_torturedsoul.dbr,xtagAnimalPart004,true,false,false,
xpack2\item\charms\01_act5_coldessence.dbr,x2tagAnimalPart001,true,true,false,
xpack2\item\charms\01_act5_dragonblood.dbr,x2tagAnimalPart002,true,true,false,
xpack2\item\charms\01_act5_eitr.dbr,x2tagAnimalPart003,true,true,false,
xpack2\item\charms\01_act5_fungoidspores.dbr,x2tagAnimalPart004,true,true,false,
xpack2\item\charms\01_act5_golemheart.dbr,x2tagAnimalPart005,true,true,false,
xpack2\item\charms\01_act5_primalmagma.dbr,x2tagAnimalPart006,true,true,false,
xpack2\item\charms\01_act5_trolltusks.dbr,x2tagAnimalPart007,true,true,false,
xpack3\items\charms\01_x3_basiliskeye.dbr,x3tag_animalpart01,true,false,true,
xpack3\items\charms\01_x3_coralfragment.dbr,x3tag_animalpart02,true,false,true,
xpack3\items\charms\01_x3_insectwings.dbr,x3tag_animalpart03,true,false,true,
xpack3\items\charms\01_x3_quest_artifice.dbr,x3tag_animalpart04,true,false,true,
item\animalrelics\02_act1_batfang.dbr,tagAnimalPart018,false,false,false,
item\animalrelics\02_act1_boarshide.dbr,tagAnimalPart019,false,false,false,
item\animalrelics\02_multacts_demonsblood.dbr,tagAnimalPart026,false,false,false,
item\animalrelics\02_multacts_diseasedplumage.dbr,tagAnimalPart023,false,false,false,
item\animalrelics\02_act2_hagsskin.dbr,tagAnimalPart032,false,false,false,
item\animalrelics\02_act2_lupineclaw.dbr,tagAnimalPart031,false,false,false,
item\animalrelics\02_multacts_mechanicalparts.dbr,tagAnimalPart051,false,false,false,
item\animalrelics\02_act3_pengclaw.dbr,tagAnimalPart030,false,false,false,
item\animalrelics\02_act1_pristineplumage.dbr,tagAnimalPart052,false,false,false,
item\animalrelics\02_act3_raptortooth.dbr,tagAnimalPart029,false,false,false,
item\animalrelics\02_multacts_rigidcarapace.dbr,tagAnimalPart022,false,false,false,
item\animalrelics\02_act3_saberclaw.dbr,tagAnimalPart025,false,false,false,
item\animalrelics\02_multacts_spectralmatter.dbr,tagAnimalPart027,false,false,false,
item\animalrelics\02_act1_turtleshell.dbr,tagAnimalPart028,false,false,false,
item\animalrelics\02_multacts_venomsac.dbr,tagAnimalPart021,false,false,false,
item\animalrelics\02_act2_vileichor.dbr,tagAnimalPart024,false,false,false,
item\animalrelics\02_act3_vinygrowth.dbr,tagAnimalPart020,false,false,false,
item\animalrelics\02_act3_yetifur.dbr,tagAnimalPart017,false,false,false,
xpack\item\charms\02_act4_erebancrystal.dbr,xtagAnimalPart017,true,false,false,
xpack\item\charms\02_act4_frozenchitin.dbr,xtagAnimalPart014,true,false,false,
xpack\item\charms\02_act4_furysheartblood.dbr,xtagAnimalPart007,true,false,false,
xpack\item\charms\02_act4_hydradonhide.dbr,xtagAnimalPart006,true,false,false,
xpack\item\charms\02_act4_spinyshell.dbr,xtagAnimalPart005,true,false,false,
xpack\item\charms\02_act4_torturedsoul.dbr,xtagAnimalPart008,true,false,false,
xpack2\item\charms\02_act5_coldessence.dbr,x2tagAnimalPart008,true,true,false,
xpack2\item\charms\02_act5_dragonblood.dbr,x2tagAnimalPart009,true,true,false,
xpack2\item\charms\02_act5_eitr.dbr,x2tagAnimalPart010,true,true,false,
xpack2\item\charms\02_act5_fungoidspores.dbr,x2tagAnimalPart011,true,true,false,
xpack2\item\charms\02_act5_golemheart.dbr,x2tagAnimalPart012,true,true,false,
xpack2\item\charms\02_act5_primalmagma.dbr,x2tagAnimalPart013,true,true,false,
xpack2\item\charms\02_act5_trolltusks.dbr,x2tagAnimalPart014,true,true,false,
xpack3\items\charms\02_x3_basiliskeye.dbr,x3tag_animalpart01_e,true,false,true,
xpack3\items\charms\02_x3_coralfragment.dbr,x3tag_animalpart02_e,true,false,true,
xpack3\items\charms\02_x3_insectwings.dbr,x3tag_animalpart03_e,true,false,true,
xpack3\items\charms\02_x3_quest_artifice.dbr,x3tag_animalpart04_e,true,false,true,
item\animalrelics\03_act1_batfang.dbr,tagAnimalPart034,false,false,false,
item\animalrelics\03_act1_boarshide.dbr,tagAnimalPart035,false,false,false,
item\animalrelics\03_multacts_demonsblood.dbr,tagAnimalPart042,false,false,false,
item\animalrelics\03_multacts_diseasedplumage.dbr,tagAnimalPart039,false,false,false,
item\animalrelics\03_act2_hagsskin.dbr,tagAnimalPart048,false,false,false,
item\animalrelics\03_act2_lupineclaw.dbr,tagAnimalPart047,false,false,false,
item\animalrelics\03_multacts_mechanicalparts.dbr,tagAnimalPart053,false,false,false,
item\animalrelics\03_act3_pengclaw.dbr,tagAnimalPart046,false,false,false,
item\animalrelics\03_act1_pristineplumage.dbr,tagAnimalPart054,false,false,false,
item\animalrelics\03_act3_raptortooth.dbr,tagAnimalPart045,false,false,false,
item\animalrelics\03_multacts_rigidcarapace.dbr,tagAnimalPart038,false,false,false,
item\animalrelics\03_act3_saberclaw.dbr,tagAnimalPart041,false,false,false,
item\animalrelics\03_multacts_spectralmatter.dbr,tagAnimalPart043,false,false,false,
item\animalrelics\03_act1_turtleshell.dbr,tagAnimalPart044,false,false,false,
item\animalrelics\03_multacts_venomsac.dbr,tagAnimalPart037,false,false,false,
item\animalrelics\03_act2_vileichor.dbr,tagAnimalPart040,false,false,false,
item\animalrelics\03_act3_vinygrowth.dbr,tagAnimalPart036,false,false,false,
item\animalrelics\03_act3_yetifur.dbr,tagAnimalPart033,false,false,false,
xpack\item\charms\03_act4_erebancrystal.dbr,xtagAnimalPart018,true,false,false,
xpack\item\charms\03_act4_frozenchitin.dbr,xtagAnimalPart015,true,false,false,
xpack\item\charms\03_act4_furysheartblood.dbr,xtagAnimalPart011,true,false,false,
xpack\item\charms\03_act4_hydradonhide.dbr,xtagAnimalPart010,true,false,false,
xpack\item\charms\03_act4_spinyshell.dbr,xtagAnimalPart009,true,false,false,
xpack\item\charms\03_act4_torturedsoul.dbr,xtagAnimalPart012,true,false,false,
xpack2\item\charms\03_act5_coldessence.dbr,x2tagAnimalPart015,true,true,false,
xpack2\item\charms\03_act5_dragonblood.dbr,x2tagAnimalPart016,true,true,false,
xpack2\item\charms\03_act5_eitr.dbr,x2tagAnimalPart017,true,true,false,
xpack2\item\charms\03_act5_fungoidspores.dbr,x2tagAnimalPart018,true,true,false,
xpack2\item\charms\03_act5_golemheart.dbr,x2tagAnimalPart019,true,true,false,
xpack2\item\charms\03_act5_primalmagma.dbr,x2tagAnimalPart020,true,true,false,
xpack2\item\charms\03_act5_trolltusks.dbr,x2tagAnimalPart021,true,true,false,
xpack3\items\charms\03_x3_basiliskeye.dbr,x3tag_animalpart01_l,true,false,true,
xpack3\items\charms\03_x3_coralfragment.dbr,x3tag_animalpart02_l,true,false,true,
xpack3\items\charms\03_x3_insectwings.dbr,x3tag_animalpart03_l,true,false,true,
xpack3\items\charms\03_x3_quest_artifice.dbr,x3tag_animalpart04_l,true,false,true,
xpack\item\artifacts\n_la_amberflask.dbr,xtagArtifactDescription005,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_bloodrage.dbr,xtagArtifactDescription018,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_chaoscube.dbr,xtagArtifactDescription011,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_cinderbolt.dbr,xtagArtifactDescription013,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_crystaltear.dbr,xtagArtifactDescription019,true,false,false,see corresponding formula
xpack\item\artifacts\e_la_darkcore.dbr,xtagArtifactDescription022,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_deathrattle.dbr,xtagArtifactDescription002,true,false,false,see corresponding formula
xpack\item\artifacts\e_la_earthentalisman.dbr,xtagArtifactDescription025,true,false,false,see corresponding formula
xpack\item\artifacts\e_la_ebonyglobe.dbr,xtagArtifactDescription030,true,false,false,see corresponding formula
xpack\item\artifacts\l_la_effigyofthepanther.dbr,xtagArtifactDescription033,true,false,false,see corresponding formula
xpack\item\artifacts\e_la_emeraldquill.dbr,xtagArtifactDescription020,true,false,false,see corresponding formula
xpack\item\artifacts\l_la_etherealveil.dbr,xtagArtifactDescription036,true,false,false,see corresponding formula
xpack\item\artifacts\e_la_jadetotem.dbr,xtagArtifactDescription021,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_leafsong.dbr,xtagArtifactDescription012,true,false,false,see corresponding formula
xpack\item\artifacts\l_la_maidenskiss.dbr,xtagArtifactDescription035,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_moltenorb.dbr,xtagArtifactDescription003,true,false,false,see corresponding formula
xpack\item\artifacts\e_la_nexusofinsanity.dbr,xtagArtifactDescription027,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_palemoon.dbr,xtagArtifactDescription008,true,false,false,see corresponding formula
xpack\item\artifacts\e_la_phylacteryofshadows.dbr,xtagArtifactDescription023,true,false,false,see corresponding formula
xpack\item\artifacts\e_la_ravensshadow.dbr,xtagArtifactDescription026,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_razorclaw.dbr,xtagArtifactDescription015,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_scrollofoneiros.dbr,xtagArtifactDescription001,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_shroudofeternalnight.dbr,xtagArtifactDescription007,true,false,false,see corresponding formula
xpack\item\artifacts\l_la_silverheart.dbr,xtagArtifactDescription034,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_skyfirependant.dbr,xtagArtifactDescription009,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_songoftheserpent.dbr,xtagArtifactDescription016,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_soulshiver.dbr,xtagArtifactDescription014,true,false,false,see corresponding formula
xpack\item\artifacts\e_la_spiritblight.dbr,xtagArtifactDescription024,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_starheart.dbr,xtagArtifactDescription006,true,false,false,see corresponding formula
xpack\item\artifacts\e_la_summonerstotem.dbr,xtagArtifactDescription028,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_sunstone.dbr,xtagArtifactDescription017,true,false,false,see corresponding formula
xpack\item\artifacts\l_la_thunderfist.dbr,xtagArtifactDescription032,true,false,false,see corresponding formula
xpack\item\artifacts\e_la_tomeoftransfiguration.dbr,xtagArtifactDescription029,true,false,false,see corresponding formula
xpack\item\artifacts\l_la_tongueofflame.dbr,xtagArtifactDescription031,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_touchofthefool.dbr,xtagArtifactDescription010,true,false,false,see corresponding formula
xpack\item\artifacts\n_la_wraithguard.dbr,xtagArtifactDescription004,true,false,false,see corresponding formula
xpack2\item\artifacts\e_la_singasteinn.dbr,x2tagArtifactDescription006,true,true,false,see corresponding formula
xpack2\item\artifacts\n_la_carnyx.dbr,x2tagArtifactDescription009,true,true,false,see corresponding formula
xpack2\item\artifacts\n_la_goldenbelt.dbr,x2tagArtifactDescription007,true,true,false,see corresponding formula
xpack2\item\artifacts\n_la_seidrbones.dbr,x2tagArtifactDescription008,true,true,false,see corresponding formula
xpack\item\artifacts\l_ga_arcanemirror.dbr,xtagArtifactDescription058,true,false,false,see corresponding formula
xpack\item\artifacts\e_ga_laceofcelerity.dbr,xtagArtifactDescription048,true,false,false,see corresponding formula
xpack\item\artifacts\n_ga_bookofdreams.dbr,xtagArtifactDescription037,true,false,false,see corresponding formula
xpack\item\artifacts\l_ga_conquerorsmark.dbr,xtagArtifactDescription053,true,false,false,see corresponding formula
xpack\item\artifacts\e_ga_crimsonviper.dbr,xtagArtifactDescription050,true,false,false,see corresponding formula
xpack\item\artifacts\e_ga_dragontongue.dbr,xtagArtifactDescription043,true,false,false,see corresponding formula
xpack\item\artifacts\n_ga_druidicwreath.dbr,xtagArtifactDescription039,true,false,false,see corresponding formula
xpack\item\artifacts\e_ga_effigyofskyfire.dbr,xtagArtifactDescription046,true,false,false,see corresponding formula
xpack\item\artifacts\l_ga_elementalrage.dbr,xtagArtifactDescription056,true,false,false,see corresponding formula
xpack\item\artifacts\n_ga_eyeoftheheavens.dbr,xtagArtifactDescription042,true,false,false,see corresponding formula
xpack\item\artifacts\e_ga_finalbreath.dbr,xtagArtifactDescription049,true,false,false,see corresponding formula
xpack\item\artifacts\n_ga_furyoftheages.dbr,xtagArtifactDescription041,true,false,false,see corresponding formula
xpack\item\artifacts\l_ga_doxakalo.dbr,xtagArtifactDescription055,true,false,false,see corresponding formula
xpack\item\artifacts\e_ga_handofgaea.dbr,xtagArtifactDescription051,true,false,false,see corresponding formula
xpack\item\artifacts\e_ga_heartofearth.dbr,xtagArtifactDescription052,true,false,false,see corresponding formula
xpack\item\artifacts\e_ga_sandofkronos.dbr,xtagArtifactDescription044,true,false,false,see corresponding formula
xpack\item\artifacts\e_ga_lionheart.dbr,xtagArtifactDescription045,true,false,false,see corresponding formula
xpack\item\artifacts\n_ga_shadowveil.dbr,xtagArtifactDescription040,true,false,false,see corresponding formula
xpack\item\artifacts\n_ga_soulprism.dbr,xtagArtifactDescription038,true,false,false,see corresponding formula
xpack\item\artifacts\e_ga_sphereofeternity.dbr,xtagArtifactDescription047,true,false,false,see corresponding formula
xpack\item\artifacts\l_ga_totemofthepolymath.dbr,xtagArtifactDescription057,true,false,false,see corresponding formula
xpack\item\artifacts\l_ga_tyrantsfist.dbr,xtagArtifactDescription054,true,false,false,see corresponding formula
xpack2\item\artifacts\e_ga_gjallarhorn.dbr,x2tagArtifactDescription004,true,true,false,see corresponding formula
xpack2\item\artifacts\l_ga_gambanteinn.dbr,x2tagArtifactDescription003,true,true,false,see corresponding formula
xpack2\item\artifacts\n_ga_dvalinsimulacrum.dbr,x2tagArtifactDescription005,true,true,false,see corresponding formula
xpack\item\artifacts\e_da_bloodofares.dbr,xtagArtifactDescription063,true,false,false,see corresponding formula
xpack\item\artifacts\e_da_crescentmoonofartemis.dbr,xtagArtifactDescription059,true,false,false,see corresponding formula
xpack\item\artifacts\e_da_crosierofosiris.dbr,xtagArtifactDescription064,true,false,false,see corresponding formula
xpack\item\artifacts\e_da_demetersbounty.dbr,xtagArtifactDescription061,true,false,false,see corresponding formula
xpack\item\artifacts\l_da_eyeofra.dbr,xtagArtifactDescription071,true,false,false,see corresponding formula
xpack\item\artifacts\l_da_goldeneyeofsunwukong.dbr,xtagArtifactDescription066,true,false,false,see corresponding formula
xpack\item\artifacts\l_da_ikonofzeus.dbr,xtagArtifactDescription073,true,false,false,see corresponding formula
xpack\item\artifacts\e_da_knotofisis.dbr,xtagArtifactDescription065,true,false,false,see corresponding formula
xpack\item\artifacts\l_da_lyreofapollo.dbr,xtagArtifactDescription074,true,false,false,see corresponding formula
xpack\item\artifacts\l_da_mardukstabletofdestiny.dbr,xtagArtifactDescription070,true,false,false,see corresponding formula
xpack\item\artifacts\e_da_mightofhephaestus.dbr,xtagArtifactDescription062,true,false,false,see corresponding formula
xpack\item\artifacts\l_da_morpheusdreamweb.dbr,xtagArtifactDescription068,true,false,false,see corresponding formula
xpack\item\artifacts\e_da_poseidonsnet.dbr,xtagArtifactDescription060,true,false,false,see corresponding formula
xpack\item\artifacts\l_da_totemofbast.dbr,xtagArtifactDescription069,true,false,false,see corresponding formula
xpack\item\artifacts\l_da_starofishtar.dbr,xtagArtifactDescription075,true,false,false,see corresponding formula
xpack\item\artifacts\l_da_talismanofthejadeemperor.dbr,xtagArtifactDescription067,true,false,false,see corresponding formula
xpack\item\artifacts\l_da_thothsglory.dbr,xtagArtifactDescription072,true,false,false,see corresponding formula
xpack2\item\artifacts\e_da_wheeloftaranis.dbr,x2tagArtifactDescription002,true,true,false,see corresponding formula
xpack2\item\artifacts\l_da_applesofidun.dbr,x2tagArtifactDescription001,true,true,false,see corresponding formula
xpack\item\parchments\parchment04.dbr,xtagParchmentTitle04,true,false,false,"Machae heroes (non-quest), @act04$"
xpack\item\parchments\parchment13.dbr,xtagParchmentTitle13,true,false,false,"Maenad heroes, @act01$"
xpack\item\parchments\parchment05.dbr,xtagParchmentTitle05,true,false,false,"Keres heroes, @act04$"
xpack\item\parchments\parchment03.dbr,xtagParchmentTitle03,true,false,false,"Troglodyte heroes other than Orok, @act04$"
xpack\item\parchments\parchment02.dbr,xtagParchmentTitle02,true,false,false,"Formicid heroes, @act04$"
xpack\item\parchments\parchment08.dbr,xtagParchmentTitle08,true,false,false,"Lamia heroes, @act04$"
xpack\item\parchments\parchment01.dbr,xtagParchmentTitle01,true,false,false,"Beastman Archer #783, Satyr Hero, Satyrcamps, @act01$"
xpack\item\parchments\parchment11.dbr,xtagParchmentTitle11,true,false,false,"Skeleton heroes, @act04$"
xpack\item\parchments\parchment07.dbr,xtagParchmentTitle07,true,false,false,"Ascacophus heroes, @act04$"
xpack\item\parchments\parchment16.dbr,xtagParchmentTitle16,true,false,false,"Hanif the cruel, mummy hero, @act02$"
xpack\item\parchments\parchment17.dbr,xtagParchmentTitle17,true,false,false,"Minkah, melee nightstalker hero, @act04$"
xpack\item\parchments\parchment12.dbr,xtagParchmentTitle12,true,false,false,"Karkinos heroes other than Pubos, @act04$"
xpack\item\parchments\parchment14.dbr,xtagParchmentTitle14,true,false,false,"Melinoe heroes (non-quest), @act04$"
xpack\item\parchments\parchment15.dbr,xtagParchmentTitle15,true,false,false,"Yeti champion, ice caverns and Silkroad, @act03$"
xpack\item\parchments\parchment06.dbr,xtagParchmentTitle06,true,false,false,"Anouran heroes, @act04$"
xpack\item\parchments\parchment09.dbr,xtagParchmentTitle09,true,false,false,"Lostsoul heroes (non-quest), @act04$"
xpack2\item\miscellaneous\parchments\parchment_x2a.dbr,x2tagParchmentTitle01,true,true,false,
xpack2\item\miscellaneous\parchments\parchment_x2b.dbr,x2tagParchmentTitle02,true,true,false,Secret quest
xpack2\item\miscellaneous\parchments\parchment_x2c.dbr,x2tagParchmentTitle03,true,true,false,Secret quest
item\equipmentarmband\usm_e_adept'sregalia.dbr,tagUArmor062,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentarmor\usm_e_adept'sregalia.dbr,tagUArmor394,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentgreaves\usm_e_adept'sregalia.dbr,tagUArmor182,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmenthelm\usm_e_adept'sregalia.dbr,tagUArmor246,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentarmband\us_e_armoroftheimmortalguard.dbr,tagUArmor123,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmentarmor\us_e_armoroftheimmortalguard.dbr,tagUArmor378,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmentgreaves\us_e_armoroftheimmortalguard.dbr,tagUArmor165,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmenthelm\us_e_armoroftheimmortalguard.dbr,tagUArmor230,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmentweapon\spear\us_e_armoroftheimmortalguard.dbr,tagUWeapon237,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmentarmband\us_e_armoroftroy.dbr,tagUArmor110,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmentarmor\us_e_armoroftroy.dbr,tagUArmor365,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmentgreaves\us_e_armoroftroy.dbr,tagUArmor153,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmenthelm\us_e_armoroftroy.dbr,tagUArmor218,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmentarmband\us_e_aspectofthewild.dbr,tagUArmor111,false,false,false,"@level05$: @act03$, @act04$, @level06$: @act03$, @act04$"
item\equipmentarmor\us_e_aspectofthewild.dbr,tagUArmor366,false,false,false,"@level05$: @act03$, @act04$, @level06$: @act03$, @act04$"
item\equipmentgreaves\us_e_aspectofthewild.dbr,tagUArmor154,false,false,false,"@level05$: @act03$, @act04$, @level06$: @act03$, @act04$"
item\equipmenthelm\us_e_aspectofthewild.dbr,tagUArmor219,false,false,false,"@level05$: @act03$, @act04$, @level06$: @act03$, @act04$"
item\equipmentarmor\us_n_babylonianraiment.dbr,tagUArmor385,false,false,false,"@level04$: @act02$, @act03$"
item\equipmentgreaves\us_n_babylonianraiment.dbr,tagUArmor172,false,false,false,"@level04$: @act02$, @act03$"
item\equipmenthelm\us_n_babylonianraiment.dbr,tagUArmor237,false,false,false,"@level04$: @act02$, @act03$"
item\equipmentshield\us_n_babylonianraiment.dbr,tagUWeapon067,false,false,false,"@level04$: @act02$, @act03$"
item\equipmentweapon\spear\us_n_babylonianraiment.dbr,tagUWeapon238,false,false,false,"@level04$: @act02$, @act03$"
item\equipmentarmband\us_e_firewalker'ssuit.dbr,tagUArmor114,false,false,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
item\equipmentarmor\us_e_firewalker'ssuit.dbr,tagUArmor369,false,false,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
item\equipmentgreaves\us_e_firewalker'ssuit.dbr,tagUArmor157,false,false,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
item\equipmenthelm\us_e_firewalker'ssuit.dbr,tagUArmor222,false,false,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
item\equipmentarmband\us_n_gebeltjauti.dbr,tagUArmor404,false,false,false,@level04$: @act02$
item\equipmentarmor\us_n_gebeltjauti.dbr,tagUArmor403,false,false,false,@level04$: @act02$
item\equipmentgreaves\us_n_gebeltjauti.dbr,tagUArmor405,false,false,false,@level04$: @act02$
item\equipmenthelm\us_n_gebeltjauti.dbr,tagUArmor406,false,false,false,@level04$: @act02$
item\equipmentarmband\usm_e_habilimentsofthedruid.dbr,tagUArmor063,false,false,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
item\equipmentarmor\usm_e_habilimentsofthedruid.dbr,tagUArmor395,false,false,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
item\equipmenthelm\usm_e_habilimentsofthedruid.dbr,tagUArmor247,false,false,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
item\equipmentweapon\staff\us_e_habilimentsofthedruid.dbr,tagUWeapon280,false,false,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
item\equipmentarmband\us_e_hunter'sarmor.dbr,tagUArmor115,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentarmor\us_e_hunter'sarmor.dbr,tagUArmor370,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentgreaves\us_e_hunter'sarmor.dbr,tagUArmor158,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmenthelm\us_e_hunter'sarmor.dbr,tagUArmor223,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentarmband\us_n_imperialraiment.dbr,tagUArmor131,false,false,false,@level04$: @act03$
item\equipmentarmor\us_n_imperialraiment.dbr,tagUArmor386,false,false,false,@level04$: @act03$
item\equipmentgreaves\us_n_imperialraiment.dbr,tagUArmor173,false,false,false,@level04$: @act03$
item\equipmenthelm\us_n_imperialraiment.dbr,tagUArmor238,false,false,false,@level04$: @act03$
item\equipmentweapon\sword\us_n_imperialraiment01.dbr,tagUWeapon323,false,false,false,@level04$: @act03$
item\equipmentweapon\sword\us_n_imperialraiment02.dbr,tagUWeapon324,false,false,false,@level04$: @act03$
item\equipmentarmband\us_n_labyrinthinearmor.dbr,tagUArmor130,false,false,false,@level04$: @act01$
item\equipmentarmor\us_n_labyrinthinearmor.dbr,tagUArmor387,false,false,false,@level04$: @act01$
item\equipmentgreaves\us_n_labyrinthinearmor.dbr,tagUArmor174,false,false,false,@level04$: @act01$
item\equipmenthelm\us_n_labyrinthinearmor.dbr,tagUArmor239,false,false,false,@level04$: @act01$
item\equipmentshield\us_n_labyrinthinearmor.dbr,tagUWeapon068,false,false,false,@level04$: @act01$
item\equipmentarmband\us_n_lazarusarmor.dbr,tagUArmor132,false,false,false,"@level04$: @act03$, @act04$"
item\equipmentarmor\us_n_lazarusarmor.dbr,tagUArmor388,false,false,false,"@level04$: @act03$, @act04$"
item\equipmentgreaves\us_n_lazarusarmor.dbr,tagUArmor175,false,false,false,"@level04$: @act03$, @act04$"
item\equipmenthelm\us_n_lazarusarmor.dbr,tagUArmor240,false,false,false,"@level04$: @act03$, @act04$"
item\equipmentarmband\us_e_legendoffuxi.dbr,tagUArmor133,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmentarmor\us_e_legendoffuxi.dbr,tagUArmor389,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmentgreaves\us_e_legendoffuxi.dbr,tagUArmor176,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmenthelm\us_e_legendoffuxi.dbr,tagUArmor241,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmentweapon\sword\us_e_legendoffuxi.dbr,tagUWeapon325,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmentarmor\us_e_memnon'sraiment.dbr,tagUArmor371,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmenthelm\us_e_memnon'sraiment.dbr,tagUArmor224,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmentring\us_e_memnon'sraiment.dbr,tagUArmor034,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmentweapon\sword\us_e_memnon'sraiment.dbr,tagUWeapon320,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmentarmband\usm_n_necromancer'shabiliment.dbr,tagUArmor068,false,false,false,@level04$: @act01$
item\equipmentarmor\usm_n_necromancer'shabiliment.dbr,tagUArmor401,false,false,false,@level04$: @act01$
item\equipmentgreaves\usm_n_necromancer'shabiliment.dbr,tagUArmor177,false,false,false,@level04$: @act01$
item\equipmenthelm\usm_n_necromancer'shabiliment.dbr,tagUArmor253,false,false,false,@level04$: @act01$
item\equipmentweapon\staff\us_n_necromancer'shabiliment.dbr,tagUWeapon282,false,false,false,@level04$: @act01$
item\equipmentarmband\us_n_obsidianarmor.dbr,tagUArmor134,false,false,false,"@level04$: @act01$, @act02$"
item\equipmentarmor\us_n_obsidianarmor.dbr,tagUArmor390,false,false,false,"@level04$: @act01$, @act02$"
item\equipmentgreaves\us_n_obsidianarmor.dbr,tagUArmor178,false,false,false,"@level04$: @act01$, @act02$"
item\equipmenthelm\us_n_obsidianarmor.dbr,tagUArmor242,false,false,false,"@level04$: @act01$, @act02$"
item\equipmentweapon\axe\us_n_obsidianarmor.dbr,tagUWeapon110,false,false,false,"@level04$: @act01$, @act02$"
item\equipmentarmband\usm_n_oracle'sgarments.dbr,tagUArmor069,false,false,false,@level04$: @act01$
item\equipmentarmor\usm_n_oracle'sgarments.dbr,tagUArmor402,false,false,false,@level04$: @act01$
item\equipmentgreaves\usm_n_oracle'sgarments.dbr,tagUArmor185,false,false,false,@level04$: @act01$
