,record,category,class,pack,name,altName,id
1549,records\xpack4\item\equipmentarmor\greaves\u_l_lightningmotherswrappings.dbr,Greaves,ArmorProtective_LowerBody,xpack4,u_l_lightningmotherswrappings,,Greaves_Lightningmotherswrappings
1550,records\item\equipmentgreaves\um_e_loratiangreaves.dbr,Greaves,ArmorProtective_LowerBody,Original,um_e_loratiangreaves,Loratian Greaves,Greaves_Loratian_Greaves
1551,records\xpack4\item\equipmentarmor\greaves\u_l_majesticspeedofthethreesovereigns.dbr,Greaves,ArmorProtective_LowerBody,xpack4,u_l_majesticspeedofthethreesovereigns,,Greaves_Majesticspeedofthethreesovereigns
1552,records\item\equipmentgreaves\us_n_safeguardofthemantis.dbr,Greaves,ArmorProtective_LowerBody,Original,us_n_safeguardofthemantis,Mantis Stride,Greaves_Mantis_Stride
1553,records\item\equipmentgreaves\mi_e_neanderthalmelee.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_e_neanderthalmelee,Marauder's Greaves,Greaves_Marauders_Greaves
1554,records\item\equipmentgreaves\mi_l_neanderthalmelee.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_l_neanderthalmelee,Marauder's Greaves,Greaves_Marauders_Greaves_1
1555,records\xpack2\item\equipmentarmor\greaves\mi_n_dvergrmelee.dbr,Greaves,ArmorProtective_LowerBody,xpack2,mi_n_dvergrmelee,Master Forge Greaves,Greaves_Master_Forge_Greaves
1556,records\xpack2\item\equipmentarmor\greaves\mi_e_dvergrmelee.dbr,Greaves,ArmorProtective_LowerBody,xpack2,mi_e_dvergrmelee,Master Forge Greaves,Greaves_Master_Forge_Greaves_1
1557,records\xpack2\item\equipmentarmor\greaves\mi_l_dvergrmelee.dbr,Greaves,ArmorProtective_LowerBody,xpack2,mi_l_dvergrmelee,Master Forge Greaves,Greaves_Master_Forge_Greaves_2
1558,records\xpack3\items\equipmentarmor\greaves\mi_n_monkeymanmage.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_n_monkeymanmage,,Greaves_Monkeymanmage
1559,records\xpack3\items\equipmentarmor\greaves\mi_e_monkeymanmage.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_e_monkeymanmage,,Greaves_Monkeymanmage_1
1560,records\xpack3\items\equipmentarmor\greaves\mi_l_monkeymanmage.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_l_monkeymanmage,,Greaves_Monkeymanmage_2
1561,records\xpack3\items\equipmentarmor\greaves\mi_n_monkeymanmelee.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_n_monkeymanmelee,,Greaves_Monkeymanmelee
1562,records\xpack3\items\equipmentarmor\greaves\mi_e_monkeymanmelee.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_e_monkeymanmelee,,Greaves_Monkeymanmelee_1
1563,records\xpack3\items\equipmentarmor\greaves\mi_l_monkeymanmelee.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_l_monkeymanmelee,,Greaves_Monkeymanmelee_2
1564,records\item\equipmentgreaves\mi_n_mummy.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_n_mummy,,Greaves_Mummy
1565,records\item\equipmentgreaves\u_e_murkcrawlers.dbr,Greaves,ArmorProtective_LowerBody,Original,u_e_murkcrawlers,Murk Crawlers,Greaves_Murk_Crawlers
1566,records\xpack\item\equipmentarmor\greaves\mi_e_formicidmelee02.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_e_formicidmelee02,Myrmidon's Legplate,Greaves_Myrmidons_Legplate
1567,records\xpack\item\equipmentarmor\greaves\mi_l_formicidmelee02.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_l_formicidmelee02,Myrmidon's Legplate,Greaves_Myrmidons_Legplate_1
1568,records\xpack\item\equipmentarmor\greaves\mi_e_formicidmage01.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_e_formicidmage01,Myrmigki Leggings,Greaves_Myrmigki_Leggings
1569,records\xpack\item\equipmentarmor\greaves\mi_l_formicidmage01.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_l_formicidmage01,Myrmigki Leggings,Greaves_Myrmigki_Leggings_1
1570,records\item\equipmentgreaves\mi_n_neanderthalmage.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_n_neanderthalmage,,Greaves_Neanderthalmage
1571,records\item\equipmentgreaves\mi_n_neanderthalmelee.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_n_neanderthalmelee,,Greaves_Neanderthalmelee
1572,records\item\equipmentgreaves\u_e_nebuchadnezzar'sgreaves.dbr,Greaves,ArmorProtective_LowerBody,Original,u_e_nebuchadnezzar'sgreaves,Nebuchadnezzar's Greaves,Greaves_Nebuchadnezzars_Greaves
1573,records\item\equipmentgreaves\usm_n_necromancer'shabiliment.dbr,Greaves,ArmorProtective_LowerBody,Original,usm_n_necromancer'shabiliment,Necromancer's Leggings,Greaves_Necromancers_Leggings
1574,records\xpack\item\equipmentarmor\greaves\um_l_001.dbr,Greaves,ArmorProtective_LowerBody,xpack,um_l_001,Night-terror Wraps,Greaves_Night_terror_Wraps
1575,records\item\equipmentgreaves\us_n_obsidianarmor.dbr,Greaves,ArmorProtective_LowerBody,Original,us_n_obsidianarmor,Obsidian Greaves,Greaves_Obsidian_Greaves
1576,records\item\equipmentgreaves\usm_n_oracle'sgarments.dbr,Greaves,ArmorProtective_LowerBody,Original,usm_n_oracle'sgarments,Oracle's Leggings,Greaves_Oracles_Leggings
1577,records\xpack\item\equipmentarmor\greaves\um_n_002.dbr,Greaves,ArmorProtective_LowerBody,xpack,um_n_002,Penelope's Slippers,Greaves_Penelopes_Slippers
1578,records\item\equipmentgreaves\u_n_mediangreaves.dbr,Greaves,ArmorProtective_LowerBody,Original,u_n_mediangreaves,Persian Greaves,Greaves_Persian_Greaves
1579,records\xpack3\items\equipmentarmor\greaves\u_l_set01.dbr,Greaves,ArmorProtective_LowerBody,xpack3,u_l_set01,Philip's March,Greaves_Philips_March
1580,records\xpack3\items\equipmentarmor\greaves\um_l_01.dbr,Greaves,ArmorProtective_LowerBody,xpack3,um_l_01,Philyra's Gift,Greaves_Philyras_Gift
1581,records\xpack\item\equipmentarmor\greaves\usm_l_002.dbr,Greaves,ArmorProtective_LowerBody,xpack,usm_l_002,Pillars of Carnus,Greaves_Pillars_Of_Carnus
1582,records\xpack\item\equipmentarmor\greaves\usm_l_001.dbr,Greaves,ArmorProtective_LowerBody,xpack,usm_l_001,Plouton's Wraps,Greaves_Ploutons_Wraps
1583,records\xpack\item\equipmentarmor\greaves\mi_e_gigantesmelee.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_e_gigantesmelee,Porphyrion's Legplates,Greaves_Porphyrions_Legplates
1584,records\xpack\item\equipmentarmor\greaves\mi_l_gigantesmelee.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_l_gigantesmelee,Porphyrion's Legplates,Greaves_Porphyrions_Legplates_1
1585,records\xpack\item\equipmentarmor\greaves\us_l_002.dbr,Greaves,ArmorProtective_LowerBody,xpack,us_l_002,Poseidon's Greaves,Greaves_Poseidons_Greaves
1586,records\xpack3\items\equipmentarmor\greaves\mi_n_potamoimagemage.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_n_potamoimagemage,,Greaves_Potamoimagemage
1587,records\xpack3\items\equipmentarmor\greaves\mi_e_potamoimagemage.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_e_potamoimagemage,,Greaves_Potamoimagemage_1
1588,records\xpack3\items\equipmentarmor\greaves\mi_l_potamoimagemage.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_l_potamoimagemage,,Greaves_Potamoimagemage_2
1589,records\xpack3\items\equipmentarmor\greaves\mi_n_potamoiwarriormelee.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_n_potamoiwarriormelee,,Greaves_Potamoiwarriormelee
1590,records\xpack3\items\equipmentarmor\greaves\mi_e_potamoiwarriormelee.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_e_potamoiwarriormelee,,Greaves_Potamoiwarriormelee_1
1591,records\xpack3\items\equipmentarmor\greaves\mi_l_potamoiwarriormelee.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_l_potamoiwarriormelee,,Greaves_Potamoiwarriormelee_2
1592,records\xpack\item\equipmentarmor\greaves\mi_n_machaemelee.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_n_machaemelee,Proioxis,Greaves_Proioxis
1593,records\xpack\item\equipmentarmor\greaves\mi_e_machaemelee.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_e_machaemelee,Proioxis,Greaves_Proioxis_1
1594,records\xpack\item\equipmentarmor\greaves\mi_l_machaemelee.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_l_machaemelee,Proioxis,Greaves_Proioxis_2
1595,records\xpack\item\equipmentarmor\greaves\secreto_greaves.dbr,Greaves,ArmorProtective_LowerBody,xpack,secreto_greaves,Prometheus Greaves,Greaves_Prometheus_Greaves
1596,records\item\equipmentgreaves\mi_e_tigermanmelee.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_e_tigermanmelee,Prowler's Legguards,Greaves_Prowlers_Legguards
1597,records\item\equipmentgreaves\mi_l_tigermanmelee.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_l_tigermanmelee,Prowler's Legguards,Greaves_Prowlers_Legguards_1
1598,records\xpack4\item\equipmentarmor\greaves\u_l_ptahmosesleggings.dbr,Greaves,ArmorProtective_LowerBody,xpack4,u_l_ptahmosesleggings,,Greaves_Ptahmosesleggings
1599,records\item\equipmentgreaves\us_n_ramses'royalarmor.dbr,Greaves,ArmorProtective_LowerBody,Original,us_n_ramses'royalarmor,Ramses' Greaves,Greaves_Ramses_Greaves
1600,records\item\equipmentgreaves\mi_n_ratmanchampion.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_n_ratmanchampion,,Greaves_Ratmanchampion
1601,records\xpack3\items\equipmentarmor\greaves\u_n_set08.dbr,Greaves,ArmorProtective_LowerBody,xpack3,u_n_set08,Reptilian Legs,Greaves_Reptilian_Legs
1602,records\item\equipmentgreaves\mi_e_goldenskeleton.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_e_goldenskeleton,Revenant Greaves,Greaves_Revenant_Greaves
1603,records\item\equipmentgreaves\mi_l_goldenskeleton.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_l_goldenskeleton,Revenant Greaves,Greaves_Revenant_Greaves_1
1604,records\item\equipmentgreaves\us_e_rogue'scover.dbr,Greaves,ArmorProtective_LowerBody,Original,us_e_rogue'scover,Rogue's Greaves,Greaves_Rogues_Greaves
1605,records\xpack\item\equipmentarmor\greaves\u_n_002.dbr,Greaves,ArmorProtective_LowerBody,xpack,u_n_002,Royal Cavalryman's Boots,Greaves_Royal_Cavalrymans_Boots
1606,records\xpack\item\equipmentarmor\greaves\um_n_003.dbr,Greaves,ArmorProtective_LowerBody,xpack,um_n_003,Runeweave Leggings,Greaves_Runeweave_Leggings
1607,records\xpack\item\equipmentarmor\greaves\z_santa01.dbr,Greaves,ArmorProtective_LowerBody,xpack,z_santa01,Santa's Boots,Greaves_Santas_Boots
1608,records\xpack\item\equipmentarmor\greaves\um_n_001.dbr,Greaves,ArmorProtective_LowerBody,xpack,um_n_001,Seerwraps,Greaves_Seerwraps
1609,records\xpack2\item\equipmentarmor\greaves\u_n_02.dbr,Greaves,ArmorProtective_LowerBody,xpack2,u_n_02,Seidhmadr Wraps,Greaves_Seidhmadr_Wraps
1610,records\xpack3\items\equipmentarmor\greaves\mi_n_serpentoidmage.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_n_serpentoidmage,,Greaves_Serpentoidmage
1611,records\xpack3\items\equipmentarmor\greaves\mi_e_serpentoidmage.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_e_serpentoidmage,,Greaves_Serpentoidmage_1
1612,records\xpack3\items\equipmentarmor\greaves\mi_l_serpentoidmage.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_l_serpentoidmage,,Greaves_Serpentoidmage_2
1613,records\xpack3\items\equipmentarmor\greaves\mi_n_serpentoidmelee.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_n_serpentoidmelee,,Greaves_Serpentoidmelee
1614,records\xpack3\items\equipmentarmor\greaves\mi_e_serpentoidmelee.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_e_serpentoidmelee,,Greaves_Serpentoidmelee_1
1615,records\xpack3\items\equipmentarmor\greaves\mi_l_serpentoidmelee.dbr,Greaves,ArmorProtective_LowerBody,xpack3,mi_l_serpentoidmelee,,Greaves_Serpentoidmelee_2
1616,records\xpack\item\equipmentarmor\greaves\us_n_001.dbr,Greaves,ArmorProtective_LowerBody,xpack,us_n_001,Shade Stalkers,Greaves_Shade_Stalkers
1617,records\item\equipmentgreaves\us_e_shadowguard.dbr,Greaves,ArmorProtective_LowerBody,Original,us_e_shadowguard,Shadow's Flight,Greaves_Shadows_Flight
1618,records\item\equipmentgreaves\mi_e_neanderthalmage.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_e_neanderthalmage,Shaman's Leggings,Greaves_Shamans_Leggings
1619,records\item\equipmentgreaves\mi_l_neanderthalmage.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_l_neanderthalmage,Shaman's Leggings,Greaves_Shamans_Leggings_1
1620,records\item\equipmentgreaves\us_n_gebeltjauti.dbr,Greaves,ArmorProtective_LowerBody,Original,us_n_gebeltjauti,Silent Runners,Greaves_Silent_Runners
1621,records\xpack2\item\equipmentarmor\greaves\u_n_05.dbr,Greaves,ArmorProtective_LowerBody,xpack2,u_n_05,Sirona's Leggings,Greaves_Sironas_Leggings
1622,records\xpack\item\equipmentarmor\greaves\um_e_001.dbr,Greaves,ArmorProtective_LowerBody,xpack,um_e_001,Sleepwalker's Stride,Greaves_Sleepwalkers_Stride
1623,records\xpack\item\equipmentarmor\greaves\mi_e_formicidmelee01.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_e_formicidmelee01,Soldier's Legplate,Greaves_Soldiers_Legplate
1624,records\xpack\item\equipmentarmor\greaves\mi_l_formicidmelee01.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_l_formicidmelee01,Soldier's Legplate,Greaves_Soldiers_Legplate_1
1625,records\xpack3\items\equipmentarmor\greaves\u_e_set06.dbr,Greaves,ArmorProtective_LowerBody,xpack3,u_e_set06,Solon's Greaves,Greaves_Solons_Greaves
1626,records\item\equipmentgreaves\us_e_aspectofthewild.dbr,Greaves,ArmorProtective_LowerBody,Original,us_e_aspectofthewild,Speed of the Wild,Greaves_Speed_Of_The_Wild
1627,records\xpack2\item\equipmentarmor\greaves\us_n_sucellus.dbr,Greaves,ArmorProtective_LowerBody,xpack2,us_n_sucellus,Sucellus Legguards,Greaves_Sucellus_Legguards
1628,records\item\equipmentgreaves\um_e_taklamakanleggings.dbr,Greaves,ArmorProtective_LowerBody,Original,um_e_taklamakanleggings,Taklamakan Leggings,Greaves_Taklamakan_Leggings
1629,records\xpack\item\equipmentarmor\greaves\z_cowboy01.dbr,Greaves,ArmorProtective_LowerBody,xpack,z_cowboy01,Tarwater's Kickers,Greaves_Tarwaters_Kickers
1630,records\xpack3\items\equipmentarmor\greaves\u_l_02.dbr,Greaves,ArmorProtective_LowerBody,xpack3,u_l_02,The Dark Depths,Greaves_The_Dark_Depths
1631,records\xpack\item\equipmentarmor\greaves\mi_e_empusamage.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_e_empusamage,The Night Mistress's Leggings,Greaves_The_Night_Mistresss_Leggings
1632,records\xpack\item\equipmentarmor\greaves\mi_l_empusamage.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_l_empusamage,The Night Mistress's Leggings,Greaves_The_Night_Mistresss_Leggings_1
1633,records\xpack2\item\equipmentarmor\greaves\usm_e_shade.dbr,Greaves,ArmorProtective_LowerBody,xpack2,usm_e_shade,The Path of Mortals,Greaves_The_Path_Of_Mortals
1634,records\item\equipmentgreaves\mi_e_ratmanchampion.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_e_ratmanchampion,The Rat's Track,Greaves_The_Rats_Track
1635,records\item\equipmentgreaves\mi_l_ratmanchampion.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_l_ratmanchampion,The Rat's Track,Greaves_The_Rats_Track_1
1636,records\item\equipmentgreaves\us_n_thebanpanoply.dbr,Greaves,ArmorProtective_LowerBody,Original,us_n_thebanpanoply,Theban Greaves,Greaves_Theban_Greaves
1637,records\xpack4\item\equipmentarmor\greaves\u_l_thesandalsofthedragonprincess.dbr,Greaves,ArmorProtective_LowerBody,xpack4,u_l_thesandalsofthedragonprincess,,Greaves_Thesandalsofthedragonprincess
1638,records\xpack2\item\equipmentarmor\greaves\u_n_01.dbr,Greaves,ArmorProtective_LowerBody,xpack2,u_n_01,Thialfi's Studded Shins,Greaves_Thialfis_Studded_Shins
1639,records\xpack2\item\equipmentarmor\greaves\u_e_02.dbr,Greaves,ArmorProtective_LowerBody,xpack2,u_e_02,Thracian Shin Guards,Greaves_Thracian_Shin_Guards
1640,records\xpack4\item\equipmentarmor\greaves\us_l_thutmosessandalsofspeed.dbr,Greaves,ArmorProtective_LowerBody,xpack4,us_l_thutmosessandalsofspeed,,Greaves_Thutmosessandalsofspeed
1641,records\item\equipmentgreaves\mi_n_tigermanmelee.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_n_tigermanmelee,,Greaves_Tigermanmelee
1642,records\xpack4\item\equipmentarmor\greaves\mi_l_tigermanranged_boots_01.dbr,Greaves,ArmorProtective_LowerBody,xpack4,mi_l_tigermanranged_boots_01,,Greaves_Tigermanranged_Boots_01
1643,records\xpack4\item\equipmentarmor\greaves\mi_l_tigermansorcerer_boots_01.dbr,Greaves,ArmorProtective_LowerBody,xpack4,mi_l_tigermansorcerer_boots_01,,Greaves_Tigermansorcerer_Boots_01
1644,records\xpack2\item\equipmentarmor\greaves\z_tracksuit.dbr,Greaves,ArmorProtective_LowerBody,xpack2,z_tracksuit,Track Pants,Greaves_Track_Pants
1645,records\item\equipmentgreaves\us_l_tracker'sarmor.dbr,Greaves,ArmorProtective_LowerBody,Original,us_l_tracker'sarmor,Tracker's Leg Guard,Greaves_Trackers_Leg_Guard
1646,records\xpack2\item\equipmentarmor\greaves\u_l_03.dbr,Greaves,ArmorProtective_LowerBody,xpack2,u_l_03,Trollwrestler Greaves,Greaves_Trollwrestler_Greaves
1647,records\xpack2\item\equipmentarmor\greaves\u_e_01.dbr,Greaves,ArmorProtective_LowerBody,xpack2,u_e_01,Trunks of Mogon,Greaves_Trunks_Of_Mogon
1648,records\xpack3\items\equipmentarmor\greaves\u_n_set10.dbr,Greaves,ArmorProtective_LowerBody,xpack3,u_n_set10,Turdulic Greaves,Greaves_Turdulic_Greaves
1649,records\xpack3\items\equipmentarmor\greaves\um_n_set09.dbr,Greaves,ArmorProtective_LowerBody,xpack3,um_n_set09,,Greaves_Umnset09
1650,records\item\equipmentgreaves\us_l_eternalwardoftartarus.dbr,Greaves,ArmorProtective_LowerBody,Original,us_l_eternalwardoftartarus,Unyielding Shackles of Tartarus,Greaves_Unyielding_Shackles_Of_Tartarus
1651,records\xpack2\item\equipmentarmor\greaves\u_e_04.dbr,Greaves,ArmorProtective_LowerBody,xpack2,u_e_04,Völva's Hardened Wraps,Greaves_V_lvas_Hardened_Wraps
1652,records\item\equipmentgreaves\mi_e_yerren.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_e_yerren,Warchief's Leggings,Greaves_Warchiefs_Leggings
1653,records\item\equipmentgreaves\mi_l_yerren.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_l_yerren,Warchief's Leggings,Greaves_Warchiefs_Leggings_1
1654,records\item\equipmentgreaves\us_e_warden'scharge.dbr,Greaves,ArmorProtective_LowerBody,Original,us_e_warden'scharge,Warden's Greaves,Greaves_Wardens_Greaves
1655,records\item\equipmentgreaves\us_e_warrior'spanoply.dbr,Greaves,ArmorProtective_LowerBody,Original,us_e_warrior'spanoply,Warrior's Buskin,Greaves_Warriors_Buskin
1656,records\item\equipmentgreaves\mi_e_duneraider.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_e_duneraider,Windswept Greaves,Greaves_Windswept_Greaves
1657,records\item\equipmentgreaves\mi_l_duneraider.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_l_duneraider,Windswept Greaves,Greaves_Windswept_Greaves_1
1658,records\xpack3\items\equipmentarmor\greaves\um_e_01.dbr,Greaves,ArmorProtective_LowerBody,xpack3,um_e_01,Wisdom of Metis,Greaves_Wisdom_Of_Metis
1659,records\xpack\item\equipmentarmor\greaves\mi_e_anouranmage.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_e_anouranmage,Witch Doctor's Leggings,Greaves_Witch_Doctors_Leggings
1660,records\xpack\item\equipmentarmor\greaves\mi_l_anouranmage.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_l_anouranmage,Witch Doctor's Leggings,Greaves_Witch_Doctors_Leggings_1
1661,records\item\equipmentgreaves\mi_n_wraith.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_n_wraith,,Greaves_Wraith
1662,records\xpack\item\equipmentarmor\greaves\usm_n_001.dbr,Greaves,ArmorProtective_LowerBody,xpack,usm_n_001,Wraps of Erebus,Greaves_Wraps_Of_Erebus
1663,records\xpack2\item\equipmentarmor\greaves\mi_n_nerthusshaman.dbr,Greaves,ArmorProtective_LowerBody,xpack2,mi_n_nerthusshaman,Wraps of the Chosen,Greaves_Wraps_Of_The_Chosen
1664,records\xpack2\item\equipmentarmor\greaves\mi_e_nerthusshaman.dbr,Greaves,ArmorProtective_LowerBody,xpack2,mi_e_nerthusshaman,Wraps of the Chosen,Greaves_Wraps_Of_The_Chosen_1
1665,records\xpack2\item\equipmentarmor\greaves\mi_l_nerthusshaman.dbr,Greaves,ArmorProtective_LowerBody,xpack2,mi_l_nerthusshaman,Wraps of the Chosen,Greaves_Wraps_Of_The_Chosen_2
1666,records\xpack4\item\equipmentarmor\greaves\us_l_xuanwuswrapsofheavenlyjade.dbr,Greaves,ArmorProtective_LowerBody,xpack4,us_l_xuanwuswrapsofheavenlyjade,,Greaves_Xuanwuswrapsofheavenlyjade
1667,records\item\equipmentgreaves\mi_n_yerren.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_n_yerren,,Greaves_Yerren
1668,records\xpack4\item\equipmentarmor\greaves\u_l_zhaolangsbootsoffortune.dbr,Greaves,ArmorProtective_LowerBody,xpack4,u_l_zhaolangsbootsoffortune,,Greaves_Zhaolangsbootsoffortune
1669,records\xpack4\item\equipmentarmor\greaves\u_l_zhouleggings.dbr,Greaves,ArmorProtective_LowerBody,xpack4,u_l_zhouleggings,,Greaves_Zhouleggings
1670,records\item\equipmenthelm\usm_e_adept'sregalia.dbr,Helm,ArmorProtective_Head,Original,usm_e_adept'sregalia,Adept's Diadem,Helm_Adepts_Diadem
1671,records\xpack\item\equipmentarmor\helm\us_e_001.dbr,Helm,ArmorProtective_Head,xpack,us_e_001,Agamemnon's Crest,Helm_Agamemnons_Crest
1672,records\item\equipmenthelm\u_l_agamemnon'sdeathmask.dbr,Helm,ArmorProtective_Head,Original,u_l_agamemnon'sdeathmask,Agamemnon's Death Mask,Helm_Agamemnons_Death_Mask
1673,records\xpack3\items\equipmentarmor\helm\um_l_set07.dbr,Helm,ArmorProtective_Head,xpack3,um_l_set07,Agenor's Frill,Helm_Agenors_Frill
1674,records\xpack\item\equipmentarmor\helm\mi_e_machaemelee.dbr,Helm,ArmorProtective_Head,xpack,mi_e_machaemelee,Alala,Helm_Alala
1675,records\xpack\item\equipmentarmor\helm\mi_l_machaemelee.dbr,Helm,ArmorProtective_Head,xpack,mi_l_machaemelee,Alala,Helm_Alala_1
1676,records\xpack\item\equipmentarmor\helm\mi_e_gigantesmelee02.dbr,Helm,ArmorProtective_Head,xpack,mi_e_gigantesmelee02,Alcyoneus' Mask,Helm_Alcyoneus_Mask
1677,records\xpack\item\equipmentarmor\helm\mi_l_gigantesmelee02.dbr,Helm,ArmorProtective_Head,xpack,mi_l_gigantesmelee02,Alcyoneus' Mask,Helm_Alcyoneus_Mask_1
1678,records\item\equipmenthelm\us_l_alexander'spanoply.dbr,Helm,ArmorProtective_Head,Original,us_l_alexander'spanoply,Alexander's Plumed Helm,Helm_Alexanders_Plumed_Helm
1679,records\xpack\item\equipmentarmor\helm\mi_e_keresmelee.dbr,Helm,ArmorProtective_Head,xpack,mi_e_keresmelee,Anaplekte's Skullcap,Helm_Anaplektes_Skullcap
1680,records\xpack\item\equipmentarmor\helm\mi_l_keresmelee.dbr,Helm,ArmorProtective_Head,xpack,mi_l_keresmelee,Anaplekte's Skullcap,Helm_Anaplektes_Skullcap_1
1681,records\xpack4\item\equipmentarmor\helm\u_l_anubitehelm.dbr,Helm,ArmorProtective_Head,xpack4,u_l_anubitehelm,,Helm_Anubitehelm
1682,records\item\equipmenthelm\u_e_ao-chin'sredcap.dbr,Helm,ArmorProtective_Head,Original,u_e_ao-chin'sredcap,Ao-Chin's Red Cap,Helm_Ao_chins_Red_Cap
1683,records\item\equipmenthelm\us_e_armoroftheimmortalguard.dbr,Helm,ArmorProtective_Head,Original,us_e_armoroftheimmortalguard,Apple Bearer's Cap,Helm_Apple_Bearers_Cap
1684,records\item\equipmenthelm\mi_n_arachnos.dbr,Helm,ArmorProtective_Head,Original,mi_n_arachnos,,Helm_Arachnos
1685,records\item\equipmenthelm\usm_l_archmage'sregalia.dbr,Helm,ArmorProtective_Head,Original,usm_l_archmage'sregalia,Archmage's Diadem,Helm_Archmages_Diadem
1686,records\item\equipmenthelm\u_l_ares'warhelm.dbr,Helm,ArmorProtective_Head,Original,u_l_ares'warhelm,Ares' War Helm,Helm_Ares_War_Helm
1687,records\xpack2\item\equipmentarmor\helm\u_n_03.dbr,Helm,ArmorProtective_Head,xpack2,u_n_03,Arubianus Helmet,Helm_Arubianus_Helmet
1688,records\item\equipmenthelm\us_l_assassin'scover.dbr,Helm,ArmorProtective_Head,Original,us_l_assassin'scover,Assassin's Shroud,Helm_Assassins_Shroud
1689,records\item\equipmenthelm\u_e_athlon.dbr,Helm,ArmorProtective_Head,Original,u_e_athlon,Athlon,Helm_Athlon
1690,records\xpack\item\equipmentarmor\helm\mi_n_troglodytemelee.dbr,Helm,ArmorProtective_Head,xpack,mi_n_troglodytemelee,Atouk,Helm_Atouk
1691,records\xpack\item\equipmentarmor\helm\mi_e_troglodytemelee.dbr,Helm,ArmorProtective_Head,xpack,mi_e_troglodytemelee,Atouk,Helm_Atouk_1
1692,records\xpack\item\equipmentarmor\helm\mi_l_troglodytemelee.dbr,Helm,ArmorProtective_Head,xpack,mi_l_troglodytemelee,Atouk,Helm_Atouk_2
1693,records\item\equipmenthelm\us_n_babylonianraiment.dbr,Helm,ArmorProtective_Head,Original,us_n_babylonianraiment,Babylonian Helm,Helm_Babylonian_Helm
1694,records\item\equipmenthelm\mi_e_tigermanmage.dbr,Helm,ArmorProtective_Head,Original,mi_e_tigermanmage,Bai Hu's Coronal,Helm_Bai_Hus_Coronal
1695,records\item\equipmenthelm\mi_l_tigermanmage.dbr,Helm,ArmorProtective_Head,Original,mi_l_tigermanmage,Bai Hu's Coronal,Helm_Bai_Hus_Coronal_1
1696,records\item\equipmenthelm\mi_n_bandari.dbr,Helm,ArmorProtective_Head,Original,mi_n_bandari,,Helm_Bandari
1697,records\item\equipmenthelm\mi_e_bandari.dbr,Helm,ArmorProtective_Head,Original,mi_e_bandari,Bandari's Helm,Helm_Bandaris_Helm
