Difficulty,Affix Type,Affix,"% Affix weight
(inside rand table)","% Affix drop chance
(all rand tables)","Table
DB Record","Randomizer
DB Record",dbr,pack,record
Epic,Prefix,Kingly,1.1668611435239198,0.0555648163582819,xpack/torsomage_e04.dbr,rare_kingly_01.dbr,rare_kingly_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_kingly_01.dbr
Epic,Prefix,Purifying,7.292882147024501,0.3472801022392619,xpack/torsomage_e04.dbr,defensive_resistpoison_04.dbr,defensive_resistpoison_04.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistpoison_04.dbr
Epic,Prefix,Transcendent,0.49591598599766606,0.0236150469522698,xpack/torsomage_e04.dbr,xpack/rare_allresists_01.dbr,rare_allresists_01.dbr,xpack,records\xpack\item\lootmagicalaffixes\Prefix\default\rare_allresists_01.dbr
Epic,Prefix,Insulated,1.4585764294048997,0.0694560204478524,xpack/torsomage_e04.dbr,defensive_resistcold_02.dbr,defensive_resistcold_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistcold_02.dbr
Epic,Prefix,Plato's,0.5834305717619599,0.027782408179141002,xpack/torsomage_e04.dbr,rare_intmana_03.dbr,rare_intmana_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_intmana_03.dbr
Epic,Prefix,Curative,1.4585764294048997,0.0694560204478524,xpack/torsomage_e04.dbr,defensive_resistpoison_03.dbr,defensive_resistpoison_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistpoison_03.dbr
Epic,Prefix,Lithe,6.35939323220537,0.30282824915263695,xpack/torsomage_e04.dbr,character_reducedequipreq_02.dbr,character_reducedequipreq_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_reducedequipreq_02.dbr
Epic,Prefix,Savant's,14.002333722286998,0.6667777962993829,xpack/torsomage_e04.dbr,character_attributeenergy_04.dbr,character_attributeenergy_04.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_attributeenergy_04.dbr
Epic,Prefix,Resistant,0.43757292882147,0.0208368061343557,xpack/torsomage_e04.dbr,defensive_resistmulti_coldfire_03.dbr,defensive_resistmulti_coldfire_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistmulti_coldfire_03.dbr
Epic,Prefix,Resistant,7.292882147024501,0.3472801022392619,xpack/torsomage_e04.dbr,defensive_resistcold_03.dbr,defensive_resistcold_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistcold_03.dbr
Epic,Prefix,Honor Guard’s,0.5834305717619599,0.027782408179141002,xpack/torsomage_e04.dbr,rare_honorguards_03.dbr,rare_honorguards_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_honorguards_03.dbr
Epic,Prefix,Stalwart,1.4585764294048997,0.0694560204478524,xpack/torsomage_e04.dbr,defensive_protection_07.dbr,defensive_protection_07.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_protection_07.dbr
Epic,Prefix,Insulated,1.4585764294048997,0.0694560204478524,xpack/torsomage_e04.dbr,defensive_resistlightning_02.dbr,defensive_resistlightning_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistlightning_02.dbr
Normal,Prefix,Aristotle's,0.31007751937984496,0.0238521168753727,xpack/staffb_n04.dbr,rare_intmana_02.dbr,rare_intmana_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_intmana_02.dbr
Normal,Prefix,Stormcaller's,3.87596899224806,0.298151460942159,xpack/staffb_n04.dbr,character_skillmasteryh_01.dbr,character_skillmasteryh_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_skillmasteryh_01.dbr
Normal,Prefix,Wanderer's,3.87596899224806,0.298151460942159,xpack/staffb_n04.dbr,character_skillmasteryf_01.dbr,character_skillmasteryf_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_skillmasteryf_01.dbr
Normal,Prefix,Light,31.0077519379845,2.3852116875372698,xpack/staffb_n04.dbr,character_reducedequipreq_01.dbr,character_reducedequipreq_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_reducedequipreq_01.dbr
Normal,Prefix,Runemaster's ,4.1343669250646,0.31802822500496897,xpack/staffb_n04.dbr,xpack2/character_skillmasteryrunes_01.dbr,character_skillmasteryrunes_01.dbr,xpack2,records\xpack2\item\lootmagicalaffixes\Prefix\default\character_skillmasteryrunes_01.dbr
Normal,Prefix,Pyromancer's,3.87596899224806,0.298151460942159,xpack/staffb_n04.dbr,character_skillmasterye_01.dbr,character_skillmasterye_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_skillmasterye_01.dbr
Normal,Prefix,Diogenes',0.31007751937984496,0.0238521168753727,xpack/staffb_n04.dbr,rare_intmana_01.dbr,rare_intmana_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_intmana_01.dbr
Normal,Prefix,Mentor's,5.16795865633075,0.39753528125621207,xpack/staffb_n04.dbr,character_attributeenergy_03.dbr,character_attributeenergy_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_attributeenergy_03.dbr
Normal,Prefix,Treacherous,0.258397932816538,0.0198767640628106,xpack/staffb_n04.dbr,rare_oa%currentlife_01.dbr,rare_oa%currentlife_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%currentlife_01.dbr
Normal,Prefix,Murderous,0.516795865633075,0.0397535281256212,xpack/staffb_n04.dbr,rare_oa%currentlife_02.dbr,rare_oa%currentlife_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%currentlife_02.dbr
Normal,Prefix,Dreadful,0.41343669250646004,0.0318028225004969,xpack/staffb_n04.dbr,rare_dreadful_weapon_03.dbr,rare_dreadful_weapon_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_dreadful_weapon_03.dbr
Normal,Prefix,Dreadful,0.7751937984496121,0.0596302921884317,xpack/staffb_n04.dbr,rare_dreadful_weapon_02.dbr,rare_dreadful_weapon_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_dreadful_weapon_02.dbr
Normal,Prefix,Scholar's,36.175710594315206,2.7827469687934796,xpack/staffb_n04.dbr,character_attributeenergy_02.dbr,character_attributeenergy_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_attributeenergy_02.dbr
Normal,Prefix,Searing,0.7751937984496121,0.0596302921884317,xpack/staffb_n04.dbr,rare_fireburn_01.dbr,rare_fireburn_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_fireburn_01.dbr
Normal,Prefix,Shaman's,3.87596899224806,0.298151460942159,xpack/staffb_n04.dbr,character_skillmasteryg_01.dbr,character_skillmasteryg_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_skillmasteryg_01.dbr
Normal,Prefix,Dreamweaver's,3.87596899224806,0.298151460942159,xpack/staffb_n04.dbr,xpack/character_skillmasterydream_01.dbr,character_skillmasterydream_01.dbr,xpack,records\xpack\item\lootmagicalaffixes\Prefix\default\character_skillmasterydream_01.dbr
Normal,Prefix,Bitter,0.7751937984496121,0.0596302921884317,xpack/staffb_n04.dbr,rare_coldslow_01.dbr,rare_coldslow_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_coldslow_01.dbr
Normal,Suffix,of Speed,1.13122171945701,0.0491835530198702,xpack/staff_n04.dbr,character_speedattack_03.dbr,character_speedattack_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_speedattack_03.dbr
Normal,Suffix,of Vitality,4.52488687782805,0.19673421207948102,xpack/staff_n04.dbr,character_attributelife_04.dbr,character_attributelife_04.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributelife_04.dbr
Normal,Suffix,of Survival,6.78733031674208,0.29510131811922097,xpack/staff_n04.dbr,character_attributelife_03.dbr,character_attributelife_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributelife_03.dbr
Normal,Suffix,of Pain,0.904977375565611,0.0393468424158961,xpack/staff_n04.dbr,xpack/rare_-%speedbleeddmg%bleed_01.dbr,rare_-%speedbleeddmg%bleed_01.dbr,xpack,records\xpack\item\lootmagicalaffixes\Suffix\default\rare_-%speedbleeddmg%bleed_01.dbr
Normal,Suffix,of Foresight,1.13122171945701,0.0491835530198702,xpack/staff_n04.dbr,rare_%int%energy_01.dbr,rare_%int%energy_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\rare_%int%energy_01.dbr
Normal,Suffix,of Acuity,6.78733031674208,0.29510131811922097,xpack/staff_n04.dbr,character_attributeintelligence_03.dbr,character_attributeintelligence_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributeintelligence_03.dbr
Normal,Suffix,of Proficiency,0.5656108597285071,0.0245917765099351,xpack/staff_n04.dbr,character_abilitydefensive_02.dbr,character_abilitydefensive_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_abilitydefensive_02.dbr
Normal,Suffix,of Feasting,6.78733031674208,0.29510131811922097,xpack/staff_n04.dbr,offensive_damage%lifeleech_01.dbr,offensive_damage%lifeleech_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_damage%lifeleech_01.dbr
Normal,Suffix,of Dazing,2.2624434389140298,0.0983671060397403,xpack/staff_n04.dbr,offensive_stun_01.dbr,offensive_stun_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_stun_01.dbr
Normal,Suffix,of Trickery,1.13122171945701,0.0491835530198702,xpack/staff_n04.dbr,rare_speedattack%dodge_01.dbr,rare_speedattack%dodge_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\rare_speedattack%dodge_01.dbr
Normal,Suffix,of Haste,4.52488687782805,0.19673421207948102,xpack/staff_n04.dbr,character_speedattack_02.dbr,character_speedattack_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_speedattack_02.dbr
Normal,Suffix,of Subjugation,1.13122171945701,0.0491835530198702,xpack/staff_n04.dbr,xpack/petbonus_healtharmor_02.dbr,petbonus_healtharmor_02.dbr,xpack,records\xpack\item\lootmagicalaffixes\Suffix\default\petbonus_healtharmor_02.dbr
Normal,Suffix,of Augury,0.5656108597285071,0.0245917765099351,xpack/staff_n04.dbr,rare_%int%energy_02.dbr,rare_%int%energy_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\rare_%int%energy_02.dbr
Normal,Suffix,of Quickness,6.78733031674208,0.29510131811922097,xpack/staff_n04.dbr,character_speedattack_01.dbr,character_speedattack_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_speedattack_01.dbr
Normal,Suffix,of Concentration,1.35746606334842,0.0590202636238442,xpack/staff_n04.dbr,character_cooldownreduction_01.dbr,character_cooldownreduction_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_cooldownreduction_01.dbr
Normal,Suffix,of Reasoning,6.78733031674208,0.29510131811922097,xpack/staff_n04.dbr,character_attributeintelligence_02.dbr,character_attributeintelligence_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributeintelligence_02.dbr
Normal,Suffix,of Harrowing,0.904977375565611,0.0393468424158961,xpack/staff_n04.dbr,xpack/rare_%life+%stun_01.dbr,rare_%life+%stun_01.dbr,xpack,records\xpack\item\lootmagicalaffixes\Suffix\default\rare_%life+%stun_01.dbr
Normal,Suffix,of the Betrayer,1.13122171945701,0.0491835530198702,xpack/staff_n04.dbr,rare_betrayer_01.dbr,rare_betrayer_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\rare_betrayer_01.dbr
Normal,Suffix,of Spirit,6.78733031674208,0.29510131811922097,xpack/staff_n04.dbr,character_attributeenergy_02.dbr,character_attributeenergy_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributeenergy_02.dbr
Normal,Suffix,of Rumination,0.904977375565611,0.0393468424158961,xpack/staff_n04.dbr,character_cooldownreduction_02.dbr,character_cooldownreduction_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_cooldownreduction_02.dbr
Normal,Suffix,of Servitude,2.2624434389140298,0.0983671060397403,xpack/staff_n04.dbr,xpack/petbonus_healtharmor_01.dbr,petbonus_healtharmor_01.dbr,xpack,records\xpack\item\lootmagicalaffixes\Suffix\default\petbonus_healtharmor_01.dbr
Normal,Suffix,of Essence,6.78733031674208,0.29510131811922097,xpack/staff_n04.dbr,character_attributeenergy_03.dbr,character_attributeenergy_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributeenergy_03.dbr
Normal,Suffix,of Dexterity,6.78733031674208,0.29510131811922097,xpack/staff_n04.dbr,character_attributedexterity_02.dbr,character_attributedexterity_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributedexterity_02.dbr
Normal,Suffix,of Finesse,6.78733031674208,0.29510131811922097,xpack/staff_n04.dbr,character_attributedexterity_03.dbr,character_attributedexterity_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributedexterity_03.dbr
Normal,Suffix,of Demonology,6.78733031674208,0.29510131811922097,xpack/staff_n04.dbr,offensive_+%damage to demons_01.dbr,offensive_+%damage to demons_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%damage to demons_01.dbr
Normal,Suffix,of Necromancy,3.39366515837104,0.14755065905960998,xpack/staff_n04.dbr,offensive_+%damage to undead_01.dbr,offensive_+%damage to undead_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%damage to undead_01.dbr
Normal,Suffix,of the Siren,1.69683257918552,0.0737753295298052,xpack/staff_n04.dbr,rare_siren_01.dbr,rare_siren_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\rare_siren_01.dbr
Normal,Suffix,of Endowment,0.5656108597285071,0.0245917765099351,xpack/staff_n04.dbr,character_abilitydefensive_03.dbr,character_abilitydefensive_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_abilitydefensive_03.dbr
Normal,Suffix,of Torment,0.904977375565611,0.0393468424158961,xpack/staff_n04.dbr,xpack/rare_lifedmgreducedresist_02.dbr,rare_lifedmgreducedresist_02.dbr,xpack,records\xpack\item\lootmagicalaffixes\Suffix\default\rare_lifedmgreducedresist_02.dbr
Normal,Suffix,of Ability,1.13122171945701,0.0491835530198702,xpack/staff_n04.dbr,character_abilitydefensive_01.dbr,character_abilitydefensive_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_abilitydefensive_01.dbr
Normal,Prefix,Incising,0.987166831194472,0.0759359100918825,xpack/swordb_n04.dbr,rare_piercebleed_02.dbr,rare_piercebleed_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_piercebleed_02.dbr
Normal,Prefix,Penetrating,0.493583415597236,0.0379679550459412,xpack/swordb_n04.dbr,rare_piercebleed_01.dbr,rare_piercebleed_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_piercebleed_01.dbr
Normal,Prefix,Cruel,0.296150049358342,0.0227807730275647,xpack/swordb_n04.dbr,rare_oa%dmg_01.dbr,rare_oa%dmg_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%dmg_01.dbr
Normal,Prefix,Rogue's,14.807502467917098,1.13903865137824,xpack/swordb_n04.dbr,character_skillmasteryd_01.dbr,character_skillmasteryd_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_skillmasteryd_01.dbr
Normal,Prefix,Relentless,1.08588351431392,0.0835295011010707,xpack/swordb_n04.dbr,rare_%dmgatkspd_01.dbr,rare_%dmgatkspd_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_%dmgatkspd_01.dbr
Normal,Prefix,Cyclopean,1.48075024679171,0.11390386513782401,xpack/swordb_n04.dbr,rare_%dmgstr_01.dbr,rare_%dmgstr_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_%dmgstr_01.dbr
Normal,Prefix,Ruthless,0.987166831194472,0.0759359100918825,xpack/swordb_n04.dbr,rare_oa%dmg_04.dbr,rare_oa%dmg_04.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%dmg_04.dbr
Normal,Prefix,Relentless,2.6653504442250697,0.205026957248083,xpack/swordb_n04.dbr,rare_%dmgatkspd_01.dbr,rare_%dmgatkspd_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_%dmgatkspd_01.dbr
Normal,Prefix,Veteran’s,4.1461006910167795,0.31893082238590603,xpack/swordb_n04.dbr,rare_veteransweapon_01.dbr,rare_veteransweapon_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_veteransweapon_01.dbr
Normal,Prefix,Murderous,2.46791707798618,0.18983977522970602,xpack/swordb_n04.dbr,rare_oa%currentlife_02.dbr,rare_oa%currentlife_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%currentlife_02.dbr
Normal,Prefix,Treacherous,2.46791707798618,0.18983977522970602,xpack/swordb_n04.dbr,rare_oa%currentlife_01.dbr,rare_oa%currentlife_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%currentlife_01.dbr
Normal,Prefix,Light,59.2300098716683,4.55615460551295,xpack/swordb_n04.dbr,character_reducedequipreq_01.dbr,character_reducedequipreq_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_reducedequipreq_01.dbr
Normal,Prefix,Perforating,0.987166831194472,0.0759359100918825,xpack/swordb_n04.dbr,rare_piercebleed_03.dbr,rare_piercebleed_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_piercebleed_03.dbr
Normal,Prefix,Vicious,0.592300098716683,0.0455615460551295,xpack/swordb_n04.dbr,rare_oa%dmg_03.dbr,rare_oa%dmg_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%dmg_03.dbr
Normal,Prefix,Murderous,0.987166831194472,0.0759359100918825,xpack/swordb_n04.dbr,rare_oa%currentlife_02.dbr,rare_oa%currentlife_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%currentlife_02.dbr
Normal,Prefix,Brutal,0.592300098716683,0.0455615460551295,xpack/swordb_n04.dbr,rare_oa%dmg_02.dbr,rare_oa%dmg_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%dmg_02.dbr
Normal,Prefix,Treacherous,0.493583415597236,0.0379679550459412,xpack/swordb_n04.dbr,rare_oa%currentlife_01.dbr,rare_oa%currentlife_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%currentlife_01.dbr
Normal,Prefix,Bitter,1.48075024679171,0.11390386513782401,xpack/swordb_n04.dbr,rare_coldslow_01.dbr,rare_coldslow_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_coldslow_01.dbr
Normal,Prefix,Searing,1.48075024679171,0.11390386513782401,xpack/swordb_n04.dbr,rare_fireburn_01.dbr,rare_fireburn_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_fireburn_01.dbr
Normal,Prefix,Dreadful,1.48075024679171,0.11390386513782401,xpack/swordb_n04.dbr,rare_dreadful_weapon_02.dbr,rare_dreadful_weapon_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_dreadful_weapon_02.dbr
Normal,Prefix,Dreadful,0.789733464955577,0.060748728073505995,xpack/swordb_n04.dbr,rare_dreadful_weapon_03.dbr,rare_dreadful_weapon_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_dreadful_weapon_03.dbr
Normal,Suffix,of Thorns,0.9523809523809521,0.041407867494823995,xpack/torsomage_n04.dbr,retaliation_pierce_02.dbr,retaliation_pierce_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\retaliation_pierce_02.dbr
Normal,Suffix,of Prowess,1.9047619047619,0.08281573498964799,xpack/torsomage_n04.dbr,character_abilitydefensive_04.dbr,character_abilitydefensive_04.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_abilitydefensive_04.dbr
Normal,Suffix,of Reasoning,5.71428571428571,0.24844720496894396,xpack/torsomage_n04.dbr,character_attributeintelligence_02.dbr,character_attributeintelligence_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributeintelligence_02.dbr
Normal,Suffix,of Needles,4.76190476190476,0.20703933747412,xpack/torsomage_n04.dbr,retaliation_pierce_01.dbr,retaliation_pierce_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\retaliation_pierce_01.dbr
Normal,Suffix,of Champions,0.7619047619047621,0.0331262939958592,xpack/torsomage_n04.dbr,xpack/rare_healthmanatotaldmg_01.dbr,rare_healthmanatotaldmg_01.dbr,xpack,records\xpack\item\lootmagicalaffixes\Suffix\default\rare_healthmanatotaldmg_01.dbr
Normal,Suffix,of Endowment,2.85714285714286,0.12422360248447198,xpack/torsomage_n04.dbr,character_abilitydefensive_03.dbr,character_abilitydefensive_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_abilitydefensive_03.dbr
Normal,Suffix,of the Wilds,0.47619047619047605,0.020703933747411998,xpack/torsomage_n04.dbr,rare_pierceret%life_01.dbr,rare_pierceret%life_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\rare_pierceret%life_01.dbr
Normal,Suffix,of Spirit,5.71428571428571,0.24844720496894396,xpack/torsomage_n04.dbr,character_attributeenergy_02.dbr,character_attributeenergy_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributeenergy_02.dbr
Normal,Suffix,of Willpower,1.42857142857143,0.06211180124223599,xpack/torsomage_n04.dbr,xpack/defensive_resistsleep_02.dbr,defensive_resistsleep_02.dbr,xpack,records\xpack\item\lootmagicalaffixes\Suffix\default\defensive_resistsleep_02.dbr
Normal,Suffix,of Rejuvenation,5.71428571428571,0.24844720496894396,xpack/torsomage_n04.dbr,character_regenlife_02.dbr,character_regenlife_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_regenlife_02.dbr
Normal,Suffix,of the Glade,0.38095238095238104,0.0165631469979296,xpack/torsomage_n04.dbr,rare_glade_armor_01.dbr,rare_glade_armor_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\rare_glade_armor_01.dbr
Normal,Suffix,of Inertia,6.19047619047619,0.269151138716356,xpack/torsomage_n04.dbr,xpack/defensive_resistslow_01.dbr,defensive_resistslow_01.dbr,xpack,records\xpack\item\lootmagicalaffixes\Suffix\default\defensive_resistslow_01.dbr
Normal,Suffix,of Vitality,3.80952380952381,0.16563146997929598,xpack/torsomage_n04.dbr,character_attributelife_04.dbr,character_attributelife_04.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributelife_04.dbr
Normal,Suffix,of Refuge,0.47619047619047605,0.020703933747411998,xpack/torsomage_n04.dbr,rare_da%protect_01.dbr,rare_da%protect_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\rare_da%protect_01.dbr
Normal,Suffix,of Momentum,2.38095238095238,0.10351966873706,xpack/torsomage_n04.dbr,xpack/defensive_resistslow_02.dbr,defensive_resistslow_02.dbr,xpack,records\xpack\item\lootmagicalaffixes\Suffix\default\defensive_resistslow_02.dbr
Normal,Suffix,of Acuity,5.71428571428571,0.24844720496894396,xpack/torsomage_n04.dbr,character_attributeintelligence_03.dbr,character_attributeintelligence_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributeintelligence_03.dbr
Normal,Suffix,of Survival,5.71428571428571,0.24844720496894396,xpack/torsomage_n04.dbr,character_attributelife_03.dbr,character_attributelife_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributelife_03.dbr
Normal,Suffix,of Restoration,1.9047619047619,0.08281573498964799,xpack/torsomage_n04.dbr,character_regenlife_03.dbr,character_regenlife_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_regenlife_03.dbr
Normal,Suffix,of Protection,3.4285714285714306,0.149068322981366,xpack/torsomage_n04.dbr,defensive_%protection_01.dbr,defensive_%protection_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\defensive_%protection_01.dbr
Normal,Suffix,of Solace,0.7619047619047621,0.0331262939958592,xpack/torsomage_n04.dbr,xpack/rare_chancetoresistall_02.dbr,rare_chancetoresistall_02.dbr,xpack,records\xpack\item\lootmagicalaffixes\Suffix\default\rare_chancetoresistall_02.dbr
Normal,Suffix,of Shelter,0.38095238095238104,0.0165631469979296,xpack/torsomage_n04.dbr,defensive_%protection_02.dbr,defensive_%protection_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\defensive_%protection_02.dbr
Normal,Suffix,of Retribution,1.9047619047619,0.08281573498964799,xpack/torsomage_n04.dbr,retaliation_leechlife_02.dbr,retaliation_leechlife_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\retaliation_leechlife_02.dbr
Normal,Suffix,of Reprisal,5.71428571428571,0.24844720496894396,xpack/torsomage_n04.dbr,retaliation_leechlife_01.dbr,retaliation_leechlife_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\retaliation_leechlife_01.dbr
Normal,Suffix,of Dexterity,5.71428571428571,0.24844720496894396,xpack/torsomage_n04.dbr,character_attributedexterity_02.dbr,character_attributedexterity_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributedexterity_02.dbr
Normal,Suffix,of Essence,5.71428571428571,0.24844720496894396,xpack/torsomage_n04.dbr,character_attributeenergy_03.dbr,character_attributeenergy_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributeenergy_03.dbr
Normal,Suffix,of Virility,5.71428571428571,0.24844720496894396,xpack/torsomage_n04.dbr,character_attributestrength_03.dbr,character_attributestrength_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributestrength_03.dbr
Normal,Suffix,of Finesse,5.71428571428571,0.24844720496894396,xpack/torsomage_n04.dbr,character_attributedexterity_03.dbr,character_attributedexterity_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributedexterity_03.dbr
Normal,Suffix,of Discipline,2.38095238095238,0.10351966873706,xpack/torsomage_n04.dbr,xpack/defensive_resistsleep_01.dbr,defensive_resistsleep_01.dbr,xpack,records\xpack\item\lootmagicalaffixes\Suffix\default\defensive_resistsleep_01.dbr
Normal,Suffix,of Strength,5.71428571428571,0.24844720496894396,xpack/torsomage_n04.dbr,character_attributestrength_02.dbr,character_attributestrength_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributestrength_02.dbr
Normal,Prefix,Hardy,0.46282904252241797,0.035602234040186004,xpack/torsomage_n04.dbr,rare_strlife_01.dbr,rare_strlife_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_strlife_01.dbr
Normal,Prefix,Diogenes',0.404975412207116,0.0311519547851628,xpack/torsomage_n04.dbr,rare_intmana_01.dbr,rare_intmana_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_intmana_01.dbr
Normal,Prefix,Profaned,0.376048597049465,0.0289268151576511,xpack/torsomage_n04.dbr,xpack/rare_negregenpoisonretal%poison_02.dbr,rare_negregenpoisonretal%poison_02.dbr,xpack,records\xpack\item\lootmagicalaffixes\Prefix\default\rare_negregenpoisonretal%poison_02.dbr
Normal,Prefix,Cleansing,4.33902227364767,0.33377094412674396,xpack/torsomage_n04.dbr,defensive_resistpoison_02.dbr,defensive_resistpoison_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistpoison_02.dbr
Normal,Prefix,Hale,0.26034133641886,0.0200262566476046,xpack/torsomage_n04.dbr,rare_strlife_03.dbr,rare_strlife_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_strlife_03.dbr
Normal,Prefix,Insulated,8.67804454729534,0.6675418882534879,xpack/torsomage_n04.dbr,defensive_resistfire_02.dbr,defensive_resistfire_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistfire_02.dbr
