record,_id,isit,isr,isatl,find,category,class,pack,_Name,Name,id,Quality
records\item\equipmentshield\us_n_thebanpanoply.dbr,tagUWeapon069,False,False,False,@level04$: @act01$,Shield,WeaponArmor_Shield,Original,us_n_thebanpanoply_Shield_Original,Theban Shield,Theban_Shield_0,
records\item\equipmentarmband\usm_e_umbralraiment.dbr,tagUArmor066,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Armbands,ArmorProtective_Forearm,Original,usm_e_umbralraiment_Armbands_Original,Umbral Cuffs,Umbral_Cuffs_0,
records\item\equipmentarmor\usm_e_umbralraiment.dbr,tagUArmor398,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Armor,ArmorProtective_UpperBody,Original,usm_e_umbralraiment_Armor_Original,Umbral Robe,Umbral_Robe_0,
records\item\equipmenthelm\usm_e_umbralraiment.dbr,tagUArmor250,False,False,False,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$",Helm,ArmorProtective_Head,Original,usm_e_umbralraiment_Helm_Original,Umbral Crown,Umbral_Crown_0,
records\item\equipmentweapon\staff\u_e_soulquencher.dbr,tagUWeapon265,False,False,False,"@level05$: @act03$, @level06$: @act02$, @act03$",Staff,WeaponMagical_Staff,Original,u_e_soulquencher_Staff_Original,Soul Quencher,Soul_Quencher_0,
records\item\equipmentarmband\us_e_warden'scharge.dbr,tagUArmor120,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Armbands,ArmorProtective_Forearm,Original,us_e_wardenscharge_Armbands_Original,Warden's Armguard,Wardens_Armguard_0,
records\item\equipmentarmor\us_e_warden'scharge.dbr,tagUArmor375,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Armor,ArmorProtective_UpperBody,Original,us_e_wardenscharge_Armor_Original,Warden's Breastplate,Wardens_Breastplate_0,
records\item\equipmentgreaves\us_e_warden'scharge.dbr,tagUArmor162,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Greaves,ArmorProtective_LowerBody,Original,us_e_wardenscharge_Greaves_Original,Warden's Greaves,Wardens_Greaves_0,
records\item\equipmenthelm\us_e_warden'scharge.dbr,tagUArmor228,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Helm,ArmorProtective_Head,Original,us_e_wardenscharge_Helm_Original,Warden's Helm,Wardens_Helm_0,
records\item\equipmentshield\us_e_warden'scharge.dbr,tagUWeapon064,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Shield,WeaponArmor_Shield,Original,us_e_wardenscharge_Shield_Original,Warden's Faith,Wardens_Faith_0,
records\item\equipmentweapon\club\us_e_warden'scharge.dbr,tagUWeapon194,False,False,False,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$",Mace,WeaponMelee_Mace,Original,us_e_wardenscharge_Mace_Original,Warden's Wrath,Wardens_Wrath_0,
records\item\equipmentarmband\us_e_warrior'spanoply.dbr,tagUArmor121,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armbands,ArmorProtective_Forearm,Original,us_e_warriorspanoply_Armbands_Original,Warrior's Bracers,Warriors_Bracers_0,
records\item\equipmentarmor\us_e_warrior'spanoply.dbr,tagUArmor376,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Armor,ArmorProtective_UpperBody,Original,us_e_warriorspanoply_Armor_Original,Warrior's Plate,Warriors_Plate_0,
records\item\equipmentgreaves\us_e_warrior'spanoply.dbr,tagUArmor163,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Greaves,ArmorProtective_LowerBody,Original,us_e_warriorspanoply_Greaves_Original,Warrior's Buskin,Warriors_Buskin_0,
records\item\equipmenthelm\us_e_warrior'spanoply.dbr,tagUArmor229,False,False,False,"@level05$: @amount07$, @level06$: @amount07$",Helm,ArmorProtective_Head,Original,us_e_warriorspanoply_Helm_Original,Warrior's Brain-cage,Warriors_Brain_cage_0,
records\xpack\item\equipmentarmor\helm\u_n_002.dbr,xtagUArmor110,True,False,False,@level04$: @act04$,Helm,ArmorProtective_Head,xpack,u_n_002_Helm_xpack,Templar's Brain-cage,Templars_Brain_cage_0,
records\xpack\item\equipmentarmor\torso\u_n_002.dbr,xtagUArmor032,True,False,False,@level04$: @act04$,Armor,ArmorProtective_UpperBody,xpack,u_n_002_Armor_xpack,Templar's Zeal,Templars_Zeal_0,
records\xpack\item\le_new\secreto_helm.dbr,tagSetSecretoHelm,True,False,False,Quest reward for helping the Promethean Order,Helm,ArmorProtective_Head,Extra,secreto_helm_Helm_Extra,,secreto_helm_Helm_Extra,
records\xpack\item\le_new\secreto_torso.dbr,tagSetSecretoTorso,True,False,False,Quest reward for helping the Promethean Order,Armor,ArmorProtective_UpperBody,Extra,secreto_torso_Armor_Extra,,secreto_torso_Armor_Extra,
records\xpack\item\le_new\secreto_greaves.dbr,tagSetSecretoLegs,True,False,False,Quest reward for helping the Promethean Order,Armbands,ArmorProtective_Forearm,Extra,secreto_greaves_Armbands_Extra,,secreto_greaves_Armbands_Extra,
records\xpack\item\le_new\secreto_shield.dbr,tagSetSecretoShield,True,False,False,Quest reward for helping the Promethean Order,Shield,WeaponArmor_Shield,Extra,secreto_shield_Shield_Extra,,secreto_shield_Shield_Extra,
records\xpack\item\le_new\secreto_club.dbr,tagSetSecretoClub,True,False,False,Quest reward for helping the Promethean Order,Mace,WeaponMelee_Mace,Extra,secreto_club_Mace_Extra,,secreto_club_Mace_Extra,
records\item\equipmentarmor\um_e_pythia'svestment.dbr,tagUArmor343,False,False,False,@level05$: @act01$,Armor,ArmorProtective_UpperBody,Original,um_e_pythiasvestment_Armor_Original,Vestment of the Pythia,Vestment_of_the_Pythia_0,
records\item\equipmentarmband\um_e_pythia'sclasp.dbr,tagUArmor048,False,False,False,@level05$: @act01$,Armbands,ArmorProtective_Forearm,Original,um_e_pythiasclasp_Armbands_Original,Clasp of the Pythia,Clasp_of_the_Pythia_0,
records\item\equipmentarmband\um_n_jadeclasp.dbr,tagUArmor058,False,False,False,@level04$: @act03$,Armbands,ArmorProtective_Forearm,Original,um_n_jadeclasp_Armbands_Original,Jade Clasp,Jade_Clasp_0,
records\item\equipmentring\u_n_jadeband.dbr,tagUArmor026,False,False,False,@level04$: @act03$,Ring,ArmorJewelry_Ring,Original,u_n_jadeband_Ring_Original,Jade Band,Jade_Band_0,
records\item\equipmentamulet\u_n_jadetotem.dbr,tagUArmor098,False,False,False,@level04$: @act03$,Amulet,ArmorJewelry_Amulet,Original,u_n_jadetotem_Amulet_Original,Jade Totem,Jade_Totem_0,
records\item\equipmentarmband\um_e_crystalbracelet.dbr,tagUArmor040,False,False,False,@level05$: @act02$,Armbands,ArmorProtective_Forearm,Original,um_e_crystalbracelet_Armbands_Original,Crystal Bracelet,Crystal_Bracelet_0,
records\item\equipmentamulet\u_e_crystaltotem.dbr,tagUArmor075,False,False,False,@level05$: @act02$,Amulet,ArmorJewelry_Amulet,Original,u_e_crystaltotem_Amulet_Original,Crystal Totem,Crystal_Totem_0,
records\item\equipmentring\u_e_crystalring.dbr,tagUArmor006,False,False,False,@level05$: @act02$,Ring,ArmorJewelry_Ring,Original,u_e_crystalring_Ring_Original,Crystal Ring,Crystal_Ring_0,
records\xpack\item\equipmentarmor\armband\us_e_001.dbr,xtagUArmor071,True,False,False,"@level05$: @act04$, @level06$: @act04$",Armbands,ArmorProtective_Forearm,xpack,us_e_001_Armbands_xpack,Menelaus' Grip,Menelaus_Grip_0,
records\xpack\item\equipmentarmor\helm\us_e_001.dbr,xtagUArmor123,True,False,False,"@level05$: @act04$, @level06$: @act04$",Helm,ArmorProtective_Head,xpack,us_e_001_Helm_xpack,Agamemnon's Crest,Agamemnons_Crest_0,
records\xpack\item\equipmentarmor\torso\us_e_001.dbr,xtagUArmor045,True,False,False,"@level05$: @act04$, @level06$: @act04$",Armor,ArmorProtective_UpperBody,xpack,us_e_001_Armor_xpack,Aegis of Atreus,Aegis_of_Atreus_0,
records\xpack\item\equipmentarmor\torso\z_pirate01.dbr,xtagUArmor055,True,False,False,@act05$,Armor,ArmorProtective_UpperBody,xpack,z_pirate01_Armor_xpack,Blackbeard's Coat,Blackbeards_Coat_0,
records\xpack\item\equipmentarmor\greaves\z_pirate01.dbr,xtagUArmor108,True,False,False,@act05$,Greaves,ArmorProtective_LowerBody,xpack,z_pirate01_Greaves_xpack,Blackbeard's Booties,Blackbeards_Booties_0,
records\xpack\item\equipmentarmor\helm\z_pirate01.dbr,xtagUArmor133,True,False,False,@act05$,Helm,ArmorProtective_Head,xpack,z_pirate01_Helm_xpack,Tricorne Hat,Tricorne_Hat_0,
records\xpack\item\equipmentarmor\greaves\us_e_002.dbr,xtagUArmor099,True,False,False,"@level05$: @act04$, @level06$: @act04$",Greaves,ArmorProtective_LowerBody,xpack,us_e_002_Greaves_xpack,Diomedes' Buskin,Diomedes_Buskin_0,
records\xpack\item\equipmentarmor\helm\us_e_002.dbr,xtagUArmor124,True,False,False,"@level05$: @act04$, @level06$: @act04$",Helm,ArmorProtective_Head,xpack,us_e_002_Helm_xpack,Diomedes' War Helm,Diomedes_War_Helm_0,
records\xpack\item\equipmentarmor\torso\us_e_002.dbr,xtagUArmor046,True,False,False,"@level05$: @act04$, @level06$: @act04$",Armor,ArmorProtective_UpperBody,xpack,us_e_002_Armor_xpack,Diomedes' Breastplate,Diomedes_Breastplate_0,
records\xpack\item\equipmentarmor\armband\usm_e_001.dbr,xtagUArmor074,True,False,False,"@level05$: @act04$, @level06$: @act04$",Armbands,ArmorProtective_Forearm,xpack,usm_e_001_Armbands_xpack,Dreamweaver's Coil,Dreamweavers_Coil_0,
records\xpack\item\equipmentarmor\greaves\usm_e_001.dbr,xtagUArmor102,True,False,False,"@level05$: @act04$, @level06$: @act04$",Greaves,ArmorProtective_LowerBody,xpack,usm_e_001_Greaves_xpack,Dreamweaver's Leggings,Dreamweavers_Leggings_0,
records\xpack\item\equipmentarmor\helm\usm_e_001.dbr,xtagUArmor127,True,False,False,"@level05$: @act04$, @level06$: @act04$",Helm,ArmorProtective_Head,xpack,usm_e_001_Helm_xpack,Dreamweaver's Crown,Dreamweavers_Crown_0,
records\xpack\item\equipmentarmor\torso\usm_e_001.dbr,xtagUArmor049,True,False,False,"@level05$: @act04$, @level06$: @act04$",Armor,ArmorProtective_UpperBody,xpack,usm_e_001_Armor_xpack,Dreamweaver's Vestment,Dreamweavers_Vestment_0,
records\xpack\item\equipmentweapons\staff\usm_e_001.dbr,xtagUWeapon082,True,False,False,"@level05$: @act04$, @level06$: @act04$",Staff,WeaponMagical_Staff,xpack,usm_e_001_Staff_xpack,Dreamweaver's Rod,Dreamweavers_Rod_0,
records\xpack\item\equipmentarmor\armband\us_n_001.dbr,xtagUArmor070,True,False,False,@level04$: @act04$,Armbands,ArmorProtective_Forearm,xpack,us_n_001_Armbands_xpack,Death Touch,Death_Touch_0,
records\xpack\item\equipmentarmor\greaves\us_n_001.dbr,xtagUArmor098,True,False,False,@level04$: @act04$,Greaves,ArmorProtective_LowerBody,xpack,us_n_001_Greaves_xpack,Shade Stalkers,Shade_Stalkers_0,
records\xpack\item\equipmentarmor\helm\us_n_001.dbr,xtagUArmor122,True,False,False,@level04$: @act04$,Helm,ArmorProtective_Head,xpack,us_n_001_Helm_xpack,Shroud of Shadows,Shroud_of_Shadows_0,
records\xpack\item\equipmentarmor\torso\us_n_001.dbr,xtagUArmor044,True,False,False,@level04$: @act04$,Armor,ArmorProtective_UpperBody,xpack,us_n_001_Armor_xpack,Breastplate of Morte,Breastplate_of_Morte_0,
records\xpack\item\equipmentweapons\shield\us_n_001.dbr,xtagUWeapon007,True,False,False,@level04$: @act04$,Shield,WeaponArmor_Shield,xpack,us_n_001_Shield_xpack,Shield of Anguish,Shield_of_Anguish_0,
records\xpack\item\equipmentweapons\spear\us_n_001.dbr,xtagUWeapon067,True,False,False,@level04$: @act04$,Spear,WeaponHunting_Spear,xpack,us_n_001_Spear_xpack,Soul Spike,Soul_Spike_0,
records\xpack\item\equipmentarmor\torso\z_sleuth01.dbr,xtagUArmor041,True,False,False,@act05$,Armor,ArmorProtective_UpperBody,xpack,z_sleuth01_Armor_xpack,Detective's Greatcoat,Detectives_Greatcoat_0,
records\xpack\item\equipmentarmor\armband\z_sleuth01.dbr,xtagUArmor067,True,False,False,@act05$,Armbands,ArmorProtective_Forearm,xpack,z_sleuth01_Armbands_xpack,Detective's Gloves,Detectives_Gloves_0,
records\xpack\item\equipmentarmor\greaves\z_sleuth01.dbr,xtagUArmor095,True,False,False,@act05$,Greaves,ArmorProtective_LowerBody,xpack,z_sleuth01_Greaves_xpack,Detective's Spats,Detectives_Spats_0,
records\xpack\item\equipmentarmor\helm\z_sleuth01.dbr,xtagUArmor134,True,False,False,@act05$,Helm,ArmorProtective_Head,xpack,z_sleuth01_Helm_xpack,Deerstalker Hat,Deerstalker_Hat_0,
records\xpack\item\equipmentweapons\club\z_sleuth01.dbr,xtagUWeapon054,True,False,False,@act05$,Mace,WeaponMelee_Mace,xpack,z_sleuth01_Mace_xpack,Bludgeon of True Sight,Bludgeon_of_True_Sight_0,
records\xpack\item\equipmentarmor\torso\z_santa01.dbr,xtagUArmor053,True,False,False,@act05$,Armor,ArmorProtective_UpperBody,xpack,z_santa01_Armor_xpack,Santa's Winter Coat,Santas_Winter_Coat_0,
records\xpack\item\equipmentarmor\helm\z_santa01.dbr,xtagUArmor131,True,False,False,@act05$,Helm,ArmorProtective_Head,xpack,z_santa01_Helm_xpack,Santa's Hat,Santas_Hat_0,
records\xpack\item\equipmentarmor\armband\z_santa01.dbr,xtagUArmor078,True,False,False,@act05$,Armbands,ArmorProtective_Forearm,xpack,z_santa01_Armbands_xpack,Santa's Gloves,Santas_Gloves_0,
records\xpack\item\equipmentarmor\greaves\z_santa01.dbr,xtagUArmor106,True,False,False,@act05$,Greaves,ArmorProtective_LowerBody,xpack,z_santa01_Greaves_xpack,Santa's Boots,Santas_Boots_0,
records\xpack\item\equipmentweapons\club\z_santa01.dbr,xtagUWeapon056,True,False,False,@act05$,Mace,WeaponMelee_Mace,xpack,z_santa01_Mace_xpack,Santa's Cane,Santas_Cane_0,
records\xpack\item\equipmentweapons\shield\z_santa01.dbr,xtagUWeapon011,True,False,False,@act05$,Shield,WeaponArmor_Shield,xpack,z_santa01_Shield_xpack,Santa's Peppermint,Santas_Peppermint_0,
records\xpack\item\equipmentarmor\armband\us_e_004.dbr,xtagUArmor069,True,False,False,"@level05$: @act04$, @level06$: @act04$",Armbands,ArmorProtective_Forearm,xpack,us_e_004_Armbands_xpack,Harbinger's Bracer,Harbingers_Bracer_0,
records\xpack\item\equipmentarmor\greaves\us_e_004.dbr,xtagUArmor097,True,False,False,"@level05$: @act04$, @level06$: @act04$",Greaves,ArmorProtective_LowerBody,xpack,us_e_004_Greaves_xpack,Harbinger's Greaves,Harbingers_Greaves_0,
records\xpack\item\equipmentarmor\helm\us_e_004.dbr,xtagUArmor121,True,False,False,"@level05$: @act04$, @level06$: @act04$",Helm,ArmorProtective_Head,xpack,us_e_004_Helm_xpack,Harbinger's Helm,Harbingers_Helm_0,
records\xpack\item\equipmentarmor\torso\us_e_004.dbr,xtagUArmor043,True,False,False,"@level05$: @act04$, @level06$: @act04$",Armor,ArmorProtective_UpperBody,xpack,us_e_004_Armor_xpack,Harbinger's Breastplate,Harbingers_Breastplate_0,
records\xpack\item\equipmentweapons\sword\us_e_004.dbr,xtagUWeapon097,True,False,False,"@level05$: @act04$, @level06$: @act04$",Sword,WeaponMelee_Sword,xpack,us_e_004_Sword_xpack,Prophecy,Prophecy_0,
records\xpack\item\equipmentarmor\armband\us_e_005.dbr,xtagUArmor072,True,False,False,"@level05$: @act04$, @level06$: @act04$",Armbands,ArmorProtective_Forearm,xpack,us_e_005_Armbands_xpack,Ordu Arm-guard,Ordu_Arm_guard_0,
records\xpack\item\equipmentarmor\ring\us_e_005.dbr,xtagUArmor010,True,False,False,"@level05$: @act04$, @level06$: @act04$",Ring,ArmorJewelry_Ring,xpack,us_e_005_Ring_xpack,Ordu Thumb Ring,Ordu_Thumb_Ring_0,
records\xpack\item\equipmentweapons\bow\us_e_005.dbr,xtagUWeapon039,True,False,False,"@level05$: @act04$, @level06$: @act04$",Bow,WeaponHunting_Bow,xpack,us_e_005_Bow_xpack,Ordu Composite Bow,Ordu_Composite_Bow_0,
records\xpack\item\equipmentarmor\helm\z_cowboy01.dbr,xtagUArmor132,True,False,False,@act05$,Helm,ArmorProtective_Head,xpack,z_cowboy01_Helm_xpack,Tarwater's Shade,Tarwaters_Shade_0,
records\xpack\item\equipmentarmor\greaves\z_cowboy01.dbr,xtagUArmor107,True,False,False,@act05$,Greaves,ArmorProtective_LowerBody,xpack,z_cowboy01_Greaves_xpack,Tarwater's Kickers,Tarwaters_Kickers_0,
records\xpack\item\equipmentarmor\armband\usm_n_001.dbr,xtagUArmor075,True,False,False,@level04$: @act04$,Armbands,ArmorProtective_Forearm,xpack,usm_n_001_Armbands_xpack,Armlets of Erebus,Armlets_of_Erebus_0,
records\xpack\item\equipmentarmor\greaves\usm_n_001.dbr,xtagUArmor103,True,False,False,@level04$: @act04$,Greaves,ArmorProtective_LowerBody,xpack,usm_n_001_Greaves_xpack,Wraps of Erebus,Wraps_of_Erebus_0,
records\xpack\item\equipmentarmor\helm\usm_n_001.dbr,xtagUArmor128,True,False,False,@level04$: @act04$,Helm,ArmorProtective_Head,xpack,usm_n_001_Helm_xpack,Crown of Erebus,Crown_of_Erebus_0,
records\xpack\item\equipmentarmor\torso\usm_n_001.dbr,xtagUArmor050,True,False,False,@level04$: @act04$,Armor,ArmorProtective_UpperBody,xpack,usm_n_001_Armor_xpack,Robes of Erebus,Robes_of_Erebus_0,
records\xpack\item\equipmentweapons\staff\usm_n_001.dbr,xtagUWeapon083,True,False,False,@level04$: @act04$,Staff,WeaponMagical_Staff,xpack,usm_n_001_Staff_xpack,Scepter of Erebus,Scepter_of_Erebus_0,
records\xpack2\item\equipmentarmor\helm\us_n_brennus.dbr,x2tagUArmor016,True,True,False,"@level04$: @act06$, @level05$: @act01$",Helm,ArmorProtective_Head,xpack2,us_n_brennus_Helm_xpack2,Brennus' Great Helm,Brennus_Great_Helm_0,
records\xpack2\item\equipmentarmor\torso\us_n_brennus.dbr,x2tagUArmor015,True,True,False,"@level04$: @act06$, @level05$: @act01$",Armor,ArmorProtective_UpperBody,xpack2,us_n_brennus_Armor_xpack2,Brennus' Plate,Brennus_Plate_0,
records\xpack2\item\equipmentarmor\armband\us_n_brennus.dbr,x2tagUArmor017,True,True,False,"@level04$: @act06$, @level05$: @act01$",Armbands,ArmorProtective_Forearm,xpack2,us_n_brennus_Armbands_xpack2,Brennus' Armbands,Brennus_Armbands_0,
records\xpack2\item\equipmentarmor\greaves\us_n_brennus.dbr,x2tagUArmor018,True,True,False,"@level04$: @act06$, @level05$: @act01$",Greaves,ArmorProtective_LowerBody,xpack2,us_n_brennus_Greaves_xpack2,Brennus' Striped Pants,Brennus_Striped_Pants_0,
records\xpack2\item\equipmentarmor\torso\u_n_02.dbr,x2tagUArmor044,True,True,False,"@level04$: @act06$, @level05$: @act01$",Armor,ArmorProtective_UpperBody,xpack2,u_n_02_Armor_xpack2,Thialfi's Studded Vest,Thialfis_Studded_Vest_0,
records\xpack2\item\equipmentarmor\armband\u_n_01.dbr,x2tagUArmor073,True,True,False,"@level04$: @act06$, @level05$: @act01$",Armbands,ArmorProtective_Forearm,xpack2,u_n_01_Armbands_xpack2,Thialfi's Studded Arms,Thialfis_Studded_Arms_0,
records\xpack2\item\equipmentarmor\greaves\u_n_01.dbr,x2tagUArmor088,True,True,False,"@level04$: @act06$, @level05$: @act01$",Greaves,ArmorProtective_LowerBody,xpack2,u_n_01_Greaves_xpack2,Thialfi's Studded Shins,Thialfis_Studded_Shins_0,
records\xpack2\item\equipmentarmor\armband\us_n_sucellus.dbr,x2tagUArmor019,True,True,False,"@level04$: @act06$, @level05$: @act01$",Armbands,ArmorProtective_Forearm,xpack2,us_n_sucellus_Armbands_xpack2,Sucellus Armguards,Sucellus_Armguards_0,
records\xpack2\item\equipmentarmor\greaves\us_n_sucellus.dbr,x2tagUArmor020,True,True,False,"@level04$: @act06$, @level05$: @act01$",Greaves,ArmorProtective_LowerBody,xpack2,us_n_sucellus_Greaves_xpack2,Sucellus Legguards,Sucellus_Legguards_0,
records\xpack3\items\equipmentarmor\armband\u_e_set03.dbr,x3tagUArmor113,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_e_set03_Armbands_xpack3,,u_e_set03_Armbands_xpack3,
records\xpack3\items\equipmentarmor\greaves\u_e_set03.dbr,x3tagUArmor213,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,u_e_set03_Greaves_xpack3,,u_e_set03_Greaves_xpack3,
records\xpack3\items\equipmentarmor\torso\u_e_set03.dbr,x3tagUArmor513,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,u_e_set03_Armor_xpack3,,u_e_set03_Armor_xpack3,
records\xpack3\items\equipmentarmor\amulet\u_e_set03.dbr,x3tagUArmor013,True,False,True,,Amulet,ArmorJewelry_Amulet,xpack3,u_e_set03_Amulet_xpack3,,u_e_set03_Amulet_xpack3,
records\xpack3\items\equipmentarmor\armband\um_e_set05.dbr,x3tagUArmor115,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,um_e_set05_Armbands_xpack3,,um_e_set05_Armbands_xpack3,
records\xpack3\items\equipmentarmor\greaves\um_e_set05.dbr,x3tagUArmor215,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,um_e_set05_Greaves_xpack3,,um_e_set05_Greaves_xpack3,
records\xpack3\items\equipmentarmor\helm\um_e_set05.dbr,x3tagUArmor315,True,False,True,,Helm,ArmorProtective_Head,xpack3,um_e_set05_Helm_xpack3,,um_e_set05_Helm_xpack3,
records\xpack3\items\equipmentarmor\torso\um_e_set05.dbr,x3tagUArmor515,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,um_e_set05_Armor_xpack3,,um_e_set05_Armor_xpack3,
records\xpack3\items\equipmentweapon\staff\u_e_set05.dbr,x3tagUWeapon703,True,False,True,,Staff,WeaponMagical_Staff,xpack3,u_e_set05_Staff_xpack3,,u_e_set05_Staff_xpack3,
records\xpack3\items\equipmentarmor\armband\u_e_set06.dbr,x3tagUArmor116,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_e_set06_Armbands_xpack3,,u_e_set06_Armbands_xpack3,
records\xpack3\items\equipmentarmor\greaves\u_e_set06.dbr,x3tagUArmor216,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,u_e_set06_Greaves_xpack3,,u_e_set06_Greaves_xpack3,
records\xpack3\items\equipmentarmor\helm\u_e_set06.dbr,x3tagUArmor316,True,False,True,,Helm,ArmorProtective_Head,xpack3,u_e_set06_Helm_xpack3,,u_e_set06_Helm_xpack3,
records\xpack3\items\equipmentarmor\torso\u_e_set06.dbr,x3tagUArmor516,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,u_e_set06_Armor_xpack3,,u_e_set06_Armor_xpack3,
records\xpack3\items\equipmentarmor\armband\um_l_set07.dbr,x3tagUArmor117,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,um_l_set07_Armbands_xpack3,,um_l_set07_Armbands_xpack3,
records\xpack3\items\equipmentarmor\greaves\um_l_set07.dbr,x3tagUArmor217,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,um_l_set07_Greaves_xpack3,,um_l_set07_Greaves_xpack3,
records\xpack3\items\equipmentarmor\helm\um_l_set07.dbr,x3tagUArmor317,True,False,True,,Helm,ArmorProtective_Head,xpack3,um_l_set07_Helm_xpack3,,um_l_set07_Helm_xpack3,
records\xpack3\items\equipmentarmor\torso\um_l_set07.dbr,x3tagUArmor517,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,um_l_set07_Armor_xpack3,,um_l_set07_Armor_xpack3,
records\xpack3\items\equipmentarmor\armband\u_n_set08.dbr,x3tagUArmor118,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_n_set08_Armbands_xpack3,,u_n_set08_Armbands_xpack3,
records\xpack3\items\equipmentarmor\greaves\u_n_set08.dbr,x3tagUArmor218,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,u_n_set08_Greaves_xpack3,,u_n_set08_Greaves_xpack3,
records\xpack3\items\equipmentarmor\armband\um_n_set09.dbr,x3tagUArmor119,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,um_n_set09_Armbands_xpack3,,um_n_set09_Armbands_xpack3,
records\xpack3\items\equipmentarmor\ring\um_n_set09.dbr,x3tagUArmor419,True,False,True,,Ring,ArmorJewelry_Ring,xpack3,um_n_set09_Ring_xpack3,,um_n_set09_Ring_xpack3,
records\xpack3\items\equipmentarmor\armband\u_n_set10.dbr,x3tagUArmor120,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_n_set10_Armbands_xpack3,,u_n_set10_Armbands_xpack3,
records\xpack3\items\equipmentarmor\greaves\u_n_set10.dbr,x3tagUArmor220,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,u_n_set10_Greaves_xpack3,,u_n_set10_Greaves_xpack3,
records\xpack3\items\equipmentarmor\helm\u_n_set10.dbr,x3tagUArmor320,True,False,True,,Helm,ArmorProtective_Head,xpack3,u_n_set10_Helm_xpack3,,u_n_set10_Helm_xpack3,
records\xpack3\items\equipmentarmor\torso\u_n_set10.dbr,x3tagUArmor520,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,u_n_set10_Armor_xpack3,,u_n_set10_Armor_xpack3,
records\xpack3\items\equipmentweapon\club\u_n_set12.dbr,x3tagU_Club08,True,False,True,,Mace,WeaponMelee_Mace,xpack3,u_n_set12_Mace_xpack3,,u_n_set12_Mace_xpack3,
records\xpack3\items\equipmentweapon\shield\u_n_set12.dbr,x3tagU_Shield05,True,False,True,,Shield,WeaponArmor_Shield,xpack3,u_n_set12_Shield_xpack3,,u_n_set12_Shield_xpack3,
records\item\equipmentarmband\us_l_abyssalarmor.dbr,tagUArmor122,False,False,False,@level06$: @amount07$,Armbands,ArmorProtective_Forearm,Original,us_l_abyssalarmor_Armbands_Original,Abyssal Bracers,Abyssal_Bracers_0,
records\item\equipmentarmor\us_l_abyssalarmor.dbr,tagUArmor377,False,False,False,@level06$: @amount07$,Armor,ArmorProtective_UpperBody,Original,us_l_abyssalarmor_Armor_Original,Abyssal Plate,Abyssal_Plate_0,
records\item\equipmentgreaves\us_l_abyssalarmor.dbr,tagUArmor164,False,False,False,@level06$: @amount07$,Greaves,ArmorProtective_LowerBody,Original,us_l_abyssalarmor_Greaves_Original,Abyssal Greaves,Abyssal_Greaves_0,
records\item\equipmentshield\us_l_abyssalarmor.dbr,tagUWeapon065,False,False,False,@level06$: @amount07$,Shield,WeaponArmor_Shield,Original,us_l_abyssalarmor_Shield_Original,Abyssal Shield,Abyssal_Shield_0,
records\item\equipmentarmband\us_l_alexander'spanoply.dbr,tagUArmor108,False,False,False,@level06$: @amount07$,Armbands,ArmorProtective_Forearm,Original,us_l_alexanderspanoply_Armbands_Original,Alexander's Bracer,Alexanders_Bracer_0,
records\item\equipmentarmor\us_l_alexander'spanoply.dbr,tagUArmor362,False,False,False,@level06$: @amount07$,Armor,ArmorProtective_UpperBody,Original,us_l_alexanderspanoply_Armor_Original,Alexander's Cuirass,Alexanders_Cuirass_0,
records\item\equipmentgreaves\us_l_alexander'spanoply.dbr,tagUArmor151,False,False,False,@level06$: @amount07$,Greaves,ArmorProtective_LowerBody,Original,us_l_alexanderspanoply_Greaves_Original,Alexander's Greaves,Alexanders_Greaves_0,
