id,dbr,isit,find
tagMIArmor069,item\equipmentarmor\mi_l_ratmanmelee.dbr,false,"Minion, Warrior, Temple of Marduk, @act03$"
tagMIArmor015,item\equipmentarmband\mi_l_reptilian.dbr,false,"Overseer, Centurion, Hulking Centurion; Heroes: Barroc, Drottuc, Ssark, @act02$"
tagMIArmor070,item\equipmentarmor\mi_l_reptilian.dbr,false,"Overseer, Centurion, Hulking Centurion; Heroes: Barroc, Drottuc, Ssark, @act02$"
tagMIWeapon009,item\equipmentweapon\bow\mi_l_satyrbrigand.dbr,false,"Boar Rider, Pillager, @act01$"
tagMIArmor071,item\equipmentarmor\mi_l_satyrbrute.dbr,false,"Guardian; Hero: Warchief Paphos, @act01$"
tagMIWeapon012,item\equipmentweapon\club\mi_l_satyrguardian.dbr,false,"Guardian; Hero: Warchief Paphos, @act01$"
tagMIArmor046,item\equipmenthelm\mi_l_satyrmage.dbr,false,"All mages; Heroes: Algos, Drusil, Fernos, Nesis, @act01$"
tagMIWeapon015,item\equipmentweapon\staff\mi_l_satyrmage.dbr,false,"All mages; Heroes: Algos, Drusil, Fernos, Nesis, @act01$"
tagMIArmor016,item\equipmentarmband\mi_l_satyrmage.dbr,false,"All mages; Heroes: Algos, Drusil, Fernos, Nesis, @act01$"
tagMIArmor072,item\equipmentarmor\mi_l_telkine.dbr,false,"Megalesios, Minoan Labyrinth, @act01$"
tagMIArmor017,item\equipmentarmband\mi_l_telkine.dbr,false,"Megalesios, Minoan Labyrinth, @act01$"
tagMIArmor073,item\equipmentarmor\mi_l_tigermanchampion.dbr,false,"War Lord, Pack Leader; Hero: Jun Shan, @act03$"
tagMIWeapon007,item\equipmentweapon\axe\mi_l_tigermanchampion.dbr,false,"War Lord, Pack Leader; Hero: Jun Shan, @act03$"
tagMIArmor047,item\equipmenthelm\mi_l_tigermanchampion.dbr,false,"War Lord, Pack Leader; Hero: Jun Shan, @act03$"
tagMIArmor074,item\equipmentarmor\mi_l_tigermanmage.dbr,false,"Adept, Acolyte, Sorcerer, Elite Sorcerer; Heroes: Miao Miao, Shao Hsin, @act03$"
tagMIArmor048,item\equipmenthelm\mi_l_tigermanmage.dbr,false,"Adept, Acolyte, Sorcerer, Elite Sorcerer; Heroes: Miao Miao, Shao Hsin, @act03$"
tagMIWeapon017,item\equipmentweapon\sword\mi_l_tigermanmelee.dbr,false,"Prowler, Elite Prowler, @act03$"
tagMIArmor075,item\equipmentarmor\mi_l_tigermanmelee.dbr,false,"Prowler, Elite Prowler, Archer, Elite Archer, @act03$"
tagMIArmor030,item\equipmentgreaves\mi_l_tigermanmelee.dbr,false,"Prowler, Elite Prowler, Archer, Elite Archer, @act03$"
tagMIArmor018,item\equipmentarmband\mi_l_tigermanmelee.dbr,false,"Prowler, Elite Prowler, Archer, Elite Archer, @act03$"
tagMIWeapon003,item\equipmentshield\mi_l_tropicalarachnos.dbr,false,"Drone, Soldier, Veteran Soldier, Elite Soldier, @act03$"
tagMIArmor019,item\equipmentarmband\mi_l_tropicalarachnos.dbr,false,"Drone, Soldier, Veteran Soldier, Elite Soldier, Deathspinner; Hero: Prince Ch'kik't, @act03$"
tagMIArmor076,item\equipmentarmor\mi_l_tropicalarachnos.dbr,false,"All Arachnos; Hero: Prince Ch'kik't, @act03$"
tagMIArmor049,item\equipmenthelm\mi_l_tropicalarachnos.dbr,false,"All Arachnos; Hero: Prince Ch'kik't, @act03$"
tagMIArmor020,item\equipmentarmband\mi_l_wraith.dbr,false,"All Drowned Sailors, @act01$"
tagMIArmor077,item\equipmentarmor\mi_l_wraith.dbr,false,"All Drowned Sailors, @act01$"
tagMIArmor031,item\equipmentgreaves\mi_l_wraith.dbr,false,"All Drowned Sailors, @act01$"
tagMIArmor078,item\equipmentarmor\mi_l_yerren.dbr,false,"Chieftain; Heroes: Mountain Strider, Swiftstream, Wolfbiter, @act03$"
tagMIArmor032,item\equipmentgreaves\mi_l_yerren.dbr,false,"Chieftain; Heroes: Mountain Strider, Swiftstream, Wolfbiter, @act03$"
tagMIArmor021,item\equipmentarmband\mi_l_yerren.dbr,false,"Chieftain; Heroes: Mountain Strider, Swiftstream, Wolfbiter, @act03$"
xtagMIArmor001,xpack\item\equipmentarmor\armband\mi_l_anouranmage.dbr,true,"Witch Doctor; Hero: Schlilsh, @act04$"
xtagMIArmor010,xpack\item\equipmentarmor\greaves\mi_l_anouranmage.dbr,true,"Witch Doctor; Hero: Schlilsh, @act04$"
xtagMIArmor035,xpack\item\equipmentarmor\torso\mi_l_anouranmage.dbr,true,"Witch Doctor; Heroes: Schlilsh, Wood-Ear, @act04$"
xtagMIWeapon005,xpack\item\equipmentweapons\bow\mi_l_anouran.dbr,true,"All Hunters, @act04$"
xtagMIArmor002,xpack\item\equipmentarmor\armband\mi_l_anouranmelee.dbr,true,"All Anourans; Hero: Longbellow, @act04$"
xtagMIArmor036,xpack\item\equipmentarmor\torso\mi_l_anouranmelee.dbr,true,"All Anourans; Heroes: Longbellow, Gleek, @act04$"
xtagMIArmor011,xpack\item\equipmentarmor\greaves\mi_l_anouranmelee.dbr,true,"All Anourans; Hero: Longbellow, @act04$"
xtagMIWeapon009,xpack\item\equipmentweapons\spear\mi_l_anouran.dbr,true,"Pygmy, @act04$"
xtagMIWeapon013,xpack\item\equipmentweapons\sword\mi_l_anouran.dbr,true,"Tribesman, Bullfrog; Heroes: Gleek, Longbellow, @act04$"
xtagMIWeapon008,xpack\item\equipmentweapons\club\mi_l_anteok.dbr,true,"Archon; Heroes: Myrto, Elatos, @act04$"
xtagMIArmor003,xpack\item\equipmentarmor\armband\mi_l_empusamage.dbr,true,"All Empusa, @act04$"
xtagMIWeapon011,xpack\item\equipmentweapons\staff\mi_l_empousa.dbr,true,"All Empusa, @act04$"
xtagMIArmor037,xpack\item\equipmentarmor\torso\mi_l_empusamage.dbr,true,"All Empusa, @act04$"
xtagMIArmor022,xpack\item\equipmentarmor\helm\mi_l_empusamage.dbr,true,"All Empusa, @act04$"
xtagMIArmor012,xpack\item\equipmentarmor\greaves\mi_l_empusamage.dbr,true,"All Empusa, @act04$"
xtagMIArmor024,xpack\item\equipmentarmor\helm\mi_l_formicidmage02.dbr,true,"All Priestesses; Hero: Queen K'kiitr, Styx, @act04$"
xtagMIArmor014,xpack\item\equipmentarmor\greaves\mi_l_formicidmage02.dbr,true,"All Priestesses; Hero: Queen K'kiitr, Styx, @act04$"
xtagMIArmor039,xpack\item\equipmentarmor\torso\mi_l_formicidmage02.dbr,true,"All Priestesses; Hero: Queen K'kiitr, Styx, @act04$"
xtagMIArmor041,xpack\item\equipmentarmor\torso\mi_l_formicidmelee02.dbr,true,"Soldier, Corporal, Captain, Phallanx Commander; Hero: General Ptch'k'k'ath, Styx, @act04$"
xtagMIArmor016,xpack\item\equipmentarmor\greaves\mi_l_formicidmelee02.dbr,true,"Soldier, Corporal, Captain, Phallanx Commander; Hero: General Ptch'k'k'ath, Styx, @act04$"
xtagMIArmor026,xpack\item\equipmentarmor\helm\mi_l_formicidmelee02.dbr,true,"Soldier, Corporal, Captain, Phallanx Commander; Hero: General Ptch'k'k'ath, Styx, @act04$"
xtagMIWeapon003,xpack\item\equipmentweapons\axe\mi_l_formicid.dbr,true,"Soldier, Corporal, Captain, Phallanx Commander; Hero: General Ptch'k'k'ath, Styx, @act04$"
xtagMIArmor023,xpack\item\equipmentarmor\helm\mi_l_formicidmage01.dbr,true,"All Priestesses; Hero: Queen Ch'Kra, Ampelian Cave, Medea's Grove, @act04$"
xtagMIArmor013,xpack\item\equipmentarmor\greaves\mi_l_formicidmage01.dbr,true,"All Priestesses; Hero: Queen Ch'Kra, Ampelian Cave, Medea's Grove, @act04$"
xtagMIArmor038,xpack\item\equipmentarmor\torso\mi_l_formicidmage01.dbr,true,"All Priestesses; Hero: Queen Ch'Kra, Ampelian Cave, Medea's Grove, @act04$"
xtagMIArmor040,xpack\item\equipmentarmor\torso\mi_l_formicidmelee01.dbr,true,"Drone, Soldier, Corporal, Captain; Hero: General Yrrt'ik, Ampelian Cave, Medea's Grove, @act04$"
xtagMIArmor015,xpack\item\equipmentarmor\greaves\mi_l_formicidmelee01.dbr,true,"Drone, Soldier, Corporal, Captain; Hero: General Yrrt'ik, Ampelian Cave, Medea's Grove, @act04$"
xtagMIArmor025,xpack\item\equipmentarmor\helm\mi_l_formicidmelee01.dbr,true,"Drone, Soldier, Corporal, Captain; Hero: General Yrrt'ik, Ampelian Cave, Medea's Grove, @act04$"
xtagMIWeapon001,xpack\item\equipmentweapons\shield\mi_l_formicid.dbr,true,"Drone, Soldier, Corporal, Captain; Hero: General Yrrt'ik, Ampelian Cave, Medea's Grove, @act04$"
xtagMIArmor028,xpack\item\equipmentarmor\helm\mi_l_gigantesmelee02.dbr,true,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$"
xtagUArmor135,xpack\item\equipmentarmor\torso\mi_l_gigantesmelee02.dbr,true,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$"
xtagUArmor136,xpack\item\equipmentarmor\armband\mi_l_gigantesmelee02.dbr,true,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$"
xtagUArmor137,xpack\item\equipmentarmor\greaves\mi_l_gigantesmelee02.dbr,true,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$"
xtagMIArmor042,xpack\item\equipmentarmor\torso\mi_l_gigantesmelee.dbr,true,"Armorite, Vanguard, @act04$"
xtagMIArmor004,xpack\item\equipmentarmor\armband\mi_l_gigantesmelee.dbr,true,"Armorite, Vanguard, @act04$"
xtagMIArmor027,xpack\item\equipmentarmor\helm\mi_l_gigantesmelee01.dbr,true,"Armorite, Vanguard, @act04$"
xtagMIArmor017,xpack\item\equipmentarmor\greaves\mi_l_gigantesmelee.dbr,true,"Armorite, Vanguard, @act04$"
xtagMIWeapon006,xpack\item\equipmentweapons\club\mi_l_gigantes.dbr,true,"Armorite, Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$"
xtagMIWeapon002,xpack\item\equipmentweapons\shield\mi_l_gigantes.dbr,true,"Armorite, Dactyl; Hero: Ephialtes, @act04$"
xtagMIArmor044,xpack\item\equipmentarmor\torso\mi_l_keresmelee.dbr,true,"Flayer; Hero: Anaplekte, @act04$"
xtagMIArmor030,xpack\item\equipmentarmor\helm\mi_l_keresmelee.dbr,true,"Flayer; Hero: Anaplekte, @act04$"
xtagMIArmor005,xpack\item\equipmentarmor\armband\mi_l_keresmage.dbr,true,"Witch, Witch Queen; Hero: Akhlys, @act04$"
xtagMIArmor043,xpack\item\equipmentarmor\torso\mi_l_keresmage.dbr,true,"Witch, Witch Queen; Hero: Akhlys, @act04$"
xtagMIWeapon012,xpack\item\equipmentweapons\staff\mi_l_keres.dbr,true,"Witch, Witch Queen, @act04$"
xtagMIArmor018,xpack\item\equipmentarmor\greaves\mi_l_keresmage.dbr,true,"Witch, Witch Queen; Hero: Akhlys, @act04$"
xtagMIArmor029,xpack\item\equipmentarmor\helm\mi_l_keresmage.dbr,true,"Witch, Witch Queen; Hero: Akhlys, @act04$"
xtagMIArmor006,xpack\item\equipmentarmor\armband\mi_l_lamiamelee.dbr,true,"Lancer, Ravager, Dark Ranger, Clan Mistress; Heroes: Damaris, Hilaera, @act04$"
xtagMIArmor045,xpack\item\equipmentarmor\torso\mi_l_lamiamelee.dbr,true,"Lancer, Ravager, Dark Ranger, Clan Mistress; Heroes: Damaris, Hilaera, @act04$"
xtagMIArmor031,xpack\item\equipmentarmor\helm\mi_l_lamiamelee.dbr,true,"Lancer, Ravager, Dark Ranger, Clan Mistress; Heroes: Damaris, Hilaera, @act04$"
xtagMIArmor032,xpack\item\equipmentarmor\helm\mi_l_machaemelee.dbr,true,"All Machae, @act04$"
xtagMIArmor046,xpack\item\equipmentarmor\torso\mi_l_machaemelee.dbr,true,"All Machae, @act04$"
xtagMIArmor007,xpack\item\equipmentarmor\armband\mi_l_machaemelee.dbr,true,"All Machae, @act04$"
xtagMIWeapon004,xpack\item\equipmentweapons\axe\mi_l_machae.dbr,true,"Scout, Guard, @act04$"
xtagMIArmor019,xpack\item\equipmentarmor\greaves\mi_l_machaemelee.dbr,true,"All Machae, @act04$"
xtagMIArmor008,xpack\item\equipmentarmor\armband\mi_l_melinoemage.dbr,true,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$"
xtagMIArmor047,xpack\item\equipmentarmor\torso\mi_l_melinoemage.dbr,true,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$"
xtagMIArmor020,xpack\item\equipmentarmor\greaves\mi_l_melinoemage.dbr,true,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$"
xtagMIArmor033,xpack\item\equipmentarmor\helm\mi_l_melinoemage.dbr,true,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$"
xtagMIWeapon014,xpack\item\equipmentweapons\sword\mi_l_melinoe.dbr,true,"Blade Maiden, Blade Dancer; Hero: Anysia, @act04$"
xtagMIWeapon010,xpack\item\equipmentweapons\spear\mi_l_melinoe.dbr,true,"Spear Runner, Elite Spear Runner; Hero: Hekaline, @act04$"
xtagMIArmor034,xpack\item\equipmentarmor\helm\mi_l_troglodytemelee.dbr,true,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$"
xtagMIWeapon007,xpack\item\equipmentweapons\club\mi_l_troglodyte.dbr,true,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$"
xtagMIArmor021,xpack\item\equipmentarmor\greaves\mi_l_troglodytemelee.dbr,true,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$"
xtagMIArmor009,xpack\item\equipmentarmor\armband\mi_l_troglodytemelee.dbr,true,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$"
tagRelicName011,item\relics\01_act1_archimedesmirror.dbr,false,@level04$: @act01$
tagRelicName003,item\relics\01_act1_artemisbowstring.dbr,false,@level04$: @act01$
tagRelicName008,item\relics\01_act1_dionysuswineskin.dbr,false,@level04$: @act01$
tagRelicName007,item\relics\01_act1_goldenfleece.dbr,false,@level04$: @act01$
tagRelicName006,item\relics\01_act1_hecatescrescent.dbr,false,@level04$: @act01$
tagRelicName010,item\relics\01_act1_heraclesmight.dbr,false,@level04$: @act01$
tagRelicName009,item\relics\01_act1_hermessandal.dbr,false,@level04$: @act01$ (Fanpatch only!)
tagRelicName005,item\relics\01_act1_prometheusflame.dbr,false,@level04$: @act01$
tagRelicName002,item\relics\01_act1_valorofachilles.dbr,false,@level04$: @act01$
tagRelicName001,item\relics\01_act1_zeusthunderbolt.dbr,false,@level04$: @act01$
tagRelicName037,item\relics\01_act2_amunrasglory.dbr,false,@level04$: @act02$
tagRelicName036,item\relics\01_act2_ankhofisis.dbr,false,@level04$: @act02$
tagRelicName035,item\relics\01_act2_anubiswrath.dbr,false,@level04$: @act02$
tagRelicName038,item\relics\01_act2_djedofosiris.dbr,false,@level04$: @act02$
tagRelicName034,item\relics\01_act2_setsbetrayal.dbr,false,@level04$: @act02$
tagRelicName039,item\relics\01_act2_udjatofhorus.dbr,false,@level04$: @act02$
tagRelicName057,item\relics\01_act3_codeofhammurabi.dbr,false,@level04$: @act03$
tagRelicName058,item\relics\01_act3_dragonkingsdomain.dbr,false,@level04$: @act03$
tagRelicName053,item\relics\01_act3_guanyusgrace.dbr,false,@level04$: @act03$
tagRelicName055,item\relics\01_act3_jadeemperorsserenity.dbr,false,@level04$: @act03$
tagRelicName052,item\relics\01_act3_linezhasguile.dbr,false,@level04$: @act03$
tagRelicName054,item\relics\01_act3_monkeykingstrickery.dbr,false,@level04$: @act03$
tagRelicName059,item\relics\01_act3_shennongsdarkmedicine.dbr,false,@level04$: @act03$
tagRelicName056,item\relics\01_act3_yenlowangsbloodletting.dbr,false,@level04$: @act03$
xtagRelicName003,xpack\item\relics\01_act4_bladeofthanatos.dbr,true,@level04$: @act04$
xtagRelicName004,xpack\item\relics\01_act4_chilloftartarus.dbr,true,@level04$: @act04$
xtagRelicName002,xpack\item\relics\01_act4_cunningofoddyseus.dbr,true,@level04$: @act04$
xtagRelicName005,xpack\item\relics\01_act4_ironwillofajax.dbr,true,@level04$: @act04$
xtagRelicName001,xpack\item\relics\01_act4_persephonestears.dbr,true,@level04$: @act04$
xtagRelicName006,xpack\item\relics\01_act4_rageofares.dbr,true,@level04$: @act04$
xtagRelicName007,xpack\item\relics\01_act4_shadeofhektor.dbr,true,@level04$: @act04$
tagRelicName022,item\relics\02_act1_archimedesmirror.dbr,false,@level05$: @act01$
tagRelicName014,item\relics\02_act1_artemisbowstring.dbr,false,@level05$: @act01$
tagRelicName019,item\relics\02_act1_dionysuswineskin.dbr,false,@level05$: @act01$
tagRelicName018,item\relics\02_act1_goldenfleece.dbr,false,@level05$: @act01$
tagRelicName017,item\relics\02_act1_hecatescrescent.dbr,false,@level05$: @act01$
tagRelicName021,item\relics\02_act1_heraclesmight.dbr,false,@level05$: @act01$
tagRelicName020,item\relics\02_act1_hermessandal.dbr,false,@level05$: @act01$ (Fanpatch only!)
tagRelicName016,item\relics\02_act1_prometheusflame.dbr,false,@level05$: @act01$
tagRelicName013,item\relics\02_act1_valorofachilles.dbr,false,@level05$: @act01$
tagRelicName012,item\relics\02_act1_zeusthunderbolt.dbr,false,@level05$: @act01$
tagRelicName043,item\relics\02_act2_amunrasglory.dbr,false,@level05$: @act02$
tagRelicName042,item\relics\02_act2_ankhofisis.dbr,false,@level05$: @act02$
tagRelicName041,item\relics\02_act2_anubiswrath.dbr,false,@level05$: @act02$
tagRelicName044,item\relics\02_act2_djedofosiris.dbr,false,@level05$: @act02$
tagRelicName040,item\relics\02_act2_setsbetrayal.dbr,false,@level05$: @act02$
tagRelicName045,item\relics\02_act2_udjatofhorus.dbr,false,@level05$: @act02$
tagRelicName065,item\relics\02_act3_codeofhammurabi.dbr,false,@level05$: @act03$
tagRelicName066,item\relics\02_act3_dragonkingsdomain.dbr,false,@level05$: @act03$
tagRelicName061,item\relics\02_act3_guanyusgrace.dbr,false,@level05$: @act03$
tagRelicName063,item\relics\02_act3_jadeemperorsserenity.dbr,false,@level05$: @act03$
tagRelicName060,item\relics\02_act3_linezhasguile.dbr,false,@level05$: @act03$
tagRelicName062,item\relics\02_act3_monkeykingstrickery.dbr,false,@level05$: @act03$
tagRelicName067,item\relics\02_act3_shennongsdarkmedicine.dbr,false,@level05$: @act03$
tagRelicName064,item\relics\02_act3_yenlowangsbloodletting.dbr,false,@level05$: @act03$
xtagRelicName010,xpack\item\relics\02_act4_bladeofthanatos.dbr,true,@level05$: @act04$
xtagRelicName011,xpack\item\relics\02_act4_chilloftartarus.dbr,true,@level05$: @act04$
xtagRelicName009,xpack\item\relics\02_act4_cunningofoddyseus.dbr,true,@level05$: @act04$
xtagRelicName012,xpack\item\relics\02_act4_ironwillofajax.dbr,true,@level05$: @act04$
xtagRelicName008,xpack\item\relics\02_act4_persephonestears.dbr,true,@level05$: @act04$
xtagRelicName013,xpack\item\relics\02_act4_rageofares.dbr,true,@level05$: @act04$
xtagRelicName014,xpack\item\relics\02_act4_shadeofhektor.dbr,true,@level05$: @act04$
tagRelicName033,item\relics\03_act1_archimedesmirror.dbr,false,@level06$: @act01$
tagRelicName025,item\relics\03_act1_artemisbowstring.dbr,false,@level06$: @act01$
tagRelicName030,item\relics\03_act1_dionysuswineskin.dbr,false,@level06$: @act01$
tagRelicName029,item\relics\03_act1_goldenfleece.dbr,false,@level06$: @act01$
tagRelicName028,item\relics\03_act1_hecatescrescent.dbr,false,@level06$: @act01$
tagRelicName032,item\relics\03_act1_heraclesmight.dbr,false,@level06$: @act01$
tagRelicName031,item\relics\03_act1_hermessandal.dbr,false,@level06$: @act01$ (Fanpatch only!)
tagRelicName027,item\relics\03_act1_prometheusflame.dbr,false,@level06$: @act01$
tagRelicName024,item\relics\03_act1_valorofachilles.dbr,false,@level06$: @act01$
tagRelicName023,item\relics\03_act1_zeusthunderbolt.dbr,false,@level06$: @act01$
tagRelicName049,item\relics\03_act2_amunrasglory.dbr,false,@level06$: @act02$
tagRelicName048,item\relics\03_act2_ankhofisis.dbr,false,@level06$: @act02$
tagRelicName047,item\relics\03_act2_anubiswrath.dbr,false,@level06$: @act02$
tagRelicName050,item\relics\03_act2_djedofosiris.dbr,false,@level06$: @act02$
tagRelicName046,item\relics\03_act2_setsbetrayal.dbr,false,@level06$: @act02$
tagRelicName051,item\relics\03_act2_udjatofhorus.dbr,false,@level06$: @act02$
tagRelicName073,item\relics\03_act3_codeofhammurabi.dbr,false,@level06$: @act03$
tagRelicName074,item\relics\03_act3_dragonkingsdomain.dbr,false,@level06$: @act03$
tagRelicName069,item\relics\03_act3_guanyusgrace.dbr,false,@level06$: @act03$
tagRelicName071,item\relics\03_act3_jadeemperorsserenity.dbr,false,@level06$: @act03$
tagRelicName068,item\relics\03_act3_linezhasguile.dbr,false,@level06$: @act03$
tagRelicName070,item\relics\03_act3_monkeykingstrickery.dbr,false,@level06$: @act03$
tagRelicName075,item\relics\03_act3_shennongsdarkmedicine.dbr,false,@level06$: @act03$
tagRelicName072,item\relics\03_act3_yenlowangsbloodletting.dbr,false,@level06$: @act03$
xtagRelicName017,xpack\item\relics\03_act4_bladeofthanatos.dbr,true,@level06$: @act04$
xtagRelicName018,xpack\item\relics\03_act4_chilloftartarus.dbr,true,@level06$: @act04$
xtagRelicName016,xpack\item\relics\03_act4_cunningofoddyseus.dbr,true,@level06$: @act04$
xtagRelicName019,xpack\item\relics\03_act4_ironwillofajax.dbr,true,@level06$: @act04$
xtagRelicName015,xpack\item\relics\03_act4_persephonestears.dbr,true,@level06$: @act04$
xtagRelicName020,xpack\item\relics\03_act4_rageofares.dbr,true,@level06$: @act04$
xtagRelicName021,xpack\item\relics\03_act4_shadeofhektor.dbr,true,@level06$: @act04$
tagAnimalPart002,item\animalrelics\01_act1_batfang.dbr,false,
tagAnimalPart003,item\animalrelics\01_act1_boarshide.dbr,false,
tagAnimalPart010,item\animalrelics\01_multacts_demonsblood.dbr,false,
tagAnimalPart007,item\animalrelics\01_multacts_diseasedplumage.dbr,false,
tagAnimalPart016,item\animalrelics\01_act2_hagsskin.dbr,false,
tagAnimalPart015,item\animalrelics\01_act2_lupineclaw.dbr,false,
tagAnimalPart049,item\animalrelics\01_multacts_mechanicalparts.dbr,false,
tagAnimalPart014,item\animalrelics\01_act3_pengclaw.dbr,false,
tagAnimalPart050,item\animalrelics\01_act1_pristineplumage.dbr,false,
tagAnimalPart013,item\animalrelics\01_act3_raptortooth.dbr,false,
tagAnimalPart006,item\animalrelics\01_multacts_rigidcarapace.dbr,false,
tagAnimalPart009,item\animalrelics\01_act3_saberclaw.dbr,false,
tagAnimalPart011,item\animalrelics\01_multacts_spectralmatter.dbr,false,
tagAnimalPart012,item\animalrelics\01_act1_turtleshell.dbr,false,
tagAnimalPart005,item\animalrelics\01_multacts_venomsac.dbr,false,
tagAnimalPart008,item\animalrelics\01_act2_vileichor.dbr,false,
tagAnimalPart004,item\animalrelics\01_act3_vinygrowth.dbr,false,
tagAnimalPart001,item\animalrelics\01_act3_yetifur.dbr,false,
xtagAnimalPart016,xpack\item\charms\01_act4_erebancrystal.dbr,true,
xtagAnimalPart013,xpack\item\charms\01_act4_frozenchitin.dbr,true,
xtagAnimalPart003,xpack\item\charms\01_act4_furysheartblood.dbr,true,
xtagAnimalPart002,xpack\item\charms\01_act4_hydradonhide.dbr,true,
xtagAnimalPart001,xpack\item\charms\01_act4_spinyshell.dbr,true,
xtagAnimalPart004,xpack\item\charms\01_act4_torturedsoul.dbr,true,
tagAnimalPart018,item\animalrelics\02_act1_batfang.dbr,false,
tagAnimalPart019,item\animalrelics\02_act1_boarshide.dbr,false,
tagAnimalPart026,item\animalrelics\02_multacts_demonsblood.dbr,false,
tagAnimalPart023,item\animalrelics\02_multacts_diseasedplumage.dbr,false,
tagAnimalPart032,item\animalrelics\02_act2_hagsskin.dbr,false,
tagAnimalPart031,item\animalrelics\02_act2_lupineclaw.dbr,false,
tagAnimalPart051,item\animalrelics\02_multacts_mechanicalparts.dbr,false,
tagAnimalPart030,item\animalrelics\02_act3_pengclaw.dbr,false,
tagAnimalPart052,item\animalrelics\02_act1_pristineplumage.dbr,false,
tagAnimalPart029,item\animalrelics\02_act3_raptortooth.dbr,false,
tagAnimalPart022,item\animalrelics\02_multacts_rigidcarapace.dbr,false,
tagAnimalPart025,item\animalrelics\02_act3_saberclaw.dbr,false,
tagAnimalPart027,item\animalrelics\02_multacts_spectralmatter.dbr,false,
tagAnimalPart028,item\animalrelics\02_act1_turtleshell.dbr,false,
tagAnimalPart021,item\animalrelics\02_multacts_venomsac.dbr,false,
tagAnimalPart024,item\animalrelics\02_act2_vileichor.dbr,false,
tagAnimalPart020,item\animalrelics\02_act3_vinygrowth.dbr,false,
tagAnimalPart017,item\animalrelics\02_act3_yetifur.dbr,false,
xtagAnimalPart017,xpack\item\charms\02_act4_erebancrystal.dbr,true,
xtagAnimalPart014,xpack\item\charms\02_act4_frozenchitin.dbr,true,
xtagAnimalPart007,xpack\item\charms\02_act4_furysheartblood.dbr,true,
xtagAnimalPart006,xpack\item\charms\02_act4_hydradonhide.dbr,true,
xtagAnimalPart005,xpack\item\charms\02_act4_spinyshell.dbr,true,
xtagAnimalPart008,xpack\item\charms\02_act4_torturedsoul.dbr,true,
tagAnimalPart034,item\animalrelics\03_act1_batfang.dbr,false,
tagAnimalPart035,item\animalrelics\03_act1_boarshide.dbr,false,
tagAnimalPart042,item\animalrelics\03_multacts_demonsblood.dbr,false,
tagAnimalPart039,item\animalrelics\03_multacts_diseasedplumage.dbr,false,
tagAnimalPart048,item\animalrelics\03_act2_hagsskin.dbr,false,
tagAnimalPart047,item\animalrelics\03_act2_lupineclaw.dbr,false,
tagAnimalPart053,item\animalrelics\03_multacts_mechanicalparts.dbr,false,
tagAnimalPart046,item\animalrelics\03_act3_pengclaw.dbr,false,
tagAnimalPart054,item\animalrelics\03_act1_pristineplumage.dbr,false,
tagAnimalPart045,item\animalrelics\03_act3_raptortooth.dbr,false,
tagAnimalPart038,item\animalrelics\03_multacts_rigidcarapace.dbr,false,
tagAnimalPart041,item\animalrelics\03_act3_saberclaw.dbr,false,
tagAnimalPart043,item\animalrelics\03_multacts_spectralmatter.dbr,false,
tagAnimalPart044,item\animalrelics\03_act1_turtleshell.dbr,false,
tagAnimalPart037,item\animalrelics\03_multacts_venomsac.dbr,false,
tagAnimalPart040,item\animalrelics\03_act2_vileichor.dbr,false,
tagAnimalPart036,item\animalrelics\03_act3_vinygrowth.dbr,false,
tagAnimalPart033,item\animalrelics\03_act3_yetifur.dbr,false,
xtagAnimalPart018,xpack\item\charms\03_act4_erebancrystal.dbr,true,
xtagAnimalPart015,xpack\item\charms\03_act4_frozenchitin.dbr,true,
xtagAnimalPart011,xpack\item\charms\03_act4_furysheartblood.dbr,true,
xtagAnimalPart010,xpack\item\charms\03_act4_hydradonhide.dbr,true,
xtagAnimalPart009,xpack\item\charms\03_act4_spinyshell.dbr,true,
xtagAnimalPart012,xpack\item\charms\03_act4_torturedsoul.dbr,true,
xtagArtifactDescription005,xpack\item\artifacts\n_la_amberflask.dbr,true,see corresponding formula
xtagArtifactDescription018,xpack\item\artifacts\n_la_bloodrage.dbr,true,see corresponding formula
xtagArtifactDescription011,xpack\item\artifacts\n_la_chaoscube.dbr,true,see corresponding formula
